"","Tick_2000-11-02_To_2018-01-26","Membership_2000-11-02_To_2018-01-26"
"500","PTEO",14
"501","CTNXF",14
"502","DPDM",15
"503","CIA",15
"504","HDNG",15
"505","FVE",15
"506","AMX",15
"507","SINO",15
"508","MRZLF",15
"509","COWN",15
"510","VZ",16
"511","BIOL",16
"512","AIDA",16
"513","ACWRF",16
"514","OPESY",17
"515","CNIG",17
"516","FMX",18
"517","MXE",18
