"","Tick_2000-08-16_To_2018-02-09","Membership_2000-08-16_To_2018-02-09"
"451","090430.KS",14
"452","180640.KS",14
"453","035420.KS",14
"454","123700.KS",14
"455","159650.KS",14
"456","067570.KQ",14
"457","090710.KQ",14
"458","119850.KQ",14
"459","005800.KS",14
"460","037350.KQ",14
"461","126700.KQ",14
"462","171120.KQ",14
"463","015230.KS",14
"464","028080.KQ",15
"465","000725.KS",15
"466","000390.KS",15
"467","155650.KQ",15
"468","009970.KS",15
"469","122350.KQ",15
"470","003010.KS",15
"471","001210.KS",15
"472","014970.KQ",15
"473","015860.KS",15
"474","131180.KQ",15
