"","timexxx","coeff"
"1","2017-11-09",0.264467813921786
"2","2017-11-10",0.249574264139769
"3","2017-11-13",0.235211140527339
"4","2017-11-14",0.239688771716893
"5","2017-11-15",0.23229096926599
"6","2017-11-16",0.251672280832065
"7","2017-11-17",0.244574643160318
"8","2017-11-20",0.246184026767126
"9","2017-11-21",0.25392572414231
"10","2017-11-22",0.239064152186595
"11","2017-11-24",0.246404468585568
"12","2017-11-27",0.261561017451972
"13","2017-11-28",0.263257807481605
"14","2017-11-29",0.256466108203436
"15","2017-11-30",0.258246347223974
"16","2017-12-01",0.244332028493006
"17","2017-12-04",0.254404284754422
"18","2017-12-05",0.256269677047127
"19","2017-12-06",0.248456466147057
"20","2017-12-07",0.233431121284127
"21","2017-12-08",0.234719197185303
"22","2017-12-11",0.23559411895131
"23","2017-12-12",0.243605147162934
"24","2017-12-13",0.230246835701701
"25","2017-12-14",0.235547621036323
"26","2017-12-15",0.228409760330664
"27","2017-12-18",0.238542679688874
"28","2017-12-19",0.22174008130475
"29","2017-12-20",0.223402162094665
"30","2017-12-21",0.227574185040141
"31","2017-12-22",0.229092847988839
"32","2017-12-26",0.230112287449928
"33","2017-12-27",0.218197161958997
"34","2017-12-28",0.218498623914
"35","2017-12-29",0.224834781277241
"36","2018-01-02",0.21932635304034
"37","2018-01-03",0.218769359435785
"38","2018-01-04",0.213707443509105
"39","2018-01-05",0.223335900257071
"40","2018-01-08",0.212854847030439
"41","2018-01-09",0.216898146728642
"42","2018-01-10",0.205545865576223
"43","2018-01-11",0.209589596976535
"44","2018-01-12",0.210753596538946
"45","2018-01-16",0.210222073126468
"46","2018-01-17",0.210035551280032
"47","2018-01-18",0.215848892071142
"48","2018-01-19",0.218922598907366
"49","2018-01-22",0.216018807190128
"50","2018-01-23",0.208831423909739
"51","2018-01-24",0.216477441323639
"52","2018-01-25",0.219103541820522
"53","2018-01-26",0.227854863161461
"54","2018-01-29",0.230286518441347
"55","2018-01-30",0.228296845639418
"56","2018-01-31",0.225946373247182
"57","2018-02-01",0.218542283934825
"58","2018-02-02",0.236648966802828
"59","2018-02-05",0.282657869194376
"60","2018-02-06",0.279067867191547
"61","2018-02-07",0.297684842364209
"62","2018-02-08",0.302767339748245
"63","2018-02-09",0.30703974284894
"64","2018-02-12",0.305207589853154
"65","2018-02-13",0.299341818376
"66","2018-02-14",0.298094541354897
"67","2018-02-15",0.293780857725615
"68","2018-02-16",0.302490289287259
"69","2018-02-20",0.289108498833966
"70","2018-02-21",0.298800282495881
"71","2018-02-22",0.303694437536749
"72","2018-02-23",0.304140588046474
"73","2018-02-26",0.297997257296136
"74","2018-02-27",0.286145674880218
"75","2018-02-28",0.31986345700027
"76","2018-03-01",0.29041983281791
"77","2018-03-02",0.300198385803116
"78","2018-03-05",0.276168615758834
"79","2018-03-06",0.291264859376412
"80","2018-03-07",0.294133401976014
"81","2018-03-08",0.295787542989564
"82","2018-03-09",0.290597386755577
"83","2018-03-12",0.301555858669203
"84","2018-03-13",0.302823719580409
"85","2018-03-14",0.296211115359081
"86","2018-03-15",0.288270781153198
"87","2018-03-16",0.27413504263344
"88","2018-03-19",0.297291130915812
"89","2018-03-20",0.284563041290342
"90","2018-03-21",0.293100574700107
"91","2018-03-22",0.289240652401852
"92","2018-03-23",0.291922498769693
"93","2018-03-26",0.291807952780483
"94","2018-03-27",0.297539766796681
"95","2018-03-28",0.285395081054873
"96","2018-03-29",0.289642524065903
"97","2018-04-02",0.28536593194774
"98","2018-04-03",0.29404570421555
"99","2018-04-04",0.274663771320644
"100","2018-04-05",0.282284482145523
"101","2018-04-06",0.277415910088854
"102","2018-04-09",0.289900879635164
"103","2018-04-10",0.293107799197487
"104","2018-04-11",0.268763760851234
"105","2018-04-12",0.275471697546212
"106","2018-04-13",0.279602634448872
"107","2018-04-16",0.27918002161664
"108","2018-04-17",0.285224582873817
"109","2018-04-18",0.279548546836369
"110","2018-04-19",0.274567783879383
"111","2018-04-20",0.290719564007354
"112","2018-04-23",0.286861932741989
"113","2018-04-24",0.28673706934709
"114","2018-04-25",0.295777983527103
"115","2018-04-26",0.293997708924761
"116","2018-04-27",0.293398813265437
"117","2018-04-30",0.289832989984752
"118","2018-05-01",0.302558920335746
"119","2018-05-02",0.304119566588311
"120","2018-05-03",0.301659901741235
"121","2018-05-04",0.296108682869228
"122","2018-05-07",0.285755578183034
"123","2018-05-08",0.302738205235099
"124","2018-05-09",0.292907683246576
"125","2018-05-10",0.294799330199987
"126","2018-05-11",0.296869821366705
"127","2018-05-14",0.289033788169523
"128","2018-05-15",0.299866672097649
"129","2018-05-16",0.289056034095132
"130","2018-05-17",0.282330266714388
"131","2018-05-18",0.279215229637067
"132","2018-05-21",0.276758069352866
"133","2018-05-22",0.264110630126519
"134","2018-05-23",0.277414392878751
"135","2018-05-24",0.285858225918014
"136","2018-05-25",0.266138076750813
"137","2018-05-29",0.24377004440198
"138","2018-05-30",0.24262934352664
"139","2018-05-31",0.245119910408137
"140","2018-06-01",0.236078882975408
"141","2018-06-04",0.238358130024792
"142","2018-06-05",0.229147184322057
"143","2018-06-06",0.254620380598437
"144","2018-06-07",0.253308297734866
"145","2018-06-08",0.253469259250529
"146","2018-06-11",0.237290953917028
"147","2018-06-12",0.247934558612115
"148","2018-06-13",0.255869266170137
"149","2018-06-14",0.249176656024071
"150","2018-06-15",0.247226508461994
"151","2018-06-18",0.236671609277916
"152","2018-06-19",0.246176889691672
"153","2018-06-20",0.225495643234254
"154","2018-06-21",0.237900718487646
"155","2018-06-22",0.246205680299902
