"","^FTSE","AHT.L","CCL.L","VOD.L","CCH.L","SSE.L","PPB.L","NMC.L","TUI.L","RR.L","RTO.L","EXPN.L","ANTO.L","SN.L","PRU.L","NG.L","DLG.L","CNA.L","CPG.L","RMV.L","SMT.L","SHP.L","WG.L","RB.L","SDR.L","SMIN.L","STJ.L","EZJ.L","GVC.L","BATS.L","LSE.L"
"2017-11-27",0.0479700859511954,0.0358019527294343,0.0244354018982462,0.031699605779363,0.0270958404411222,0.034352478200026,0.0313097846546641,0.0286948508661422,0.0340876287991587,0.0337356831363257,0.0278223036781555,0.0340179122128572,0.0254808035806724,0.0339283558843304,0.0351819986399929,0.0372185228263283,0.0254202239114181,0.0318770147593667,0.0389158541161828,0.0349607403655902,0.0293668856389254,0.0238528300071227,0.028781297297442,0.0289701661893415,0.0401623777583613,0.0327531935276624,0.0320070119592907,0.0249168030161766,0.0391707243302341,0.0346163054061683,0.0313953624387028
"2017-11-28",0.0473133306973446,0.0327866455721672,0.0235882270663058,0.0323097301369644,0.0276446179760367,0.0333795220069219,0.0319559087796676,0.0293279714451291,0.0331971403694519,0.0294998631885159,0.0252770979755238,0.0364861024464198,0.0261642387989676,0.0332220706451339,0.0352119680332356,0.0396564089557418,0.0233206333110801,0.0339002115663496,0.0399191220698839,0.0354132136001616,0.0303537480258229,0.025748702120329,0.0265423072871232,0.0299279336663492,0.040991398059199,0.0327939836123727,0.0340690866114824,0.0250863042685984,0.0392894005726329,0.0327025351438533,0.0329205759912344
"2017-11-29",0.0466770761852385,0.034593586457293,0.0289470688198835,0.0321226454220185,0.0292414483467803,0.0332538012443992,0.0313048110543776,0.028727469180361,0.0329435032567433,0.0299171173057394,0.0274204918177905,0.0393689706571087,0.0243882488735742,0.0358931094914812,0.0324814396418824,0.0406298224328396,0.02175932588997,0.0339428754107718,0.0393471652648474,0.0361235036636003,0.0295238190556081,0.0246139028390339,0.0238604015852194,0.0280312481898083,0.0403439503018753,0.0349302623728791,0.0323993980950398,0.0241351501400521,0.0394364670554336,0.0334969286997102,0.0301449912486397
"2017-11-30",0.0503944402905585,0.038561867770243,0.0305431752854017,0.031651172479742,0.0284745291254491,0.0322961051647495,0.0340235171923378,0.0293753935733165,0.0287431747904755,0.0290235045058607,0.0257733864863781,0.0384524153510949,0.0240180643469319,0.034351164915875,0.0309287005151177,0.0367300750609627,0.0222883225263187,0.0329530638941044,0.0395641739395525,0.037166829262781,0.0297909069878259,0.0232148212152378,0.0258522051727978,0.0269723892605701,0.0429269193658293,0.0333876937547874,0.0298883021473254,0.0254531773900394,0.0413869400765501,0.0367001124220917,0.0291134557296937
"2017-12-01",0.0487018323713536,0.038016442191752,0.0291145287209794,0.0299884372735342,0.0280066093859007,0.0319408894466377,0.0332042295451003,0.026984503222764,0.0309306916148428,0.0316496633115237,0.028811927573576,0.0386357306773805,0.0236145705216297,0.034836611539608,0.0276694364045395,0.0393976267236357,0.0261050506178236,0.0357809196110474,0.0388393404161463,0.0366840438871776,0.0299970149423735,0.0234068010594213,0.0247900711819912,0.0271361939273237,0.0397756423475338,0.0317766894273715,0.033410598635973,0.0269786780798691,0.0420450872016742,0.0322597262678571,0.029510411871659
"2017-12-04",0.0493615495044741,0.0400085016539101,0.027590484311848,0.0325020967370827,0.031215857474344,0.0315393520419882,0.0329751329856819,0.0264585081548152,0.0306208863926185,0.0321350858445826,0.0280400694403728,0.0429410049891282,0.023095063629842,0.0382668485684117,0.0288558407763714,0.0353966532405169,0.0271787050900989,0.035356900203988,0.0413852918666277,0.0335039373911921,0.0302553218394167,0.0230619234365536,0.0236711967428099,0.0278209229304743,0.0353721769130759,0.0353379172978946,0.0309819049327533,0.0277032879073141,0.0379444839109343,0.0304112396349626,0.0290118541559158
"2017-12-05",0.0495023595413079,0.041653074488221,0.0278940682421206,0.031042064966434,0.0311524577029121,0.0315705701873074,0.0314201477417298,0.0256817745230692,0.0309599482767801,0.0317136524089698,0.0294486949383021,0.0405522724529368,0.0237398997907258,0.0387650858253996,0.0294081439205191,0.0326356786545696,0.0262721103880082,0.0314844453334389,0.0444460011318077,0.0356063208224706,0.0288157697779325,0.0237973142191882,0.0232525555865836,0.0269058603298581,0.0375793182330545,0.0349810279445969,0.0320474639786465,0.0272755368771324,0.0423009867447164,0.0297338997482498,0.0283614952230103
"2017-12-06",0.0484079181731819,0.0426926731320573,0.027050440332321,0.0308028316533795,0.0305063640694661,0.0314061304865368,0.0294591702783953,0.0235220855016383,0.0295864962417373,0.0309541576700558,0.0288776583948383,0.0419300223564259,0.0250944295446223,0.0389762552069148,0.0304075701357076,0.035230263281351,0.0263116086613333,0.0318604899513042,0.0473416901881041,0.0360746345112571,0.0273655600270066,0.0236792661666795,0.0240529855592853,0.0274586596166351,0.0408063528473846,0.035040134904295,0.0313808711237194,0.0276261043893652,0.0415637139162853,0.0268509010696977,0.0276825606090186
"2017-12-07",0.0475786163446128,0.0409660440237972,0.0285149189404772,0.0320510953346735,0.0339795041743241,0.0314446349298543,0.030555178053693,0.0255350044881614,0.0294099219600085,0.0304549910227452,0.0278271089762728,0.0402097272341764,0.0254533198177424,0.041397568140336,0.0314739773254604,0.0376283918402451,0.0270191838891469,0.0314183343657123,0.043334571697283,0.0343445245658392,0.02914584204251,0.023247926927839,0.0249977011622879,0.0264566412968433,0.0354489558880556,0.0439990542234149,0.0288886267076089,0.0240238720010511,0.0375405706597331,0.0290205372639751,0.0266336547021195
"2017-12-08",0.0501053285289649,0.0420694277882006,0.0274897749065958,0.0324111898953346,0.0308403830453324,0.0278652682932828,0.0309018943161281,0.0242838000701383,0.0301089346780277,0.0289351701352779,0.0276825441086961,0.0446900658737176,0.0238023180816928,0.045699954639744,0.0347527739348622,0.0347621614145875,0.0272764743388561,0.0300470867559671,0.041431970310686,0.0348276814275092,0.0290375427661577,0.0236334701461834,0.0250417182032939,0.0285630961815476,0.0361207326041074,0.0451964659905975,0.0279526773412187,0.0247512167541282,0.0375925248925212,0.0258659695125844,0.0262603830640581
"2017-12-11",0.0515404657891265,0.0431727866523102,0.0291065698255796,0.0328267451582358,0.0349511553863354,0.0264386082265966,0.0305455069647106,0.0234808206268468,0.0315027756008362,0.0306467982112488,0.0276690725431757,0.0391319583117125,0.0244185079882523,0.0441908170556753,0.0328265939525528,0.0335205753309595,0.0268291663117236,0.0289893461074986,0.0378329586938635,0.0354824825750746,0.0268104059011837,0.026371039518686,0.0266959154092141,0.0291135405031061,0.036459231773816,0.0468282983448726,0.0271049993723587,0.0251120828623146,0.0372671987643159,0.0277971415183794,0.025336434719438
"2017-12-12",0.0474048935433957,0.0405102799633132,0.0291986841786643,0.0323891947308541,0.0351213620527049,0.0287935864278609,0.0293771922137314,0.023736458285734,0.0323092886199214,0.0322338275940892,0.0263167777773806,0.0393147359767848,0.0245805306548022,0.0457961412602312,0.0317880375500184,0.0402112785134282,0.0264213715712489,0.032064656069401,0.0365924856182296,0.0337046042909974,0.0273512906510332,0.0278211394875619,0.0250722549875483,0.029213537751841,0.0353839632447443,0.043920838287076,0.0272703734979427,0.0270641012271273,0.0341585381664916,0.0275874882139727,0.0272910875918694
"2017-12-13",0.0471648196643534,0.0388549704367033,0.0309777954667378,0.0327249130986838,0.035025858150027,0.0283726405403097,0.029752427456749,0.0257718640029034,0.0329054963489488,0.0304306215497247,0.0240512304417076,0.0375009268116839,0.0251182840851843,0.0476534458555216,0.0314477025807374,0.0351520054770097,0.0274930183137973,0.030576480961706,0.0321241648107192,0.0354832635540791,0.0261652867478927,0.0274591373302027,0.0265494555941784,0.0362194814513057,0.0358412634486588,0.045160613034041,0.0260973368751781,0.0287814477052116,0.0348876355152896,0.0277964021482529,0.0264600105425019
"2017-12-14",0.0483973484189993,0.041151386353052,0.0329734610310805,0.0330169410086251,0.0316892364616367,0.0286023981818359,0.0287701979257631,0.0265770624843344,0.0291550542175799,0.0297464431170764,0.0256653920340318,0.0376579997249267,0.0245275142949027,0.044994064767535,0.0296102130104256,0.0411659837927223,0.0270202943274844,0.0345855003601487,0.0310822644955659,0.0344452292708857,0.0272562140923446,0.0273808071785387,0.025961374073472,0.0333922158059802,0.0367349273960313,0.0466957798868207,0.0255659954510177,0.0302023805462814,0.0311389526145337,0.0272016129562631,0.0276357547201043
"2017-12-15",0.0508982752629825,0.0416699641027047,0.0326101581229059,0.0327430964415413,0.0311455089968919,0.0273703674121915,0.0271541061012189,0.025559329004912,0.0278415469569081,0.0302272946687515,0.0244414348562658,0.0421603471796717,0.0236725545998327,0.0467348922824693,0.0272050579350073,0.0403397013352417,0.0261359182942556,0.0358080840476353,0.0333357674184259,0.0330800370542533,0.0250424229006751,0.0284943819725049,0.026819382579574,0.0371110844422079,0.03599992073607,0.0477405400288156,0.0244670848073508,0.0295334208159223,0.0306544286744373,0.0284059167193647,0.0255979742490104
"2017-12-18",0.052463481033604,0.0472178432397464,0.0310056645670071,0.0342287222809545,0.0317231554432763,0.0274248317333847,0.0273109648451694,0.0268587462692195,0.0277512356312351,0.0310155806746282,0.0270129784914747,0.0337545027088563,0.0248829512679421,0.0463818516692994,0.0319200414033536,0.0375943494819907,0.0251125352053981,0.0346106224255171,0.0335802443889615,0.033759699700194,0.0260943045286462,0.0271032487509089,0.0255729870422313,0.0321257521696152,0.0364731106946615,0.0527352458222783,0.0247977772534869,0.0283285926864535,0.0313296987638881,0.0260632320119656,0.023766047814652
