"","^BANK","^BKX","^GSPTSE","^GDAXI","^FCHI","^N100","^SSMI","^STOXX","^SPEUP","^CXKCX","^FTSE","^STOXX50E","^GSPC","^DJI","^IXIC","^NYA","^RUT","^RUA","^RUI","^XAX","^BFX","^N225","^HSI","^STI","^AXJO","^AORD","^BSESN","^JKSE","^KLSE","^NZ50","^KS11","^TWII","^BVSP","^MXX","^IPSA","^MERV","^NSEI","^SSEC","^ATX","^OSEAX","^OMXSPI","^XAU","^XMI","^OEX","^MID","^NBI","^NWX","^PSE","^DJU","^AEX","^KFX","^XU100","^SMSI","FTSEMIB.MI","BSE-500.BO","^IBEX","^DJT","^DJAT","000001.SS","^BUX","^OMX","MOEX.ME","^OMXC20","SDJ600.MI"
"2018-06-06",0.00907694061207484,0.00973204054822085,0.00653385614977007,0.0132947234323118,0.0180291751169938,0.0200534159346916,0.0125170151312076,0.0144191127270246,0.00835841837557521,0.0117339584777564,0.00810390081481398,0.0152966263778785,0.0691234135112509,0.0400023606555288,0.044270701733112,0.0416999265566725,0.0236673203626745,0.0150815922934778,0.0691409498337699,0.00829351715886387,0.0171960154616788,0.00679619340737884,0.00706171421941712,0.00640471613437373,0.0113386037451737,0.0111332302420225,0.0132196215351949,0.00533437091375219,0.00608405164410267,0.00647981546685211,0.00638029632021164,0.00754495196468752,0.00785331447954182,0.00711793179081381,0.00639830832428933,0.0060946442603276,0.0138562204347263,0.00661130784503892,0.0081728370995424,0.00523576408229444,0.0117001424311258,0.00597339050792928,0.0300892205291518,0.0679024196400466,0.0454145702573221,0.00818054876881599,0.00615591564588112,0.0478383108059658,0.00535970526403627,0.0178275603583651,0.00643246503420574,0.00601646782805909,0.0160760929146604,0.00637409725386387,0.0121188784517877,0.0163435011717442,0.0113156026819339,0.00835367835440588,0.00654106684209761,0.00802808697771557,0.011080665052635,0.00572450721907969,0.00911214713902176,0.00529808369505982
"2018-06-07",0.00930421928869351,0.00947511813252605,0.00719570559338723,0.0139091802175068,0.0177552497993375,0.01920564239464,0.0120025357863773,0.0143442151121582,0.0088586617215864,0.0127098277791476,0.00951045634086368,0.0154809677728011,0.065927072846696,0.0407197135040141,0.0410238798253407,0.0438742746668695,0.0240295697792658,0.0155055397846962,0.065077434874256,0.00887061334993645,0.0163737939707303,0.00715254756817241,0.00725892523080524,0.00659797871654673,0.0118897672775116,0.0114478912577464,0.0132517724800685,0.00564685283268168,0.0066446656392145,0.00669575341677613,0.0069858651960306,0.00755389049872362,0.00790283624493345,0.00691250475892556,0.00711437164343989,0.00647070972920158,0.0144190063096472,0.0066928166477409,0.00861815382751894,0.00545342136981737,0.0123361621436783,0.00674980521836652,0.0296187845254391,0.0632394583836041,0.044964186889615,0.00851063408837795,0.00685382179340747,0.046502462268021,0.00533335112922984,0.0165727077369531,0.00675459248562959,0.00661013973020786,0.0167609398510984,0.006899894468719,0.0122634113245785,0.0167652899698413,0.012194858500188,0.00875421431542886,0.00688394669928246,0.00850264341992353,0.0111802099135633,0.00558522192397115,0.00864476030531379,0.00565509972922922
"2018-06-08",0.00897410603736319,0.0101260632983502,0.00711241654943223,0.0138183634409597,0.0174029624603246,0.018419367150872,0.0121385145455385,0.0150179214119524,0.00863665752602114,0.0124374094639011,0.00911767403218164,0.0157121612236941,0.0681964097360545,0.0410680356455554,0.0373853575463782,0.0437285128157257,0.0210845234226519,0.0146330533972827,0.069513207954875,0.00870990958947018,0.0166273258278912,0.00694529802752549,0.00689551607670996,0.00659035360894276,0.012512647045608,0.0117868746749692,0.014843142806404,0.00574392576804471,0.00665330717163545,0.00594747243945553,0.00673768683924359,0.00722320554827929,0.00832475720201069,0.00673265713173139,0.0077889129613531,0.00718010031978533,0.015389599871965,0.00641639969011413,0.00861861016459928,0.00552928116041431,0.0123457357614294,0.00628373375640951,0.0279007253173847,0.0664126027322854,0.0428975195869883,0.00894609153367338,0.00674859040270842,0.0426305694885385,0.00536089124327913,0.0165834025865082,0.0065095786539196,0.00617067258564109,0.0168969263884754,0.00657141864478078,0.0135600171673845,0.0173036670725953,0.0127395018320114,0.00867307370400624,0.00688889436543695,0.00863380115719354,0.0113603146218305,0.00614519338221349,0.00891526618283941,0.00580211024720018
"2018-06-11",0.00921311142726571,0.0107026907477658,0.00701327123735526,0.0124560807116273,0.0187366099839753,0.0203372986562971,0.012109627940346,0.0148355948533035,0.00835936445836568,0.0113801264239238,0.009123462634093,0.016010554448107,0.064923181183541,0.040906361385667,0.0347872134093404,0.045798251897482,0.0215208535012081,0.014195569954099,0.0657504014804177,0.00923714725506922,0.0178862024390112,0.00682575507274583,0.00632550766084938,0.00674136315239695,0.0120254692361916,0.0112794295618178,0.016421933966873,0.0057433432804398,0.00664969129153623,0.00601389806100837,0.00618881573851287,0.00747164619982177,0.00822028772953818,0.00661686423052595,0.00839623825268133,0.00708266701453424,0.0171181524187173,0.00636149852901511,0.00884875681477313,0.00575217144765305,0.0131140794321403,0.0066154693396087,0.0288050036820494,0.0631002879892794,0.0416799429159211,0.00878397618535794,0.00646398617297078,0.0430868616641863,0.0053456372789708,0.0181113153840337,0.00643633756290462,0.0065261533924486,0.017990818680772,0.00656745688470463,0.0138937235562615,0.0175658874823196,0.014606999923907,0.00817744031462378,0.00670060032229683,0.00788872981697742,0.0118957533504701,0.00576279913044498,0.00979836649053226,0.00571590735892532
"2018-06-12",0.0097182580920185,0.0110655441135201,0.00704680176426005,0.0125463129499667,0.020197285213059,0.0211018443306026,0.0109752154128074,0.0146097230477842,0.00907715875200319,0.0120096628529352,0.0103014592927971,0.0157682504042716,0.0644480562346179,0.0444525867249769,0.0288036991682533,0.0471191908997586,0.0200451818855289,0.0131645593588331,0.0655629878886758,0.00858415953118077,0.0182412920005555,0.00666873662997171,0.00675362091104035,0.00684060722740031,0.0107109068344006,0.0105449742135795,0.0170699244532139,0.00602433085899902,0.006862445848169,0.00646763894964568,0.0058806084060506,0.0074404815811834,0.00797723865369776,0.00664251731559978,0.00864887817084785,0.00696543412615738,0.0176401125359175,0.00615707444269064,0.00915071667725648,0.00594603039185179,0.0143879889392092,0.00664563523085131,0.0305072265730207,0.0624023940264347,0.0370684862778332,0.00932881125296164,0.00638619277220957,0.0389069810180113,0.00591938430809841,0.0203347327326079,0.00678839270163387,0.00602264922387057,0.0182589986969812,0.00686280715415461,0.0144740946583664,0.018737791640929,0.0131231345536684,0.00811423187773888,0.00741888526213091,0.00838739114006712,0.0133533443968196,0.00669977829151718,0.00925396888457439,0.00538519024022995
"2018-06-13",0.0109206896298878,0.0118890822004826,0.0073666753424075,0.0140734260355064,0.0210009043299832,0.0224025966958166,0.0109702645740153,0.0154764702053179,0.00810354607023037,0.0126388824079391,0.00998251804462025,0.0161040686556497,0.0600710216898239,0.0430996257852415,0.0287545525085753,0.0450745025493274,0.0188070044283709,0.0126905740718471,0.064684535614349,0.00922241477603273,0.0191885739732604,0.00706439820114066,0.00709461184036768,0.00703914039327597,0.0109093972367725,0.0112527654835628,0.017210191611276,0.00590845154953508,0.00707128420579575,0.00639863646285691,0.00594184027462033,0.00787689829787021,0.00778995966739761,0.00669778935887396,0.00857959490375955,0.00668964461365631,0.0174819222781519,0.0069768080705607,0.00937011436766324,0.00680743978953878,0.0145090169643336,0.00635009765444306,0.0288049209738699,0.0585071020543312,0.0364667771061145,0.00880413507817725,0.00669753860068999,0.0385492370028676,0.00655472181400863,0.0213779862490729,0.0073574159003062,0.0060115705842223,0.0187451338785398,0.00726668141529208,0.0150935806279974,0.0184691763775186,0.0130728785372372,0.00866115714006059,0.00737958926992148,0.00882399252554317,0.0137675242993836,0.00665304923516817,0.00974106943781652,0.00565282907772316
"2018-06-14",0.0108560019928498,0.0125149808014004,0.00774703229089562,0.0138800986080956,0.0221203551933315,0.0234603999763166,0.0102664840767521,0.0151283587361693,0.00744535146596004,0.0125384465527402,0.00991898001999672,0.016232767614933,0.0613906832886616,0.0431353625241449,0.0277558540845452,0.0463292950571206,0.0190291786447376,0.013000848503143,0.0639464429908286,0.00961876702097757,0.0180479098178983,0.00807909661650589,0.00714677946658408,0.00673665987288805,0.0105020259964316,0.0104309903336335,0.0173616639069043,0.00602209014193625,0.00729242783526277,0.00663108335093751,0.00621250117961603,0.00751432481724237,0.00799587451784664,0.00656867879311204,0.00843364615096201,0.00717201701954351,0.0168643799223736,0.00716463552570471,0.01005201858718,0.00650903098021082,0.0139792475682901,0.00689431898884379,0.0297823722900829,0.055964571514702,0.0382648138367237,0.0096351968809415,0.00674019843233132,0.036840673042996,0.00657166304034099,0.0224627326341436,0.00756307111602639,0.00647244414568417,0.017001225859932,0.00752140900226379,0.0149020465532807,0.0169657668170124,0.0134755014690519,0.00841831610235537,0.00711097908710341,0.00817786511713608,0.0133050452378086,0.00723044872447605,0.0101147617061067,0.00555180655599229
"2018-06-15",0.0110452917488261,0.0120322991427419,0.00674087614187079,0.013581485734102,0.0209186401331441,0.0231032666763909,0.0108147675295138,0.0150918285916033,0.00772793041352978,0.0122465822331008,0.00996076183291024,0.016495969410355,0.0615851855754641,0.0458124984540513,0.0286363394008349,0.0478747272269692,0.0200245490357358,0.0129796538376235,0.0632198402329561,0.00906782279962276,0.0187089548567878,0.00816424192759417,0.00751692638242625,0.00689806042817383,0.00983998695285953,0.00992610801635735,0.0166596079254585,0.00617615820320828,0.00693284242372782,0.0065534295203277,0.00573798514242493,0.0076973139935493,0.00784495713324278,0.00633619523719963,0.00818256532969057,0.00647473123315168,0.0169486014012086,0.00619649250459762,0.0095973903501172,0.00651833964516792,0.0139867013090445,0.00703143931830743,0.0336814757357738,0.0561645533107733,0.0384738297406266,0.0091245777140659,0.00592883283606599,0.0393068162659001,0.00624400096303364,0.0212899040370655,0.00667328296799392,0.00618378278097414,0.017854451514033,0.00723257616088667,0.0143707443915798,0.0184174163756312,0.0128532413940533,0.00751763265809949,0.0067352350941923,0.00821496947409549,0.0129428857265725,0.00701720578317594,0.00926317478022418,0.00562006490921315
"2018-06-18",0.0115031802990159,0.0128332193116856,0.00649861547920626,0.0140464825109602,0.0216923489170158,0.0238324566414192,0.0107356145271392,0.0150416070749975,0.00808696126905378,0.0124882063732883,0.0101330196112573,0.0161513013605711,0.0600524691393304,0.0456091954360134,0.0261395806628301,0.0458575514060747,0.0153325439092632,0.0121033742260577,0.0618730067384585,0.010072971070596,0.0195480229004493,0.00768055055217038,0.00848593765133819,0.00704786142110383,0.00954644433472155,0.00955056254364374,0.0165590758400075,0.00617272880874636,0.00717222875906418,0.00664463027656522,0.00615036634466886,0.00727317209483181,0.00906469659410115,0.0066263210554395,0.00865812903373035,0.00694141255486282,0.0174718378641412,0.00658369759097021,0.00950869601978858,0.00658308126861039,0.0162560959431192,0.00693562401392003,0.0341330995388624,0.0587110388106306,0.0335696791637141,0.00963292922077518,0.0068452531447859,0.0349911862225438,0.00640945630220096,0.0219301709970454,0.0069450761507744,0.00626871685363351,0.0180070360419976,0.00753258700522589,0.0147311551756715,0.018691477509765,0.014058772997265,0.00786181407575885,0.00686181197619176,0.00835303752875578,0.0145702221246043,0.00725118011287951,0.0100724077284172,0.00602701188827272
"2018-06-19",0.0112924884459254,0.012241156966652,0.00639296442698804,0.0155868496289739,0.0202342145892305,0.0229762502377782,0.0121654105060906,0.0162757723802364,0.00870254926917553,0.0139106739546692,0.00952598718372435,0.0185432270664527,0.0610232891621409,0.0447576237899725,0.0263663050983751,0.0472039833910031,0.0153824093319174,0.0114642721205297,0.0609465629941942,0.00948464672277631,0.0198151455887244,0.00754622346619984,0.00808238796789011,0.00698869024749999,0.0102089421908831,0.0100348410286706,0.015953301895212,0.00644134224730991,0.00684926160302,0.00641399447114412,0.00670313002804493,0.00724830809458394,0.00902516714432218,0.00627282266305051,0.00842377609770131,0.0064192631503172,0.0159418379736656,0.00778812487007457,0.00852013724066161,0.00661093254953038,0.0152144479072396,0.00726091457346957,0.0350370496542113,0.0555213903923134,0.0340245155631337,0.00934766568113474,0.00684569969665101,0.0359621460808953,0.0060807561117314,0.0213162595182091,0.006422794691127,0.00672874843195186,0.0196872150387745,0.0075827169018576,0.0136087163665451,0.01977107680265,0.0128905031463033,0.00773657389893717,0.00739574179656581,0.00808886470880535,0.0139006574508298,0.00771513168985885,0.00994826408128185,0.00614788203021065
"2018-06-20",0.0107218989263747,0.012322324441939,0.00669177605065096,0.0147678346640372,0.0202448453862097,0.0227292962641318,0.0120381062469381,0.0169853510497978,0.0081656187036493,0.012662619059368,0.0106041440440079,0.0180301704840363,0.0647038850951509,0.049177263826038,0.0270441046436665,0.0480701416326846,0.0146693515808714,0.0112029676656244,0.0663457561168852,0.0096749781781341,0.0193935700898436,0.00669661128767396,0.00738043304690568,0.00681523829354529,0.00972646819069269,0.00982777369330133,0.0155646567144105,0.00609286619877171,0.00664895327564297,0.00679609643817193,0.00619697162240591,0.00681710592370409,0.00798264295704656,0.00617392058014424,0.00824107511414355,0.00685794775909252,0.0160721867919807,0.00741158042482778,0.00916099892743342,0.00673244259029949,0.0126814255399966,0.00757856184237012,0.0373335934639798,0.0577647514639358,0.0297443610092817,0.00810899712072364,0.00678869048867158,0.0401470079675679,0.00526261232369703,0.0217340977458968,0.00629542452144649,0.00635465193141228,0.0187554623296522,0.00766697821621945,0.0136192736505019,0.019558693011854,0.0119129852706307,0.00711153592734112,0.00589019004460545,0.00789600609769294,0.0119366529112599,0.00752519591056753,0.0089489465259123,0.00594193070454919
"2018-06-21",0.0101850063363206,0.0112419326183489,0.00661416928753611,0.016220825573658,0.0201942216304004,0.0231859143477653,0.0117975084618881,0.018627983858282,0.00823094816608914,0.0141051720697355,0.0113166538165357,0.019386154456925,0.0664782411853879,0.0489213160496937,0.0289396291870844,0.0491119518420731,0.0163980030964257,0.0110455026046845,0.0660316843339959,0.00912196010912251,0.0190364611585118,0.00661312333834285,0.00697637492883241,0.00655632229516303,0.00928452341608845,0.00899167024710388,0.0140672420973704,0.00618361309767301,0.00613566027011872,0.00610617543115343,0.00536564043007137,0.00638518875051319,0.00793731684754118,0.00563867668569999,0.00808748418550481,0.00660246740855395,0.0145050440465943,0.00691715444035204,0.00852332235648032,0.00773927933788388,0.0122614542328854,0.00700971424364577,0.0358296993923209,0.0604719126799654,0.0322228392705921,0.00805377297976023,0.00719010801059479,0.0421078704580944,0.00508196532956616,0.0218550604565126,0.00642317992789956,0.00626347718273135,0.0187605761900834,0.00752901175997651,0.0124710348282556,0.0190062419505061,0.00975741026186827,0.00695381288217668,0.00597007173441359,0.00713360854614161,0.0118784266291911,0.00720039112113295,0.00857032072881973,0.00519051940136034
