"","EWP","^IBEX","AMS.MC","TEF.MC","ELE.MC","SGRE.MC","REE.MC","ITX.MC","BBVA.MC","TRE.MC","MAP.MC","CABK.MC","IBE.MC","FER.MC","BKT.MC","MEL.MC","ENG.MC","GRF.MC","ACX.MC","MRL.MC","MTS.MC","AENA.MC","SAN.MC","ANA.MC","COL.MC","VIS.MC","CLNX.MC","ACS.MC","DIA.MC","SAB.MC","IAG.MC"
"2017-11-29",0.0216276085496614,0.0198705767562897,0.020325216333764,0.0352379425679387,0.0285631217364719,0.0348321548508752,0.0557925772806999,0.0368094382239708,0.0520031486814514,0.0168769099281699,0.0288195322695812,0.0357869470568753,0.0435291000480338,0.039966134241602,0.0298663414517336,0.0279952144372953,0.0471625692217541,0.0261129268855314,0.0283799941568494,0.0398378704361466,0.0191428301315844,0.0377093908689451,0.0468668221549546,0.0214031830914521,0.0362706819943196,0.0289095497305042,0.0210807575023928,0.0270732168605811,0.023095881135638,0.0446474890122806,0.0244048724026518
"2017-11-30",0.0236589698267211,0.0201321191747294,0.0208745895781716,0.0347716938643024,0.0263248590251599,0.0331179363619638,0.0553823333865413,0.0352861828050317,0.053685916078175,0.015598222531669,0.027472503749266,0.0395516566112581,0.0457525182265995,0.0400560572528417,0.0326618266603987,0.032664633046317,0.0468784690238268,0.0268544402816872,0.0299260590932207,0.0384019091473085,0.0183743602930775,0.0358552469822044,0.0501568787221455,0.0204109115054584,0.0315760211724047,0.0273304448654899,0.0213510243632688,0.0270588461201917,0.0194563387222138,0.0445730033805506,0.0248040281478052
"2017-12-01",0.020253258443647,0.0199713198166054,0.0249686468747605,0.0298029367338891,0.0274862822685304,0.0323219139219795,0.0481584655727064,0.0310768871653145,0.0654583022829762,0.0160828924136135,0.0279830525537001,0.0418646325503332,0.0429283634836951,0.0400136604016443,0.0349545885161287,0.033422283872984,0.0438887998957164,0.0287208513430284,0.0275507417202645,0.0346114055493775,0.0188867766978037,0.0384420288499008,0.054761611840155,0.0184840166610678,0.0294961459457826,0.0258530488191068,0.0223686008814637,0.0289191605856121,0.0188959636388807,0.046013754608555,0.0263596060907769
"2017-12-04",0.0198048848712848,0.019064697157494,0.025696721430939,0.0310452107273468,0.0282177403093459,0.0351768334347572,0.0481946341322047,0.0295633903267448,0.0639261954544913,0.0153122397002401,0.0305446570672224,0.0405704287894944,0.0483714563205412,0.0402806988081943,0.0352596520739225,0.0342515854996452,0.0432246678427445,0.0277048769669571,0.0277749068198335,0.0362321717903271,0.0169017016856173,0.0358810530717119,0.0532143856077127,0.0190594045289723,0.0280110162564953,0.0233839133945725,0.0236956028101942,0.0272208663919716,0.0189821094729203,0.0461153901003137,0.0273169071557873
"2017-12-05",0.0192150541850837,0.0208781066755462,0.0237406354369753,0.0267623040884279,0.0247553729072129,0.0351504348445523,0.0439484797216014,0.0286169859900961,0.0613946274925911,0.0164663074067221,0.0376895313972469,0.0438134049422881,0.0450079540278923,0.0399319106848264,0.034495755449945,0.0311666854650386,0.0410184668669993,0.0257642078448684,0.0293896157837111,0.0333269162013802,0.0184361526370087,0.0466294925938624,0.0509861098009542,0.0209203725369571,0.0283837414971163,0.02808320444093,0.022498251387539,0.0276389600462355,0.0211354630810614,0.045657560401826,0.0270979341635039
"2017-12-06",0.0199073755441054,0.020777029983359,0.0231052980330491,0.0296250752526063,0.0262451073408233,0.0334880522527412,0.0409205583803154,0.0289692688760741,0.0638947486168416,0.0165429754042536,0.0350233930374583,0.0435559877206508,0.0443901631218284,0.0370700932553481,0.037248637863577,0.0307087333417847,0.0397507116865564,0.02903190627199,0.0306486520714309,0.0317418665967403,0.0185435509636212,0.0411424040831133,0.0529822864817302,0.0205290830423581,0.0281154949088908,0.0275305647334297,0.0221947039608504,0.0281596192209872,0.0204953823650876,0.0503916087478238,0.0272696668405738
"2017-12-07",0.0197810842548914,0.0196649655128827,0.0231287785599383,0.0294284517834322,0.0279610324554846,0.0311692712282466,0.0422516533450265,0.028713216968872,0.0643297297168137,0.0155982231337732,0.0337987917347711,0.0474405715784499,0.0409234087098024,0.0370560954479674,0.0404965488121125,0.0304486060231559,0.0378674308237706,0.0273927812879159,0.0294188337074531,0.0311435200572588,0.0209055029307361,0.0375612420062734,0.058390677304372,0.0207136675405515,0.0272915897564256,0.026972720806181,0.0220759550847143,0.0265011199837437,0.0210942442770775,0.0536556476455459,0.02682463752236
"2017-12-08",0.0205789378815278,0.0193567452941617,0.0211083410372761,0.0292588126522514,0.0264660279892629,0.0290264204875796,0.0413824664550644,0.0294620566817601,0.0617794303488693,0.0158604833585853,0.0360131434043967,0.0428580413321333,0.0427436345511631,0.0340618116399098,0.0405573331236561,0.0305442799045943,0.0395140168971617,0.0254936795631918,0.0315077243614166,0.0324324592682104,0.0209151574565519,0.03809438227585,0.0619876908759316,0.0215806793223204,0.0276808269978914,0.0275371087603192,0.0232052655346563,0.028987344587758,0.0218349408996031,0.0520826397600297,0.0260881172969159
"2017-12-11",0.020755741442183,0.0192370323691599,0.0216857563574345,0.0300977644807696,0.0279070747354074,0.029259064402586,0.0382809518110844,0.0289949686139742,0.0635181460103126,0.0154546185633608,0.0350235762172249,0.0443553112612677,0.0429892288507705,0.038898254534745,0.0403512833241039,0.0336037275833195,0.0378173448757724,0.0228958149871065,0.0297020967789239,0.0340192118570465,0.0228922080101845,0.0345465722811754,0.0566322339674917,0.0204347592385069,0.0291946123562629,0.0284864080630004,0.0215786407805046,0.0288557296738624,0.0213879613791442,0.0526695796145144,0.0284743255787992
"2017-12-12",0.019563998146981,0.0185394650309535,0.0210265642564469,0.0311061353847455,0.0281158625472707,0.0290742365224507,0.0400250673193823,0.0264566635411692,0.0622612919188661,0.0157677221374009,0.0346571765289448,0.0475726250605289,0.0426714249332004,0.0380473688565698,0.0452143253741066,0.0297761795246045,0.0386701991665166,0.0233213584538673,0.0300211749371769,0.0349339274271365,0.0226775837264891,0.0346914036955296,0.0580774457505129,0.0211019562165198,0.0287383099025482,0.0283045021005131,0.0215955837573858,0.0318066169198411,0.0212633683158581,0.050041475099437,0.0248789874470463
"2017-12-13",0.0201615084196672,0.0185207901517073,0.0196535437077409,0.0333240358957119,0.0292019015170469,0.0282904556914176,0.0390817188781424,0.0280699771089243,0.0633667234881478,0.0162517722251761,0.0348893793044815,0.0473774722234062,0.046270425609436,0.0370648899608034,0.0432429746891684,0.028965187522909,0.0364508180983967,0.0232830459352831,0.0307488981832335,0.0334368535186549,0.0229074648502296,0.0352278061338261,0.0587143168626055,0.0196878080673128,0.0281588417352746,0.0245307326127864,0.0203711362464494,0.0370587216447589,0.0209558927856389,0.0506064695030709,0.0241284374285918
"2017-12-14",0.0198652549597015,0.0187397253103692,0.0193133861975172,0.032192958846567,0.0271873188427417,0.0291542051443591,0.0390346728313107,0.0242880037027041,0.0689370341602089,0.0158497220738504,0.0357473923179804,0.0508314691093351,0.0422940960724458,0.0361321703840343,0.0446415318515608,0.0293769291959392,0.0353032701209812,0.0230010558423903,0.0313480441413545,0.0318689956632126,0.021512087526473,0.0346039755700604,0.0585652666114642,0.0195774189181637,0.0265628681236665,0.0235868807218983,0.0199587649217618,0.0366510441058032,0.0202842049684039,0.0581119543771839,0.0254782973865569
"2017-12-15",0.0194294043222999,0.0182657510469988,0.0203736516518148,0.032515666415696,0.0283184453693643,0.0260406764670489,0.0372691886678484,0.0227478782327323,0.0698230220919027,0.0174302773179045,0.0348895863276459,0.0479670924214353,0.0456971943503358,0.0374362883705298,0.0405842712537907,0.0310952337940744,0.0321873032385801,0.0253620945285752,0.0313536959586424,0.0349716360353802,0.021396617366834,0.0338333420330298,0.0576306738556941,0.0214931574692285,0.0283016250921853,0.0221357987791345,0.0208271603125345,0.0369180247291935,0.0217905544581248,0.0566494629975798,0.0252652250438608
"2017-12-18",0.0195953615187804,0.0187290693025186,0.0206131285534287,0.0352326689217174,0.0315709337266692,0.0270404059349261,0.0354664865912567,0.0224140552385297,0.0714958650832393,0.0181160175867973,0.0335626868123464,0.048681546817385,0.0445947942111979,0.0351111617708908,0.0418933159877687,0.031094067152862,0.0316246272294921,0.0242005835150725,0.0319925957242681,0.0354921474364012,0.0207202537687052,0.0318717305367206,0.055911062074971,0.0206208471919798,0.0275863512276153,0.0224865699657032,0.0196595231274443,0.0381359245060936,0.0216103191039333,0.0578366828734816,0.0250392165078036
"2017-12-19",0.0189381507244835,0.0189922171680644,0.0213343122417251,0.0370782051536643,0.0303483239567551,0.0266278916749014,0.0320700358090214,0.0224242147752338,0.0749820012212296,0.0179525259269125,0.0331383197728289,0.0509472367404696,0.0408358440696847,0.0328668954024742,0.0415629027429247,0.0320266556763503,0.0308706664917059,0.0255854672503179,0.0329521112160615,0.0358276010300441,0.0196195824931592,0.032367315713252,0.0551406407810041,0.022146712818838,0.0279168310605093,0.0218186596430053,0.0192646951325602,0.0357969022948224,0.0229254208318043,0.057323850982969,0.028317809203223
"2017-12-20",0.0189345014132144,0.0184633537484149,0.0180828197671854,0.0530767735717764,0.0290217158587419,0.0245030807089843,0.0294342753540038,0.0193721914650896,0.0740118944471366,0.0171412458164151,0.0300846336545503,0.053121509652123,0.0376789222191919,0.0303056713006043,0.0428958939218641,0.0320791678804466,0.0278098515610336,0.0262486291961742,0.0373085627797383,0.032765060116779,0.021129760106121,0.0283516117880189,0.0553289975726471,0.0280409567904567,0.0241326605249233,0.0205380729624094,0.0216323256495894,0.0378221723970805,0.0238126276467361,0.0549880705545149,0.031882989574035
"2017-12-21",0.0186316704186895,0.0162946988944107,0.0198602896871453,0.0553967228301392,0.0251849100047539,0.0274097781865715,0.0309108848705905,0.021722363255021,0.0718711807645738,0.0181776434189206,0.0248910428684621,0.0512803282563758,0.0389221152055253,0.0323526406907836,0.0382238453660378,0.0325475212024705,0.0303501082347844,0.0274256959982548,0.0341595716607922,0.0322079396609683,0.0223017438755455,0.0291654807382022,0.0546864875759592,0.0314416236505483,0.0242158350869807,0.0213443128639342,0.023500413239678,0.0410886391670053,0.0216762554225611,0.0521728781227256,0.0305853787815894
"2017-12-22",0.0218151967440584,0.017893484556466,0.0214412715724885,0.0554771589314559,0.0255396107621334,0.0269928291466468,0.0282344844171134,0.0209600421070658,0.0695623290754464,0.018500093213574,0.0249605049839027,0.0525580914361481,0.0366500259484373,0.0347696453869519,0.0358344583025242,0.0339287768430018,0.0292035330952961,0.0249799399572441,0.0377298186534004,0.0280212109440069,0.0246526383277687,0.0292964069762268,0.0526753415316039,0.0300387896053074,0.023265514166861,0.024848311095724,0.0247962920072916,0.0409325504557105,0.022577070769793,0.0533232845278765,0.0285412944584747
"2017-12-26",0.0211016929764171,0.0177937616880897,0.0209591814482847,0.0513332923775662,0.0246615687428594,0.0237961155048474,0.0257126400471419,0.0248014850971439,0.0720525306031475,0.0203973982470185,0.0254332363080652,0.0520558920702348,0.0345798567053466,0.0323588883843468,0.0445190676895348,0.0355541322199227,0.0260067809261617,0.0253822917796117,0.0353727414425358,0.025738571216371,0.0299635985509215,0.0268855039643912,0.0618107070576691,0.0275563047358799,0.0216266349403567,0.023074635580098,0.0264987825518936,0.0399862144159761,0.0203176858162404,0.0518744796212513,0.0307943272906748
"2017-12-27",0.0182009993807741,0.0188598553286633,0.0206459881353733,0.0519110248039358,0.0253155104795435,0.0247477510178316,0.0233545734551545,0.025146873736629,0.0734756457679124,0.021470203572147,0.024514049651737,0.0536949217876601,0.0352681907537873,0.0341145244664002,0.046127614444647,0.0349373865338972,0.0253690237162183,0.0260446691171273,0.0352073885914206,0.0239442591181878,0.0278651529251949,0.0272360157793618,0.058938607802074,0.0289028333505537,0.0219778676388936,0.0225183318933899,0.0251583852979923,0.0378322987488317,0.0217033215283877,0.0524253458233567,0.0330913853529162
"2017-12-28",0.0174446555417783,0.0171323821935555,0.0202204427570188,0.0507592237505466,0.0261987820171052,0.0244959964137102,0.026423259857514,0.024700225924794,0.0694717144548805,0.0226574121911811,0.0241461246082722,0.0566158562231441,0.0348519491965441,0.0431896850744441,0.049437821851611,0.0332049038977569,0.0265977535225589,0.0248749225607121,0.0333065418042355,0.0228720091949476,0.0286171942974782,0.0285778437025297,0.0585275466238716,0.0274028295919123,0.0186823215338651,0.0226063977818433,0.0238317626142995,0.0374394867964018,0.0210055205394352,0.0554041861691791,0.0293032473128734
"2017-12-29",0.0188615768890584,0.0175660254108529,0.0216026504081628,0.0471937073108927,0.0278177274873221,0.0241698949125281,0.0250772081812759,0.0263171772843174,0.0643222747632165,0.0218062175742798,0.0222762758206898,0.0529093837811361,0.0361209018821931,0.0403246488553479,0.0475289410798541,0.0347361922375372,0.0281462667096126,0.0275448390443703,0.0359982829632778,0.0249755169187652,0.0292334698198172,0.0321772445017851,0.0548518294489059,0.028185192177628,0.021014061843853,0.0242624255745596,0.0240358701846416,0.036849047757994,0.0213618299872157,0.0535224992714323,0.0292108199174773
"2018-01-02",0.0180634169561125,0.0169170728144677,0.0260984646810696,0.0454737429231765,0.0253774472226651,0.0201755076569314,0.0264320384167629,0.0230097616098164,0.0699587803299275,0.0194599811686213,0.0230352381879934,0.0527534704106211,0.0387101919063371,0.042998253964531,0.0523892658849863,0.0284727763137261,0.0290136754924618,0.0305935511864872,0.0319851287525268,0.0256766687376059,0.0241160568372814,0.0306898510728432,0.0575531211084966,0.030013883810218,0.02147265712619,0.0245771547507376,0.0245820714888251,0.0418769609691891,0.0206763534881631,0.0533586693280528,0.0244887854031756
"2018-01-03",0.0167981416591092,0.0158134984292249,0.027873870176184,0.0487151697528768,0.0258493399386908,0.0191429261300052,0.0272456117905814,0.0244181953571767,0.0706700331781932,0.0200222888390784,0.0224709705734918,0.0521203826064128,0.0386063864099378,0.0456010800789559,0.0509781861435506,0.029469013400269,0.0313262192723456,0.0310812799910295,0.029179894902502,0.0236735524430814,0.0229548074714442,0.031315836048675,0.0575782623265608,0.0291599220453133,0.0182464740730821,0.0254463571755017,0.0237839195698154,0.0441502578458661,0.0204353520920882,0.052525312142585,0.0233474581363711
"2018-01-04",0.0148616533623597,0.016635336724603,0.0252640222743293,0.0449971661997222,0.0258455413153262,0.0194556364551731,0.0263561132837842,0.0264401794624626,0.0690425274102691,0.0211936553506007,0.0227192508729876,0.0526212640575184,0.0394352118172083,0.0438143106611931,0.0510456620347508,0.0300936113283878,0.0320255880339162,0.0310364279590329,0.0296901040699856,0.0227904716934466,0.0239042429977093,0.0323463145561186,0.056955265092142,0.0311654822520481,0.0187041438200684,0.025866552119157,0.024390218035344,0.0450580529295207,0.0206740828125343,0.0525933699744277,0.0229785410438725
"2018-01-05",0.0148724708139281,0.0164808078696303,0.0257770235795766,0.0452755918797102,0.0255450122655105,0.0201949075297833,0.0256180622247474,0.0252669419053976,0.0700056493821605,0.021847047490313,0.0288798131542054,0.0531526188664193,0.03633090327156,0.0421110859044103,0.0511635112746323,0.0294484438789196,0.0311784592832054,0.0313765765366018,0.0283041635581875,0.0244555796419842,0.0217445045785681,0.0352081101010584,0.0547236649355533,0.0329850987640966,0.0191571240196157,0.0257670395786613,0.0236178570611047,0.0425244344272871,0.0195676477399217,0.053897865029202,0.023521983454048
"2018-01-08",0.0153254122604856,0.0164586039914991,0.0256864234858331,0.0395803655630816,0.0240379108496515,0.0194436673943293,0.0271888269812898,0.0260620980029502,0.0705927967111441,0.0206889145110214,0.0292162154879715,0.0558811441653339,0.0364356082545439,0.0385886940736828,0.0556120965980701,0.027083737617176,0.0329478749881341,0.0286079073085219,0.0252637981523111,0.0263984741495407,0.020711708341398,0.033697669072438,0.0562260687452315,0.0283817601033682,0.0213286022999194,0.025643171207065,0.0228017360487513,0.0420890387165725,0.0186089736610552,0.0652775212327588,0.0241331800248703
"2018-01-09",0.0152166563359711,0.0165533572047925,0.0283516249821153,0.0369203807581948,0.0267228523004271,0.0188460300275175,0.0260575345475446,0.0264796297994045,0.0655711485502918,0.0234016895146631,0.0282736405334356,0.0606357811841793,0.0357374541568799,0.0375808803095672,0.0517341910807102,0.0274494928870529,0.0333948532331666,0.0303123579284386,0.0276976667839574,0.0292651571566779,0.0207013096061586,0.0335663834800115,0.0526965133920536,0.0275681977043457,0.0238536205073214,0.025924349509679,0.0240722506719099,0.0420358349390725,0.0185493268266548,0.0627684992037638,0.0220613348840411
"2018-01-10",0.0156844361518896,0.0170670219767666,0.0297074351870465,0.0348978751944889,0.0250907483362545,0.0185881029590763,0.0260958318935716,0.0283812714185838,0.0599850797740055,0.02324070245875,0.0294167765815879,0.0633095738760987,0.0355738116276157,0.0387521857582583,0.0534385665845437,0.0267035488720683,0.0327337370118926,0.0329173240204371,0.0277538743893408,0.0296464507498859,0.0209467461013699,0.0332808300116469,0.0501942543355714,0.0283865242816122,0.0251671872097452,0.0248762123481569,0.0237503670871301,0.0427042069727227,0.0178989647501852,0.0623140744025609,0.0214962776771362
"2018-01-11",0.017027043580594,0.0175254668373846,0.0303980803678087,0.0348502558384824,0.0245682570836752,0.018992658402442,0.0273055997804394,0.0290346774949695,0.0589502130568243,0.0249185337844455,0.0296071238209794,0.0622047839838827,0.0376858733754745,0.0358656376036598,0.0507607576579471,0.0262535485273841,0.0319615236085975,0.0321771323923034,0.0286746306060454,0.0302318383473083,0.0210763189179999,0.0350466150819809,0.0508351417730672,0.0252374003861889,0.0257427032443616,0.0244777074476016,0.023355446521906,0.0420682227519977,0.0185790003957347,0.0627782236425418,0.0218095836859721
"2018-01-12",0.0181455435941474,0.0167505211178347,0.0263643681173433,0.0335328566061955,0.0256496318914942,0.0192679251316634,0.0303362534011137,0.0262112865935139,0.0574758092609513,0.0223479310262635,0.029155596637824,0.0600416022089813,0.0424753994941337,0.0351151843879103,0.0524553575035809,0.0256651783045176,0.0354738242719798,0.0310767188961391,0.0272450360922394,0.0301145160485388,0.0229102520035769,0.0337393523959917,0.0518175708159703,0.0238780786367262,0.0255058854163965,0.0253039449777549,0.0261406553001684,0.0408617658080141,0.0196424158597255,0.0628012433749835,0.0224982948243262
"2018-01-16",0.0181516407789974,0.0180958758104255,0.0261958087592286,0.0337956504092606,0.0240364341205257,0.0197497922553118,0.030462617283139,0.0250681668465134,0.0542243814453793,0.0239403365287089,0.0309474336785174,0.0572203419389685,0.0428215982952615,0.0343139806293454,0.0579682121884194,0.0255721656699208,0.034831360263008,0.0322385167800833,0.0263776857157725,0.0283918790684222,0.0221510372331007,0.0351568771117115,0.0508297499881273,0.0280253374000756,0.0245797373907323,0.0249299085233954,0.024413654628896,0.0394182538855968,0.0197165767868389,0.0643671994757614,0.0220077891105549
"2018-01-17",0.0167091704375142,0.0174332262033508,0.0248556156666456,0.0337583362950885,0.0262077052645887,0.0153412850998963,0.030776629213211,0.0249400405302975,0.0573346443919097,0.0235101479523807,0.0290334009285174,0.0559487139617668,0.0412568672817087,0.0359744936303736,0.0598034760181292,0.0246485962493628,0.0343903663442176,0.0308646129792428,0.0248892222000305,0.0291877800989377,0.0209923400643333,0.0347286799012221,0.0541080627217199,0.0279123596084946,0.023854843236014,0.0255422923012843,0.025341828094315,0.0430937312984156,0.0187082508761802,0.0684981155879647,0.0203551655628862
"2018-01-18",0.0173177173961408,0.0179397292674078,0.0288153490792373,0.0355981264890174,0.0250855834679224,0.0163266479795966,0.0302641225810889,0.0254622215274648,0.05546636130384,0.0241079857121394,0.0316579765368365,0.0573511005949466,0.0406338186403019,0.032681598089594,0.0594061936935628,0.0250926331709718,0.0318661856889768,0.0317411421149732,0.0248810385737972,0.0288749491580259,0.0230132445219765,0.0331967007021754,0.0538300112348344,0.0287114491974818,0.022693381016179,0.0253751883017054,0.0250715145946477,0.0406605371002685,0.0201322910006893,0.0663256558127723,0.0204195454514277
"2018-01-19",0.0175256680388508,0.017214147700428,0.0285130269374299,0.0364039345782619,0.0268636522969225,0.0176579961250568,0.0292174241496517,0.0259948868858435,0.0559075573182503,0.0247468334914175,0.0325195555116272,0.0575780399130359,0.0416496570187707,0.0290656738292292,0.0624032576101165,0.0252610182602599,0.0314482650761157,0.0316065848002531,0.0249268983462486,0.0281750490126255,0.0223473721051616,0.0332587426461313,0.0552873167808916,0.0279502819719675,0.0235173533457721,0.0254189394214677,0.0249818562114035,0.0357335171689258,0.0182317128065426,0.0675581708684894,0.0210356097728516
"2018-01-22",0.016550864593992,0.0166377070713436,0.0300511931000314,0.0337369966623049,0.0275012485972374,0.0181788495411827,0.0287211458172279,0.0246243682288283,0.0544227100422869,0.0246674924193594,0.0299421091638803,0.0612209252916758,0.0419515677457465,0.029223960952985,0.0624735583534205,0.0243918970153864,0.0335672900197674,0.0332535925711541,0.0239888678895859,0.0294583826889717,0.0223269761183482,0.0317768104182542,0.0531650577455686,0.0286566611488942,0.024988396141551,0.0304998797043462,0.0263089455989305,0.0332699526815355,0.0186002043256409,0.0659539648675463,0.0198884234830164
"2018-01-23",0.0159757906776301,0.0165893903541372,0.0294507289845812,0.0349006590544026,0.027774516571852,0.0168039072495316,0.0276713809738121,0.0245786275258048,0.0554984161883671,0.0229421526447355,0.029709613877859,0.0619343787557662,0.0381291633536086,0.0301128229441137,0.0627105040675476,0.0244988517396244,0.0309536096705423,0.0331624331561536,0.0244027593206598,0.0291557308085866,0.0223390979892767,0.0308375421023891,0.0565432499711054,0.0291825304955345,0.0228923854543251,0.0327395183931141,0.0263307174980437,0.0341654992711716,0.0188167860321154,0.0688699377400038,0.0203272971336044
