"","URTH","IVV","SPY","EWZ","INDA","FXI","EWT","EWY","MCHI","EWG","EWC","EWH","EWU","EWA","EWW","EWP","EWL","HEWJ","EWQ","INDY","EWS","EWM","EWI","THD","ERUS","EIDO","ECH","EZA","HEWG","SCJ","KSA","EPOL","SMIN","TUR","EWD","EPU","EPHE","EWO","ENZL","EWN","EIS","JPXN","EIRL","EWK","EWGS","EWUS","QAT","EWZS","EDEN","UAE","EFNL","ENOR","AGT","ICOL","HEWU","ECNS","JPMV","HEWP","CNYA","HEWC","HEWL","DEWJ","HJPX","HEWI","HEWY","HAUD","HEWW"
"2018-06-15",0.0396461085507292,0.0327838033094768,0.0343482188591357,0.0151823166882491,0.0160085505241109,0.020311686575639,0.0231717671692648,0.0141787067711733,0.0228307819574709,0.0276737853486568,0.0132558929282832,0.0137190361979834,0.0276841710550432,0.0157080635133473,0.0121983451654506,0.0170228163053955,0.0251267333824646,0.0130847613582049,0.018992941411608,0.0171789362722405,0.010517500256232,0.0114221304122708,0.0140413528891272,0.0115948145107363,0.0152151207557118,0.00884814150887404,0.0155733167478812,0.0192585089791481,0.0180062766956081,0.0133322383117208,0.00789877076411799,0.0201003407749614,0.0100371905585359,0.016021164605008,0.016418104680381,0.0190136717856361,0.0126881263284692,0.0117271582783978,0.0099335835945787,0.020420228165516,0.0110838888820747,0.0106050892758502,0.010135541171268,0.0190055197980312,0.0200324444745278,0.0108308672727974,0.00868467753588835,0.0137469321513996,0.0129284498872155,0.00775512727288677,0.0153880776377659,0.0188099556159526,0.00941513693211231,0.00812764288703902,0.0168596460202067,0.0103555274097992,0.010654031116361,0.0130512172692434,0.011362855311415,0.00834944721880286,0.00553235078387165,0.00613394086157251,0.00841241188691183,0.0102297826393129,0.0072338381262507,0.00599699388394969,0.00710344273065269
"2018-06-18",0.039580009323582,0.0321802715758156,0.034101199881681,0.014501401178444,0.0157103146447221,0.0208418076712347,0.0247475117439067,0.0145360628902108,0.0218208019642188,0.0276131741644113,0.0120067616294878,0.0145701088339659,0.0276696604802222,0.01132911631753,0.0105181899148752,0.0164987122639715,0.0240954992239333,0.0148333727222908,0.0181940793011877,0.0161328673323604,0.0103790341002711,0.010886315433814,0.0138039774407817,0.012983655524033,0.0144931813577904,0.00850578057327481,0.0151392244100793,0.018989891363821,0.0208650685899785,0.0147718989836734,0.0078901360989583,0.0200236337244435,0.00985920118065975,0.0148932428760729,0.017761008896355,0.0174509123966779,0.0159660246300403,0.0113020694903256,0.00954346506822534,0.0200430638568126,0.0110169003711041,0.0113533424851462,0.0120591172463432,0.0199507455580025,0.0177409622524501,0.0117192342906756,0.00875806333801555,0.013819292341879,0.0129269743069575,0.00768159519766505,0.0170628862498488,0.0172563294572742,0.0090059528013262,0.00797964096691214,0.017718415831278,0.011026793450133,0.0109288507108833,0.0127100234279463,0.0127088271190975,0.00801790460579047,0.00595020864163352,0.00649576121589783,0.0074987099760381,0.00966932531885177,0.00794883888568088,0.00719454335736237,0.00676905154166677
"2018-06-19",0.0347146842547848,0.0276700264477532,0.0280360080461451,0.0118713712845894,0.0145408717004326,0.0249112414092526,0.0213084410639353,0.0160536217518781,0.0246263666291015,0.0277413103759443,0.0125899689034715,0.0174128334426994,0.0275490708065565,0.0129276775920322,0.0107573664243286,0.0155806209756557,0.0221951899915847,0.0176318478649524,0.0209388869966016,0.0155675850366595,0.0127012384424841,0.011827089133797,0.0149524074952303,0.0155423547228613,0.0127893134893689,0.0078870021853079,0.0154367555989079,0.0197961469138749,0.017028324116727,0.0150065950221314,0.0077376162197043,0.0185721671006283,0.0103418061381588,0.0106821529995929,0.01797529099605,0.0196823368479223,0.0135681111959086,0.0122827592868162,0.00982058831744509,0.0212085138757034,0.0109501435488286,0.0121600224500461,0.0155808644621712,0.0233934106980941,0.0185337125689705,0.0136985217043186,0.00938538173066797,0.011763807333524,0.0156216241441701,0.00771839059454309,0.0189051030832164,0.0155905094265839,0.00810621648052121,0.00713752054010511,0.0157726392126792,0.0134022953670188,0.0110936836308351,0.0103719993691376,0.0176008098840443,0.00714261642468285,0.00496363248465445,0.00518898927961172,0.00726148856811744,0.00947496387513675,0.00623154716182753,0.00683763688797852,0.00664890799153528
"2018-06-20",0.0324563292697753,0.0265554716267496,0.0265289584477585,0.012105894757158,0.0147457853496141,0.0254641599041639,0.020932850213143,0.0163928681039005,0.0249835966187158,0.0279003929355306,0.0126176323278453,0.0163587349231372,0.0268947995368032,0.013007334280844,0.010214989456558,0.0162026319575745,0.0223414258440697,0.0172518540982878,0.0205929273104906,0.0161042401595598,0.0123260254670512,0.0113217366226324,0.0143119336259572,0.0168148317780926,0.0142113281351974,0.00807709928944937,0.0179902183203996,0.0213706276176428,0.0183642588245639,0.0145086360369763,0.00778162550040217,0.0178132167570409,0.00979108188789826,0.011390392056066,0.0168789052238942,0.0203389847914184,0.0119880025798724,0.012713144183127,0.00934243648108871,0.022735577510176,0.00976653994585892,0.0135161283267256,0.0155574845797508,0.0233728313750633,0.01785294803447,0.0125885037114704,0.00984409776366945,0.0122031470393427,0.0171842932039123,0.00792186373595012,0.0173115274102092,0.0141769395111721,0.00804632239491132,0.00729408843882647,0.0153752834437237,0.0135418814495896,0.0116408123500914,0.0101255408653711,0.017718325564494,0.00739659297606131,0.00655047104521727,0.00624962716752086,0.00560005296351818,0.00871037120830629,0.00748691722020946,0.00648328727158154,0.00676118119235653
"2018-06-21",0.0354417468598919,0.0279386976553561,0.0281854025646225,0.0126859000924366,0.0138025296037593,0.0249564847740204,0.020899539327319,0.0177863266943661,0.023740829976466,0.0278424751458575,0.0128416649039624,0.0165263496300689,0.0266037991116612,0.0125544253888518,0.0105069217179894,0.0168804577622415,0.0227242643613945,0.0207621497753901,0.0185966948896738,0.0148609183205544,0.0137527244126003,0.0108277595433623,0.0152965452761469,0.0166600864781094,0.0130519502147128,0.00769071967458651,0.0181762578567895,0.0183070547381557,0.0192227802782435,0.0141023271685068,0.00673517540104171,0.0166964828236735,0.00964309353379388,0.0100331083180443,0.0190213382907175,0.0192603876716161,0.0123831240578448,0.0124975659194307,0.00940477768128401,0.0230177060116539,0.0119578788333298,0.0132068642814955,0.0153595687125186,0.0209766663464095,0.0177377505421626,0.0132134424949318,0.00969278195856678,0.0119464156667504,0.0149385590756153,0.00777224103983036,0.0165958566933361,0.0135060895554292,0.00775947400264557,0.00746984622916583,0.0151106071629963,0.0138521103267222,0.0111509986778845,0.0111213076570888,0.0190523335953873,0.0070680502560826,0.00518605553186667,0.00557506285285482,0.0080950469604339,0.0097632036406251,0.00716132403853866,0.00588768413042621,0.00692423583070846
"2018-06-22",0.031349122236944,0.02242539600696,0.0229076757578088,0.0123261908048553,0.0133239254742,0.0247572641009901,0.0228401142697304,0.0182948126807739,0.0226659223084487,0.0296797007826249,0.0124939527456407,0.0172259917753719,0.0265787368082763,0.0143131800521289,0.0102497380713984,0.0177538028374442,0.0237694876864374,0.0196116927164247,0.0210146094388143,0.0142090977249314,0.0136973293580159,0.0101818664353681,0.0145395010344044,0.0169004581401094,0.0133885753624021,0.00916026786303117,0.0186104146496045,0.0175452182460594,0.0190271107966705,0.0139458661626763,0.00646604827025475,0.0168789386920355,0.00856067072266875,0.010636761046688,0.0220583425107305,0.0183784610976416,0.0110559193417363,0.0141687838290578,0.00847771914871525,0.0240715529083521,0.0119604510764893,0.0138022239112211,0.0152577917624574,0.0265811887484034,0.0172407741852535,0.0132986722144703,0.00961730100408344,0.0122609833052368,0.0152694150901131,0.00733737528230547,0.0166422685398665,0.0149497113829439,0.00746212570451272,0.00789626507113197,0.0143181873298897,0.0160758771018709,0.0111820522393381,0.0107593024337215,0.0192632374998386,0.00784405100877009,0.0052550581317279,0.00591958519429933,0.00594821249500841,0.00905683789667123,0.00669992064587131,0.00629782479611055,0.00626308605196701
"2018-06-25",0.0342634039951178,0.0225272523376764,0.0227474704727271,0.0113648842529044,0.0132559069296812,0.0269328998667894,0.0200792993565024,0.0136721659934944,0.0248135979262006,0.0348474477312624,0.0122673570824083,0.0166918216223444,0.0284520733241635,0.0133016891751205,0.00874642305740889,0.0176153796384667,0.024884661255865,0.0216052122837927,0.019402990449296,0.0131441669089051,0.0145404324884568,0.00890039713816577,0.0151533518591923,0.0149502166808063,0.0118260552996714,0.00743581892477859,0.0146282635018769,0.0172608722541067,0.0221915320187531,0.0136428208057962,0.00627717703124304,0.0147690687923861,0.00812558691709151,0.0100847577902993,0.0220281317535806,0.0194982834487295,0.0101128864296529,0.0126030117808283,0.00932605019290822,0.0237092177941881,0.0132737080509881,0.0136707864422632,0.0160605789580524,0.0232366537777776,0.020381744348524,0.00928454909929362,0.0105160827523634,0.0111586386793451,0.0159850388000694,0.00804235127881,0.0174876891672993,0.0147574842541476,0.00755204358961917,0.00710567136074041,0.0154068175051113,0.0170797069904825,0.0114456053538816,0.0110732994003625,0.0236409143051942,0.00672606850445402,0.00693226898036479,0.00615187351448691,0.00704599586079762,0.00921577169620412,0.0068975598934337,0.00578844391308053,0.00640261696021388
"2018-06-26",0.0359774737941222,0.023225361148381,0.0233608690643947,0.010803945872917,0.0126332726875341,0.0264181256478854,0.0203030399678366,0.0133323886038048,0.0265697679341831,0.0329936302822599,0.0115446313101188,0.0176471573929091,0.0265120689391701,0.0132684313225012,0.00820224922246988,0.0167245244633961,0.0242343950890167,0.0232165861702838,0.0188726859024328,0.0134247523872987,0.0156648368182039,0.00867424820475043,0.0137513343563213,0.0167574372557962,0.0111171932523901,0.00774848417715543,0.0153338925608117,0.0156458395743814,0.0220468292273649,0.0165965392596197,0.00698775113366304,0.0145151850670859,0.00911290241844421,0.00900225422263163,0.0264757386192009,0.0198796470114486,0.00983227715938455,0.0123591358562529,0.00872166353300483,0.0234759592891487,0.0128909805365276,0.0157087415727882,0.0164140325081868,0.0234595392579516,0.0210176280853008,0.00862670074504125,0.00944882887983426,0.0104488421259812,0.0136438186447642,0.00790909548320159,0.0169768275230838,0.0141551429578805,0.00807219159203677,0.00728143862377416,0.0151526213412939,0.0178108458089789,0.0126612190106496,0.0108113520399738,0.0214200574082278,0.00653203439735895,0.00528105705154112,0.00729975855926948,0.00670930148778883,0.00845486621894408,0.007635459533298,0.0051803108112813,0.00603280159506523
"2018-06-27",0.0371373631613611,0.023438091627771,0.0236976075694471,0.0110304372941403,0.0128635622236024,0.0277686551656529,0.0205313328465507,0.0125248116677803,0.0265347293229559,0.0324955013323383,0.0122303860517191,0.0194348096386485,0.0273907410675595,0.0135496802772397,0.00775668520698977,0.016444373055646,0.0253500711556808,0.024821516427867,0.0186470631047538,0.0131397245585908,0.017311345703046,0.00792684916980824,0.0128188272997589,0.0149990002369097,0.0109858258924798,0.00761125512647882,0.0145176711808857,0.0167316902971406,0.0194020075753457,0.0160422734031152,0.00636206625262318,0.0151205340904992,0.00911784623514371,0.00922907307081453,0.0248300941388633,0.0190264936332952,0.00700330694008989,0.0123836703525489,0.00884556175694771,0.0255173280522118,0.0134115271254821,0.0162661861106313,0.0166616044105681,0.0244630987834945,0.0199464596032528,0.00799961083673724,0.00880246039402371,0.0109260700776712,0.0163521111188378,0.00813847466229136,0.0177376763597704,0.01385060513842,0.00823685151339407,0.00711352036347469,0.0111657205554396,0.0182282360451913,0.0126950674453415,0.0105324063430459,0.0218266818740516,0.00586621169100338,0.00614722019470971,0.00611103154256801,0.00548115332235244,0.00908308678562045,0.00785971102809608,0.00566647974230962,0.00686087376791974
"2018-06-28",0.040482734142166,0.0255795315894755,0.027378264376135,0.00968916919808261,0.0131025596173471,0.0268494269779874,0.0201507477550881,0.0132764589433392,0.0270388804188543,0.0329824002966286,0.0117973797861338,0.0185296763228507,0.0285373937568367,0.0136315770239159,0.00784301439796761,0.0154351773700474,0.0235372444602327,0.0274051989209248,0.0202951231911793,0.0133934348343819,0.0167055930874965,0.00833204121070205,0.0127130680636225,0.0143733307677373,0.0103503923567824,0.00768608712865622,0.0123152485735775,0.0164309001677341,0.0173924140248072,0.0166984699210356,0.00611573857372828,0.0123361699327809,0.00942538193662047,0.00900656964128255,0.0233227511028442,0.0165607761212856,0.00659057984734296,0.0118610931056541,0.0086973979069622,0.024638108023384,0.0134231385208324,0.0155062462670593,0.0141330167460838,0.0234336377758497,0.0192475549141644,0.00755840027686815,0.00838684830362628,0.00964845795350758,0.0178140243228846,0.00872982665690888,0.0191612991600134,0.0141476261785008,0.00777227603952661,0.00701870036393707,0.0118197960387438,0.0227539244285972,0.0117073354705172,0.0104176483476242,0.0214227525184558,0.00517537261913387,0.00480786373746359,0.0108232391166143,0.00495568824555761,0.00848878439825527,0.00969796996682124,0.00657709094926992,0.00688397580957197
"2018-06-29",0.0387536499414041,0.0226221793709322,0.0232687936673288,0.00974583588824357,0.013199816060319,0.0280689060631148,0.0217313717450905,0.0141690921708227,0.0265179139818973,0.0324975643681338,0.0133722073337618,0.018083125365867,0.0297240691800809,0.0141463081718706,0.00801493432433789,0.0145309308514222,0.0247039457438912,0.0253785159626748,0.0210966282278017,0.0144267973955198,0.016454974873877,0.00859165019773759,0.0132831057302316,0.0134035329948201,0.0133872103178693,0.00766087085696946,0.0119610444179774,0.016951768803839,0.0169130457761449,0.0144751041142554,0.00555532420304239,0.0141554306462287,0.00985683217451758,0.00890667450595139,0.0243958958532547,0.0182340646055238,0.00696355459053304,0.0129727643432767,0.00957028621401862,0.0271888813642344,0.0102804787186667,0.0145954011711565,0.0138020750850869,0.0245761029798925,0.0207922946698344,0.00715362865853334,0.00919334920686817,0.00984901765607931,0.016669716609752,0.00879567224941007,0.0186252976901973,0.0129805301713522,0.00748229555210669,0.00686082316161335,0.00989485783580715,0.0267660876532331,0.0112376619354811,0.00999730613653708,0.0216559671850551,0.00578479637969305,0.00755090583968289,0.00648746974391035,0.00544684226587246,0.00892797295675152,0.00760346265752795,0.00523038058433961,0.0068250028467415
