"","^BANK","^BKX","^GSPTSE","^GDAXI","^FCHI","^N100","^SSMI","^STOXX","^SPEUP","^CXKCX","^FTSE","^STOXX50E","^GSPC","^DJI","^IXIC","^NYA","^RUT","^RUA","^RUI","^XAX","^BFX","^N225","^HSI","^STI","^AXJO","^AORD","^BSESN","^JKSE","^KLSE","^NZ50","^KS11","^TWII","^BVSP","^MXX","^IPSA","^MERV","^NSEI","^ATX","^OSEAX","^OMXSPI","^XAU","^XMI","^OEX","^MID","^NBI","^NWX","^PSE","^DJU","^AEX","^KFX","^XU100","^SMSI","BSE-500.BO","^IBEX","^DJT","^DJAT","000001.SS","^BUX","^OMX","MOEX.ME","SDJ600.MI"
"2018-08-14",0.0165876150162747,0.0160651715741154,0.00751163008194957,0.0110875207811156,0.0185475798732496,0.0211502584093669,0.0108907279853077,0.0131184319220951,0.00788088722729179,0.0105839240305073,0.00895107754969759,0.0123854402763437,0.0592554276947711,0.0465796414531272,0.0432434063722298,0.0458765379518207,0.0299403681162631,0.0311880964705763,0.0613298559286861,0.00968192524932272,0.0174127739197632,0.00651246476740663,0.00545600317989792,0.00713450951324129,0.00966702532576821,0.00959281456993297,0.0130228039582304,0.00521781304933598,0.00526871976025754,0.00697000715860309,0.00601692300209715,0.00639165698485233,0.00554406571019446,0.00667596820244062,0.0055132331381196,0.00549672218383771,0.0134343376174761,0.00710531344399734,0.00766922114061206,0.0123867407880055,0.00614323622259396,0.0386614159777069,0.0531980226493277,0.0357821231870075,0.0195071844357072,0.015307850248376,0.0414303081272368,0.00593536525221702,0.0171838019059805,0.00592943791351316,0.00558337117622074,0.018227170183437,0.0128114785609684,0.0184734705463375,0.0203093123605537,0.00665962025919509,0.00546116050405673,0.00670266633647362,0.0122545214912321,0.00636577811480593,0.0037280631688702
"2018-08-15",0.0155859540142123,0.0150232322122851,0.0077194417123239,0.0110444741133106,0.0192092244454976,0.0208337560248849,0.0108642837647978,0.0128688645114383,0.0082943150380462,0.0105803446560976,0.00923050519467333,0.0121583606371106,0.0601383829415681,0.0452399421080721,0.0429170188097146,0.04580043193373,0.0297021206395647,0.030692474069365,0.058762640931169,0.0102460513612335,0.017775289421321,0.0062942559210287,0.00543905731667386,0.00758069679417151,0.00991700165043661,0.00956250153840881,0.0137714745616083,0.00510626550031519,0.00545128798524176,0.00695271064427989,0.00613323458446454,0.00693375387523268,0.00596853634353353,0.00663284762973642,0.0055493244490253,0.0055303372133532,0.0138878891829314,0.00754431430539476,0.00795460345583029,0.0124197043902373,0.00639982186190477,0.0393457533423541,0.0520142935781749,0.0372519766721132,0.018913852282023,0.0148495059238197,0.0430985575335028,0.00602037916367243,0.0177688693678805,0.00622854442093898,0.00611881793825876,0.0181564737745392,0.0132441768699847,0.0182545552949407,0.0172102265501073,0.00686623232907809,0.00558136878979117,0.0068923039816303,0.0123730360215241,0.00624878673242352,0.00384556168901785
"2018-08-16",0.015251593264178,0.0151738738256414,0.00681460215072127,0.0107289538556951,0.019028084813135,0.0202143460125268,0.0102701079453118,0.0123677579547844,0.00842932706915765,0.0104700648969987,0.00917037656988849,0.0118306293319367,0.0605914808502125,0.0460791823188696,0.0428699434724677,0.0446441313858104,0.028786178831087,0.0308867508980552,0.0598812828575537,0.0102573459974004,0.0175795736375088,0.00648540109181636,0.00562214329519582,0.0081659101748875,0.00967077155128369,0.00945361910758208,0.0146160844141443,0.00533146280502036,0.00553901146034401,0.00708299874322722,0.00619617422110678,0.00707489884099026,0.00599876332481183,0.00705206856710935,0.00542124049388079,0.00552086239433316,0.014652090612911,0.00759019622707785,0.00784939428637451,0.0124520006905573,0.00626551614446185,0.0386773334661242,0.0545132770670359,0.0371902666374421,0.0193088148562996,0.0143655953329122,0.042592208804495,0.00605996937662969,0.0167266424829251,0.00625281587837942,0.00594480005971776,0.0179220939091135,0.0134069450983933,0.0183045190256569,0.0175002310775519,0.0069074778327539,0.00554401380972131,0.00690630056159011,0.0124819123646194,0.00619871745498467,0.00382986851759737
"2018-08-17",0.0141468257288076,0.0146055162776309,0.00667191617160103,0.0112659567009997,0.0186479042483922,0.0207112063606762,0.0104543793260559,0.0127290472750334,0.00857720143756534,0.0108727440955132,0.00905542583051976,0.0123581819026127,0.0582434495213992,0.0470412713832277,0.0422835685211492,0.0438139695335204,0.0287116530452773,0.0306144841246076,0.060419543820677,0.0110993690108805,0.0177512135342759,0.0064510187586088,0.00580726300308281,0.0074175177363949,0.00965473555802176,0.0095394293211411,0.0151634094636378,0.00534645162874659,0.00554233744644129,0.00715579447224712,0.00661508416553921,0.00692535478712781,0.00602906516416274,0.0074787141665245,0.0055776013085881,0.00565269465493566,0.0153693685470621,0.00773717586305962,0.00876625178387961,0.0130261221668331,0.0064128973648487,0.0378022937316008,0.0521796665632989,0.0361975309146112,0.0181205916567063,0.0147119486494619,0.0410200006604573,0.00586860153248762,0.0174035408402017,0.00639204464508181,0.00616791591068922,0.0187254536815779,0.0146547756635802,0.0188036778195265,0.0170717675211153,0.00717581551078373,0.00557781467096929,0.00706241476407502,0.0129360792048913,0.00630459581096653,0.00408035503661093
"2018-08-20",0.0141662824944719,0.0148375196956758,0.00657788158600848,0.0114591409903379,0.0189617303812819,0.0206679518002541,0.0105090272044762,0.0127359058922891,0.00859883904259315,0.0108666667641003,0.00909523951650155,0.0122075429062058,0.0597094789365871,0.0472584924669463,0.0412381295022388,0.0441185349671947,0.0280449366766737,0.0310858545957714,0.0612623587286757,0.011238514959905,0.017290685872401,0.00639260490242195,0.00577313269518212,0.00748132425981313,0.00925936303245062,0.00921867455249678,0.0151910458191165,0.00541197271443971,0.0055968605449738,0.0070030896202882,0.0067283873322254,0.00708413157892067,0.00607050883488174,0.0075885976262129,0.00554867034284992,0.0056292024686806,0.0154151656586324,0.00778333783460834,0.00859394175911945,0.0127950446460505,0.00637511872177504,0.038447805824696,0.0516796272634881,0.0365225364708027,0.0180044349665179,0.0146222955015698,0.0404226842844302,0.00591836394269858,0.017122199618129,0.00652145060006688,0.00616664037413463,0.0183465903041132,0.0147700513303292,0.0188489039003203,0.0166944082743362,0.00724237440532727,0.00572645545983397,0.0070184593310115,0.0127492229148835,0.00618376276117092,0.00412084254641076
"2018-08-21",0.0143071833219357,0.0145569915296967,0.00664894723241565,0.0111080700359889,0.0189988163849801,0.0210707174947748,0.0105423869812716,0.0128205032669884,0.00863963830343472,0.0107808421935614,0.0092551350264143,0.0119234954836501,0.0587975891978468,0.0468941512427893,0.0412086069456804,0.0428624701718149,0.0273731318157203,0.029936780429082,0.0595651660872303,0.0108691947300937,0.0178986434573422,0.00636934539785502,0.0058832330074609,0.00746432834327059,0.00952188021385299,0.00935841052424765,0.0157942442449142,0.00548506863131706,0.00571354798139466,0.0071023364370454,0.0068346701011217,0.00704818912634322,0.00601816992836248,0.00789137891956161,0.00573947604903992,0.00578819406154029,0.0157380696200447,0.00794241387132611,0.00864504496606523,0.012851179875358,0.00634947001537257,0.0384462773860651,0.0534257313605046,0.0357017441825517,0.0186014616135488,0.0140481752845118,0.0417077245537735,0.00603063525040486,0.017920972738905,0.00653848467415266,0.00618923342578652,0.0183156682693777,0.014680761321643,0.0186388777678665,0.0168600384597611,0.0073008318532804,0.00582782157162838,0.00703724863953086,0.0129018567942718,0.00629652847954263,0.0039328137246864
"2018-08-22",0.0135284813256611,0.0136408275803334,0.0067200806742715,0.0115975417996039,0.0205602216552471,0.0226651184251218,0.0103898490164867,0.012931307278812,0.00913766004162901,0.0111904566735062,0.00959230750471062,0.0122487541373164,0.0569744314423547,0.0449842477111573,0.0407609647763147,0.0441153767767192,0.0273119122085436,0.0301615125308663,0.0601999320440279,0.0111193598028668,0.019180186883778,0.00657616980959337,0.0057314751292253,0.00700309450107739,0.0102319034513468,0.010024471967781,0.0151634977663832,0.00553079993725131,0.00567835244851084,0.00731144980747084,0.00718374240085544,0.00705912546775279,0.00590206276473312,0.00792330745147153,0.00600847470739238,0.00585951798485093,0.0148929508048575,0.00811830065939415,0.0093393275292786,0.012902567966262,0.0063428067270764,0.0374244061255196,0.0517200169441874,0.0350193277588903,0.0172405316680576,0.0143751373017078,0.0409893466153501,0.00606885858306658,0.0186274224493859,0.00671990570239442,0.00642607217832569,0.0189030322129728,0.0142580258302012,0.0194850887409214,0.0154203839753113,0.00748722849868141,0.00586305170258212,0.00713727915550179,0.0125588468568653,0.0065728214027503,0.00390928672543407
"2018-08-23",0.0127562641380952,0.0126830805085227,0.00637743279819068,0.0118682344531511,0.0214950962750965,0.0233456560290217,0.010917033902864,0.0134303377496203,0.00954181931996147,0.0113926373162751,0.00974817706981877,0.0129659334859784,0.0576773319105538,0.0440764231931142,0.0411802211517248,0.0429590615485943,0.0258696478598771,0.029674056850721,0.0575343916993183,0.0113373383481958,0.0190611490701958,0.00657093209902599,0.0059121439364014,0.00705722471320813,0.0105087358528685,0.0103954633541262,0.0151076107900255,0.00573325034274415,0.00574169340434675,0.00753134557282582,0.00667127027454089,0.00716219870908575,0.00598010239280992,0.00755146855449992,0.00602348380951914,0.00594352158678341,0.0156486822339314,0.00814940337232503,0.0103041054352316,0.0143649713803829,0.006512954292391,0.0359843729426595,0.0496711682901909,0.0337110675498985,0.0178684520912996,0.0138759723307177,0.0390099820609678,0.00615952057659993,0.019298447215658,0.00714592247200639,0.00652676610796025,0.0200394630697403,0.0145583806812574,0.020343209947604,0.0148492994135898,0.00773163805273234,0.00616356927537771,0.00735764738449209,0.0142306276011232,0.0066364945443678,0.0040761116057921
"2018-08-24",0.0127646161189359,0.012866851941332,0.00627175672039051,0.0117150040916727,0.0222024776006986,0.0242308874406531,0.0110268816584538,0.0134236495881813,0.00951499060463177,0.0110532736620563,0.0100592564553321,0.0128229503287366,0.0546942876908763,0.0441295718888656,0.0410894020010114,0.0415940385407149,0.0260783613848817,0.0300511070798179,0.0571720287634555,0.0113647864187655,0.019452866150118,0.00663570800298535,0.00593870208653381,0.00695252827066062,0.0103163709054245,0.0104190120730756,0.0147906446262158,0.00569487232877162,0.00568039990947025,0.00765426470788758,0.00661824724757617,0.00714191304425791,0.00603305086150389,0.00782025354782585,0.00612073350449608,0.00595770203683209,0.0151904025090042,0.00842441360085908,0.01062938706289,0.0142931029392254,0.00656030543768851,0.0358729084981528,0.0500384351644201,0.0332004359615913,0.016920071266453,0.0136019852844872,0.0402865968937583,0.00641605667364215,0.0199432731908411,0.006935860433862,0.00640317479696117,0.020474900207346,0.0144268920181153,0.0204717143778793,0.0164495194439672,0.00774913476740141,0.0061063578954448,0.00736827130882137,0.0141098840847354,0.00658059156982286,0.00419287532953169
"2018-08-27",0.0126135169134754,0.0132387308882653,0.00628728095299118,0.0115455852170356,0.022267271316716,0.023609678705762,0.010996628526655,0.0141527200487819,0.00976924837090688,0.0108205586129347,0.0104850836855817,0.0133373597771684,0.0559604742810854,0.042957481883924,0.0408156016145801,0.0406811295669694,0.025251703781928,0.0296217277251838,0.0578281890048068,0.0114076529797365,0.0197910313401778,0.00676263149080638,0.00573775692830021,0.00683237868960132,0.0104312651839934,0.0102746622476229,0.0156621944381673,0.00576928090394672,0.00581035969162308,0.00731792220503644,0.00662068493500868,0.00727655206795568,0.00614283909374353,0.00797688736001675,0.00602768834703693,0.00593802337063632,0.0150435634862511,0.00874312675090647,0.0106723438366841,0.0145209374429357,0.00642499174460961,0.0350913026849398,0.0485458106044414,0.0337806523130638,0.0184120902493824,0.0133318225208693,0.0404140075655195,0.00643374108719076,0.0195975509902452,0.00696244148172391,0.00645901216030849,0.0202334670188654,0.0145261743526057,0.0202958969674177,0.0161687834490009,0.00789401613616664,0.00607100653198989,0.00738110792705416,0.0143287155426631,0.00659764513123686,0.00405000987576688
"2018-08-28",0.0121355963883376,0.0122442458691727,0.00635450551514041,0.0126240289476193,0.0215549046002199,0.0238131731323769,0.0110498614353817,0.013915643897341,0.0104633682636462,0.0118456180579839,0.0110772687645432,0.0132381302149712,0.0564611397510861,0.0421222813370242,0.0384462639244334,0.0433448040361333,0.0246502725618715,0.0296577376163417,0.0562514570235869,0.0103276901429461,0.0200898104152385,0.00684726860423442,0.00584346998626932,0.00650839109199811,0.0107003814850312,0.0107185599104547,0.0156763391724984,0.00580556883375009,0.00602661982063384,0.00783940017992025,0.00708088177597693,0.00767851539787022,0.00636314639733533,0.00799612732418035,0.00586903648195195,0.0062192760746006,0.0158809500387829,0.00919386927992399,0.0101150677552916,0.0148873411078088,0.00666241247612543,0.0344024836153561,0.048092588629068,0.0323660143814549,0.0169738800908262,0.0135137648234609,0.0413219681130053,0.00690646420300921,0.0188675853635725,0.00697708950983048,0.00678691011037092,0.0200774794152491,0.015035434811448,0.0202571269419155,0.0147811920153354,0.00816572600231887,0.00665884612367697,0.00759619033573791,0.0145547629750036,0.00694120038338773,0.00414286706593835
"2018-08-29",0.0118793215018393,0.0120786203841428,0.00611959576699221,0.0126620425217792,0.0216672347933384,0.0233280759892085,0.0108821036853915,0.0138430763529309,0.0105219219582712,0.0118698076353026,0.0113699400350303,0.0130929082123213,0.0545475044730322,0.0438242366537887,0.0390381281538258,0.0420887453426105,0.0239938865181543,0.0311118761340709,0.0570486815498297,0.00977923295296799,0.0206958789272821,0.00673849736621878,0.00593085424054239,0.00616077184322587,0.0105053566620974,0.0104621473395261,0.0153439473354034,0.00590946300980078,0.00613790062730291,0.00790284127277367,0.00741144592729711,0.00742105672890882,0.00626106118524964,0.0079455739316267,0.00591564873938207,0.00615138015518025,0.0154422135717885,0.00920202322121017,0.00973317047466599,0.0148258082005507,0.00677674209432542,0.0355702405408337,0.0483912547574321,0.0330948481710836,0.0176882049780919,0.0135603324468879,0.0406355401757267,0.00672925528893971,0.0196636537473333,0.00687917533772757,0.00665175410624568,0.0206081744084273,0.0150306370915534,0.0201684147651998,0.0138354640669111,0.00826271614117387,0.00649099162722929,0.007714127500736,0.0146801796384782,0.00666229490508126,0.00406201683572033
"2018-08-30",0.0111527393178453,0.0116946701824864,0.00604903109434239,0.0123582175544184,0.0235186501497169,0.0245416381183597,0.0112275722713612,0.0143317494591464,0.0101268631371059,0.0115429091324881,0.0111955196622858,0.01381015089947,0.0555222132580093,0.0411810704538343,0.039225691648885,0.0410360989727996,0.0229248897995429,0.0298564280920278,0.0565082192064927,0.00994444557515442,0.0210307534906791,0.00679522470713864,0.00570577178057361,0.00614320247805044,0.0106657037468167,0.0105589559605481,0.0155144867547263,0.00604514408485693,0.00627767789225445,0.00776986336492844,0.00737682088293709,0.00748284432277764,0.00650812931107522,0.0080322802070134,0.0059824052201177,0.00600664923882019,0.0154694833192643,0.00960015176624035,0.0102611641087274,0.0155384972445169,0.00686670271716955,0.0340921632508498,0.0487058746475218,0.0322709340858304,0.0168888338685333,0.0127168855458178,0.0417107758753753,0.00706566707314913,0.019924961352351,0.00718956382267949,0.00673282180473227,0.0207697399452311,0.0142110579489488,0.0215577503745729,0.0134972876358058,0.00853270500163658,0.00680410778548168,0.00793829174550024,0.0156408690163012,0.00634390919333836,0.00402511944133772
