"","EWZ","^BVSP","BBDC4.SA","RADL3.SA","ITSA4.SA","PETR3.SA","LAME4.SA","BRML3.SA","LREN3.SA","SBSP3.SA","EQTL3.SA","PETR4.SA","TIMP3.SA","BBDC3.SA","MULT3.SA","BBSE3.SA","PCAR4.SA","VIVT4.SA","UGPA3.SA","USIM5.SA","BRKM5.SA","BBAS3.SA","ENBR3.SA","CCRO3.SA","JBSS3.SA","ECOR3.SA","CMIG4.SA","OIBR4.SA"
"2018-07-10",0.0135355568805478,0.0634578601143778,0.0957133031047604,0.0176330162535411,0.0800790632608807,0.0259944550002786,0.0365446604295373,0.0470345443567306,0.0355749252396043,0.0220955279041039,0.0265115997156278,0.029974543016753,0.025932265983251,0.0872638170540987,0.0694523163983903,0.0280240123829086,0.0238488101537802,0.0229002018275329,0.0199379061913067,0.0208221164230256,0.0150277574288131,0.0414194393979891,0.0212746307907569,0.0261359290185426,0.0144919354787035,0.0349900294914602,0.033340615314942,0.0209891613877554
"2018-07-11",0.0119844806898478,0.0637483011993102,0.100350453250716,0.0164189502329068,0.0811539480000492,0.0239996579741223,0.0346758484408996,0.0559202287315559,0.0286163244807401,0.0221370111897877,0.0261920623019509,0.0292419780580232,0.0246100143325162,0.0888293194654664,0.0725624789303574,0.0253120002511026,0.0234808433261544,0.0238378553657898,0.0188452028917651,0.0222213010182156,0.0137827932669269,0.0433206291600931,0.0199157981902792,0.0247406845300906,0.0137342134861937,0.035959296775279,0.0340871402671797,0.0203211841926807
"2018-07-12",0.0125111434168156,0.0617824975983196,0.0945085161613983,0.0156283675935837,0.0847650728475133,0.0228861858374022,0.0362894425890337,0.0528969967682378,0.0357106281112593,0.0216595304906025,0.0266904550548874,0.0264967834108908,0.0267368828476185,0.0891946098293752,0.0708612198639565,0.0276290637331593,0.022332493522613,0.0231657005917854,0.0201473409738343,0.0198820829937322,0.0140604859109257,0.0417780319502679,0.0202501772560043,0.0255411990551391,0.0131590373540873,0.0369553350924892,0.0354491887051472,0.0210315304399208
"2018-07-13",0.0132211896472812,0.0626259372210006,0.0954045638990263,0.0156229473732644,0.0842766059163181,0.023671344638548,0.0344670010963527,0.0533786536023762,0.0336689897148504,0.0225203924242414,0.0254764367503677,0.027435762890941,0.0279653067744034,0.0880229255883036,0.0611714186514224,0.0270742410344261,0.020974716459727,0.0221063297649782,0.0213399906454801,0.0204870715846153,0.0135539701162553,0.0557194214564043,0.0187930174507357,0.024849250004314,0.0126839178534185,0.0341000698968058,0.0372520792931759,0.0221364482509662
"2018-07-16",0.011881987679084,0.0672947490248836,0.096729064104438,0.0154834847046452,0.0798318822656979,0.0236861155493524,0.0397391694106456,0.0569480205858574,0.0367433862361807,0.0193821592978587,0.0237310516995727,0.0265637225485896,0.0293206811539273,0.0799919381994358,0.0586528328395629,0.0302820302947687,0.0192071639047302,0.0222071189465173,0.0196063651125135,0.0210688086100632,0.0134861919915559,0.0554483259343858,0.0185094353176211,0.0275060546389414,0.0132306390440344,0.0363952943041703,0.0358488465170216,0.0212234800839449
"2018-07-17",0.0125356636749575,0.0625824874263995,0.094643798977593,0.016107371505452,0.0751106122295535,0.0223048280463535,0.0424902487128034,0.0587696946716303,0.034792005295428,0.0200785041867042,0.0245340811804849,0.0263066364177298,0.0273449835821364,0.0792561595677026,0.0636616487705541,0.0338453461798316,0.0205860221364893,0.0218225685095924,0.0220360452494846,0.0201702039092299,0.0137745213835832,0.0517391046624971,0.0205420921011576,0.0271723710284483,0.0127935146864094,0.0338563092452431,0.0400605971850958,0.021082579477455
"2018-07-18",0.0121947206978738,0.0632989907606849,0.0931029284585817,0.0156719267167798,0.0804982391064217,0.0228062393311739,0.043204654234361,0.0639700276236879,0.0340015527938102,0.0194247417795674,0.0195795218804839,0.0260885336302838,0.0273120632010514,0.0774815444749162,0.0640365107948118,0.0333126063284551,0.0214234036928472,0.0198250421560376,0.0209857266144703,0.0193155705851427,0.0132352806318325,0.0537789175407011,0.0199414974545855,0.0262006546952955,0.0131296012890093,0.0355234037749123,0.0388443114440376,0.0218117883081841
"2018-07-19",0.0122169222886316,0.066892187208306,0.099309218174485,0.0151939188714356,0.0797687914498205,0.0227742155991482,0.0438189683789005,0.0629541291247631,0.0339907155753119,0.0184145811647889,0.017652245245537,0.0263237590142505,0.0243209988093238,0.0833703522777784,0.0692305261610314,0.0332402740458909,0.0205738539387805,0.0180195405675412,0.0176416041718572,0.0188017669623787,0.0126200358583374,0.0550768554791204,0.0187137278464636,0.0254753169227156,0.0133046621634015,0.0316843608683955,0.0395774340223737,0.0190390378092312
"2018-07-20",0.0136815442817489,0.0693087660556338,0.0913760631302733,0.0154749483424925,0.0761705946807819,0.0246326142767206,0.0487317969918398,0.0532420971593612,0.0365340330334932,0.0196502042918249,0.0187843814140729,0.0275492436362437,0.0252502155861356,0.0785615797460644,0.0621688773733523,0.030293266616166,0.0219047942813776,0.017802767558543,0.0186089835102845,0.0248349057970903,0.0131881484338043,0.0588021614335838,0.0260547545256617,0.0235568492747779,0.0141950868689823,0.0286363997054012,0.040534226083968,0.0204706959103206
"2018-07-23",0.0138152230797037,0.0690639446454989,0.0953577581139513,0.0146385220285629,0.0808437055734616,0.0257989903621575,0.0468165998907796,0.0518091764493052,0.0335418904006126,0.0193770955442014,0.0182508281666636,0.0292459956479665,0.0242367776740871,0.0774701765757039,0.0620334016076124,0.0294953625276756,0.0223989273226114,0.0180715476091218,0.0188172118416384,0.0245131083272775,0.0129009091330564,0.0587586419380216,0.02623762537375,0.0241765632114427,0.0139039192273332,0.0319028529514194,0.0388583006940464,0.0176649440823375
