"","^DJI","V","IBM","MRK","TRV","PFE","UNH","PG","MMM","NKE","INTC","VZ","CVX","XOM","UTX","HD","CSCO","AAPL","AXP","MCD","DIS","MSFT","KO","WMT","GS","JNJ","JPM","GE","BA","CAT","C","BAC","AIG","MS","WBA","DWDP"
"2018-09-13",0.0565650401299002,0.0199617036587178,0.0225401841791622,0.0201368919345613,0.0267684480692556,0.0234076162583817,0.0232259986284019,0.0258109929571917,0.0389730415097024,0.015907400668854,0.0180107386941314,0.022481632690287,0.0174966735575496,0.0259007425697426,0.0444179329301759,0.0180805505027701,0.0284455923602941,0.017315204889699,0.0268764038197444,0.0192118881960688,0.020581712956696,0.0227052470888611,0.0185460298021165,0.014993688336847,0.0360888924874237,0.0258167081955494,0.0350434195311987,0.0230744782685808,0.0372244059209393,0.0469209815838476,0.0388974296404486,0.0408826025845878,0.02448539798703,0.0471229468016485,0.0194543473041476,0.0366270333054862
"2018-09-14",0.0579900626732863,0.0211409229577281,0.0268416769264394,0.0212918359851408,0.024598231916222,0.0236180459259234,0.0212860007439905,0.0221582355585034,0.0404114090040515,0.0184376587269987,0.017960695281616,0.0236956156234713,0.0196218833383021,0.0265128779941297,0.0390148019970679,0.0189391575286428,0.0293152785578944,0.0177656526198087,0.0292990987654816,0.0192956768878196,0.0199283532517857,0.0241901448064863,0.0190407188345176,0.0151125035594891,0.0367151864819783,0.0250659129108321,0.0339591037644891,0.023655960074148,0.0362752612478522,0.0464034548664295,0.0365747291661277,0.0399056488998969,0.0240019793973549,0.0433823046640329,0.0186066399791098,0.0379872790829517
"2018-09-17",0.0570657450957599,0.0223357923504527,0.0263389263672977,0.0217097858824373,0.0254367001137076,0.024143950881229,0.0230206264819002,0.0220682523274089,0.0406017009574222,0.0182667658867751,0.0184904634253594,0.0231572271515725,0.018731580195319,0.027146131968403,0.0383057790043761,0.0189150766552593,0.0311690704481306,0.017316912025182,0.0313518790943153,0.0172052663307971,0.018962931113857,0.0241137273120648,0.0219481250220859,0.0153189270187244,0.0361666891425403,0.0240596350116996,0.032739532992997,0.0222825866675505,0.036758522470747,0.0444841467275568,0.0364526065746827,0.0396063044508389,0.0255153532480775,0.0415253186346286,0.0189116190722208,0.038376341896623
"2018-09-18",0.0561804939474936,0.0247777039490659,0.0262384619566814,0.0207942534001713,0.025823902574391,0.0235280455985619,0.0211878943434882,0.0207069586062001,0.0409466817405061,0.0175201068674158,0.0183275391697665,0.0232603060897526,0.0207279199642745,0.0271200425209223,0.0376405641709094,0.0190927348048394,0.0315145916112862,0.0167094188366863,0.0310036849636566,0.0171122568549405,0.0201143369921582,0.026683293316708,0.0216616991499318,0.0142931712475847,0.037409322494296,0.0259345856378926,0.0344019926059679,0.0230232392068936,0.0383846129525886,0.0438533389643992,0.0366023491380007,0.0398455096362957,0.0259176031023721,0.0422675396967005,0.0179848230230547,0.0314090208641463
"2018-09-19",0.0564580858255315,0.0242687716405692,0.0235689579395745,0.0203213128891983,0.0267974035085539,0.0234998732766414,0.0219013852095752,0.0199347470859939,0.0406576405363511,0.0178560621062955,0.0181093129484459,0.0207828167639342,0.0211799281156521,0.025521750783995,0.0368873889676995,0.0188020936536925,0.0291140599447573,0.0171488467341396,0.0283693951635801,0.0181213765816913,0.0208544384556627,0.0254118782907149,0.0207788186204311,0.014194659103588,0.0405479465936298,0.022425925051557,0.0394120903095927,0.0233232333284113,0.0382352074539403,0.0465340095095938,0.0408756411420863,0.0410725738337026,0.0237528445886059,0.0446453441447016,0.0184345630143665,0.0301996168835435
"2018-09-20",0.0601441959743874,0.0235939349729642,0.0257537640624131,0.0202862863535746,0.0264275300306772,0.0227669785645185,0.0205990027616537,0.0212078076426507,0.0379138360596377,0.0177669577544969,0.0172565979867216,0.0230663247313746,0.0202273331854609,0.0247736105430407,0.0374686067768507,0.0187446366717232,0.0277855564872245,0.0160857449125805,0.0284323479737178,0.01900552529966,0.01900702095112,0.0254065222513481,0.0209245077172036,0.0147931996288764,0.0393548363680517,0.025055448384097,0.0378906231255777,0.018230240561616,0.0402931965546837,0.0459902300823605,0.0419218519559614,0.0418483953590826,0.0241278225652855,0.0474370158331169,0.0185792297568918,0.0298332801593982
"2018-09-21",0.0583844480722491,0.023209328456725,0.0287471546389277,0.0218715306443074,0.0289665221098153,0.0256537068052353,0.0217817113224181,0.0197962270413178,0.0368207616407331,0.0182185660350117,0.0177019056054288,0.0230569446102932,0.0215668597774535,0.0251884183271346,0.0382156614797679,0.020008175199687,0.027092865338213,0.016051634665243,0.028993434619866,0.0170064313805516,0.0200711028641801,0.0262174908620025,0.0212867116929657,0.0149308520134644,0.0373718202729843,0.0266652055925401,0.0371402437297529,0.0183439141853831,0.0402162270894272,0.0473270305108589,0.0382400874787972,0.0384867841720458,0.0220197065456903,0.0468227993395749,0.0178135803963115,0.0287141554836419
"2018-09-24",0.0610180978542124,0.0202508711942695,0.03098460046354,0.0223314145527554,0.0279404160821126,0.0254872813848093,0.0194310905013082,0.0200830168050528,0.0352905511429226,0.0172989481751441,0.0156670875081164,0.0227980948862411,0.0196853540300144,0.0245132701320721,0.0397823856809596,0.0208425778606869,0.0251151620644831,0.0153452033322724,0.0279953313562495,0.0175647332299815,0.0162282935137972,0.0226005122941105,0.0228309921546128,0.0161419540672764,0.0390279313877911,0.0281587152204784,0.0414393998498511,0.0182401873195033,0.044124160233744,0.046538498910221,0.038668564567546,0.0399162859666516,0.0215868420973427,0.0474391775856383,0.0190680129709725,0.0285649836232589
"2018-09-25",0.0603991567724718,0.017163614010784,0.032969722973121,0.0239863221129178,0.0300188110335751,0.0250658329014275,0.0169078434874644,0.0230276856911989,0.0409000803877125,0.0159513520112709,0.0150269314610623,0.023740909653809,0.0194586527641743,0.0236689403527833,0.0372841080840466,0.0204482971297883,0.0220794456123765,0.0141198098417831,0.0285937793347901,0.0152606980050907,0.0148340286150642,0.0199000767653749,0.0232391134094845,0.0158502861497906,0.0411516569376496,0.029686452998313,0.0454130361782845,0.02072109878429,0.0409319062957884,0.0428146360101826,0.0400323656372374,0.0404652607895704,0.024747138252898,0.0475355229635141,0.0184647181406911,0.0281407084502188
"2018-09-26",0.0612337793562379,0.0178521078957841,0.0310525194791758,0.0231930528852341,0.0329235713550019,0.0259970775362054,0.0172093686861478,0.0199495556691798,0.039826674455898,0.0166979197846315,0.0147309111972787,0.0230499834735937,0.0206817924220581,0.0253290294968588,0.034205520736534,0.0201103171930114,0.023833805477343,0.0136232496529751,0.0283768570222405,0.0151722716740287,0.0146950968297304,0.0199115928290614,0.0196902613862522,0.0158344536029907,0.0443804491261977,0.0288556639218094,0.043553958675799,0.018577300736988,0.0391971797080873,0.0473531859833516,0.0415819186506616,0.0381805682199724,0.0221833922560759,0.0526415314075052,0.0190324642532273,0.0292816169628715
"2018-09-27",0.0597903532886137,0.0178559613946503,0.0321046727449391,0.0231794362682591,0.0314642522067827,0.0249881858250185,0.018543415342897,0.0221345580415138,0.0393640296687131,0.0173413980842488,0.0164269272365087,0.0215115513508039,0.0197957965867029,0.0253088267520764,0.0357640387878031,0.0189989249807261,0.0240302555155535,0.0133729639902247,0.0314958353967064,0.0138180111110931,0.0152656354728507,0.0203139456500274,0.0190356984685217,0.015118090095841,0.0457811611291838,0.0281853802179089,0.0456629506633644,0.018366853868707,0.0381741936907567,0.0432063187080212,0.0406127681149075,0.0468039524162853,0.0215455113625523,0.0509055680090702,0.0180834055256742,0.0256491720324929
"2018-09-28",0.057599343911942,0.0179352913306573,0.0282555845675558,0.0218475340389982,0.0288867062940386,0.0265695931759299,0.0185180935849302,0.0237612611945152,0.0374231128275239,0.0162232164527923,0.0140381762801794,0.023557754876318,0.0189380099789666,0.0253475085776232,0.0333259579153653,0.0176523429601005,0.0234541714320279,0.0123796478593805,0.0308673781068318,0.0139007618318652,0.0146189414858861,0.0197794449475849,0.0188105765322569,0.0157847598788095,0.048123376171496,0.0278934379807269,0.0531003179088618,0.0178387522551364,0.0335560601943535,0.0415752426302953,0.0449520910244392,0.0513195564527798,0.0221113613069415,0.0535768086773058,0.0165749063718495,0.0299029189837352
"2018-10-01",0.057954702108325,0.0188296939085544,0.0274025241113811,0.0238329590048698,0.0277897230031965,0.024426956255217,0.0189261542965627,0.0237051049066642,0.0369919102661749,0.0164890804885143,0.0135966188898589,0.021748867288457,0.0186258069615324,0.0262636562426328,0.0367075596094579,0.0174050558983852,0.0227431301408904,0.0126041413291377,0.0314595164319505,0.013169129049402,0.0147472279404882,0.0205190442829671,0.0180016028856025,0.0145175795444804,0.0485656657889264,0.0294674467179242,0.05169132570579,0.0174811773992102,0.0382135595978185,0.0385073090763213,0.0419660998975728,0.0519410968425578,0.0218614389931107,0.0554675649710978,0.0160586497425613,0.0303209204224057
"2018-10-02",0.057336578066465,0.0171171739599518,0.0314657755412995,0.0233631375417671,0.0269267107712291,0.0251856165563992,0.0193267813872311,0.0229369045638819,0.0384043643058872,0.0154757474905713,0.0143243400468435,0.0221948260136085,0.0196107555563619,0.026148865190734,0.0360291070998143,0.0167733034732732,0.0210730096652037,0.0120969734363494,0.0334161030484946,0.0129079136380087,0.0164733875229862,0.0201135242242932,0.0175188466095896,0.0145788454498941,0.0503761053576493,0.028530926697624,0.0528991366861961,0.016943542893738,0.038642586612074,0.0397060502175826,0.0422520128166617,0.0518601545198982,0.0231781586145419,0.0509597950535892,0.0157738482765473,0.0280790910937595
"2018-10-03",0.0580405714653604,0.0163232868688144,0.0288026221063865,0.0232933969735014,0.0261695707208393,0.0239107731469839,0.0195321272342055,0.0228615996518977,0.0352667926300556,0.0169571701656093,0.0147020731364891,0.0228784552004738,0.0192786822083823,0.0256050882208555,0.033454505895104,0.0172715231068245,0.0219995583974417,0.0125315068048737,0.0295088873467431,0.0134492304394445,0.0155570283764462,0.020045077025628,0.0185151343368334,0.0146329177616217,0.0535190947426224,0.0290947004412332,0.0538087642506835,0.0165636997808552,0.0359247556538657,0.0406945414734465,0.0445547336556745,0.049843285557025,0.0252489479892938,0.0535597230768077,0.0168649022720355,0.0297352718856413
"2018-10-04",0.0535718874188559,0.0181043442459122,0.0310556311018335,0.0226477282168062,0.0239508782876967,0.023758656404144,0.0192653058896846,0.0233061747230769,0.0342203550596198,0.0160517951429298,0.0149360828783817,0.0214388548441859,0.0186823357493275,0.0255262974011851,0.0357532297182652,0.0175131038316788,0.0234978185065246,0.0129088170789529,0.0291823857348425,0.0134493311043871,0.0148687108993245,0.0205190736002383,0.0182367085437771,0.0142562804156907,0.0566492041732948,0.0305801894831695,0.0531590921348187,0.0155122852161426,0.0367096334475121,0.0420156067267014,0.0462740286952798,0.0487904154381273,0.0223586418280302,0.0547851251069001,0.0171447502429779,0.0293192407097241
"2018-10-05",0.0587952907298407,0.0193597048377588,0.0307031418493679,0.0214690350544888,0.0247763472391972,0.026108573084673,0.0190773581932782,0.0220231818683535,0.0346202610178216,0.0161962351947473,0.0153568184353063,0.0207520793923669,0.0175659726173848,0.0250658504170004,0.0359084369161404,0.0196192123006907,0.0229782303263514,0.0126690635244046,0.0295209920289261,0.0124570619767551,0.0152564139783161,0.0207774441459087,0.017753765817228,0.0142727671089449,0.0571925811903062,0.0280277037685409,0.0504553049662402,0.0145814082354876,0.0392433069433643,0.0427054033513524,0.0431032071977529,0.0500470161270592,0.0214479722776396,0.0512458686213371,0.0152945265317759,0.0335724627338922
"2018-10-08",0.0562410940211073,0.0192844717160972,0.0316993604545753,0.0231193875068505,0.0253052999479997,0.0267218962212871,0.0185436799302374,0.0212687883666198,0.0351666732413204,0.0155613510790525,0.0155266012090876,0.0204141617836104,0.0193715304564371,0.0243354922894285,0.0355655300444244,0.0175833886062421,0.0259045336013279,0.0123414187968122,0.0274216381368276,0.012471686557287,0.015364549567187,0.0207896069687583,0.0189150123997071,0.0175916810343489,0.0531913226506261,0.0280712652316915,0.0508056540911521,0.013076805113995,0.037088825398652,0.0410093017275723,0.0419175454454642,0.0487806715328641,0.0252248219334396,0.0512010765434526,0.0196140861550741,0.0335097902393831
"2018-10-09",0.0529535209968093,0.0204831895543587,0.0322917280673586,0.0249368645097179,0.026388640839682,0.0284986835655848,0.0186873079774123,0.0224751246977082,0.0338703456757035,0.0146080117559402,0.0155817098900063,0.0192416576653556,0.0185985345801618,0.0207833665566634,0.0351961261316627,0.0183622764936031,0.0261799581332722,0.0132552507733171,0.0300710537876396,0.0130706538250579,0.016009420829923,0.0213334886697469,0.0191585528504202,0.016515079428387,0.0520549395526059,0.026301627240046,0.0523616188506973,0.013148401326058,0.0358045652330812,0.0414922870236461,0.039401410727224,0.0477200678340671,0.0270278001741102,0.0534418320435177,0.0199762843050471,0.032718618434407
"2018-10-10",0.0483288048000808,0.0220963501200169,0.0334382369454838,0.0238727804268036,0.0277965706396339,0.0236628927116753,0.0188863499027339,0.0199786123459927,0.0316124819120355,0.016398547168747,0.0167788993972157,0.0178473925718727,0.020035041912185,0.0244233803422762,0.0353106088402805,0.013569279604398,0.0271004538061037,0.0153772771759314,0.0295933788723169,0.0100304853863613,0.0179453001447799,0.0225426008226662,0.0203898734093766,0.0134047843809443,0.0521837417522004,0.0252633591979923,0.0506268599014735,0.0118335034465465,0.0315812825881596,0.0442024314208211,0.0416903557954565,0.0515777132236584,0.0280031349239366,0.0533056792120727,0.0251489417852842,0.034162613112486
"2018-10-11",0.0510997262543898,0.0189198030719194,0.0365774437503117,0.0234309896652624,0.0313358644147479,0.0227453949714699,0.0212872808965692,0.0209982262689083,0.0325071289072188,0.0127940705502878,0.0149001312068776,0.0156656504661812,0.0208905413834972,0.0254221233870905,0.0348832013803047,0.013608993427269,0.027175692996198,0.0111978675136089,0.0339291262829746,0.0104116111281901,0.0208023147186367,0.0172805148943858,0.0231343122771936,0.0145114427162779,0.0517996520100867,0.0248711106854038,0.049822383143778,0.01431926231638,0.0339542313283907,0.0406253034366851,0.043864089879922,0.0487692137342161,0.0286109595608439,0.0561118447834268,0.0273406969543182,0.0244017996367779
