"","^OMX","SSAB-A.ST","SECU-B.ST","AZN.ST","KINV-B.ST","SWED-A.ST","SKF-B.ST","ABB.ST","SCA-B.ST","BOL.ST","ELUX-B.ST","INVE-B.ST","TELIA.ST","HM-B.ST","SWMA.ST","ALIV-SDB.ST","TEL2-B.ST","SEB-A.ST","SKA-B.ST","SAND.ST","SHB-A.ST","GETI-B.ST","VOLV-B.ST","ATCO-A.ST","ASSA-B.ST","ATCO-B.ST","HEXA-B.ST","ERIC-B.ST","ALFA.ST","EWD"
"2017-11-29",0.0647218619279145,0.0185126846990046,0.0263952956944181,0.0197038108377578,0.0249929950073129,0.0275974895241376,0.0299744485245554,0.0383298658457613,0.0395873789271754,0.0274304773386463,0.0339976403535383,0.0430593453610927,0.0210025019419966,0.020712811477248,0.026020224478499,0.0313435491510155,0.030927703122674,0.027664101335986,0.0301845938264193,0.0599637538032169,0.025803431189553,0.0250726045630371,0.0386698552421106,0.0540582257851786,0.0242225891408786,0.056239639370116,0.0480831856326829,0.0277567191348412,0.0406838909805972,0.0172873257826345
"2017-11-30",0.0619339558110774,0.018479584978713,0.0251468271495692,0.0191727642439935,0.0273898082584049,0.0286000118764193,0.0291861132662133,0.0362915697868861,0.0391486707053226,0.0278610275020481,0.0338723851998094,0.0473553380164735,0.0195507345125261,0.0195996262960685,0.0253856017369513,0.0296734735719188,0.0301813040893329,0.02760178229004,0.029677577662123,0.0620936229960321,0.0254400270968973,0.0257448105558203,0.0369578256398808,0.0572325483196115,0.0267343307791305,0.0616950390397016,0.044452239089208,0.027819306538257,0.0406245152708317,0.0150975777207384
"2017-12-01",0.0627280416457884,0.0183462065948262,0.0282905450077989,0.0206972664083237,0.0262839701842623,0.0287404448884772,0.0282071379016354,0.0327505324502914,0.0390048223944866,0.0269932764543169,0.0309999231655505,0.0504014438053478,0.019256251043081,0.0182815090944485,0.0235816315075012,0.0283512654164926,0.032042984231361,0.0271363620930842,0.0285548574805205,0.0630870653045896,0.0265733478558001,0.0255505827951421,0.0394450283787913,0.0592595495653633,0.0252863710087586,0.0633517011670105,0.0465415390709861,0.0288637101227391,0.0363781583903967,0.0150144745728283
"2017-12-04",0.0650343220701924,0.0186723063825863,0.0284443682195056,0.0191662985379763,0.0279648375876608,0.0297604534040168,0.0290382254504271,0.0351052073539519,0.0396301605176872,0.0231405558945557,0.0307637713493441,0.0550475454560204,0.0181158048672516,0.0180424409790051,0.0227879979990776,0.0274825518535139,0.0333006518549209,0.0292667543271542,0.0298996882192561,0.0605587530879263,0.0259400955722549,0.0266446202570461,0.0416256359966752,0.058758219951962,0.0273437229557737,0.0658028717486043,0.036036407284979,0.0292402418387652,0.034095714210344,0.0132897747715654
"2017-12-05",0.0671594699075811,0.0185263972730379,0.0294956276874256,0.0197004332979451,0.0280971121753799,0.0305252498889679,0.0304105457101718,0.0339289183951907,0.0381325660124945,0.0241089688091214,0.0289216791084778,0.0543873379346957,0.0201852912161699,0.0180799726257968,0.0217976647642046,0.0262202586074852,0.0349577512859556,0.0286570304830898,0.027661806989262,0.0641393181341038,0.0262901684809083,0.0273298596431128,0.0417429391865636,0.0582459878100874,0.0267660984574434,0.0664786947356565,0.0343090080939242,0.0275065535809538,0.0327873889940693,0.0134499007107233
"2017-12-06",0.0704307162204732,0.0164937303975967,0.0289082254250617,0.0213547164287977,0.028805510376117,0.0324501474340072,0.0308907207224344,0.031532847018979,0.0394166993557106,0.0237594651067921,0.0270654682009511,0.0549279723981525,0.0192181000381503,0.0169002743872779,0.0201015443831095,0.0257693949288084,0.0363181715610766,0.0300642356293585,0.0285473637151793,0.0641042348587325,0.0273487997201718,0.0293943847616163,0.0443677797666456,0.0566048643853143,0.0269365261888835,0.064182040751972,0.0293652836849682,0.0276955448241694,0.0339526714520986,0.0130925658773942
"2017-12-07",0.0679123268344387,0.016694463705859,0.0316082833020453,0.0208885645761541,0.028283012134623,0.0330758795633928,0.0305898251344392,0.032340429142886,0.0403471884164356,0.0235009672475628,0.0267256005187659,0.0533874050071158,0.0194508705977839,0.016355946510101,0.0198265283574997,0.0256656924357471,0.0369278070357805,0.0318680618659205,0.0260502029426031,0.0627868600331152,0.0277949096834723,0.0273688852451302,0.0425328037597256,0.0618271600447351,0.0276415542974242,0.0636494009484977,0.0296175217969049,0.0279257141509689,0.0345351388430541,0.0128209958678176
"2017-12-08",0.0676028435438976,0.0156654245229196,0.0306159732397664,0.019583321751272,0.0307604460804587,0.0337562290425588,0.0293562436533355,0.034379706280149,0.0382184499143781,0.0222255359415143,0.0266528499310947,0.0548444548989469,0.0185937070003355,0.0169775599103446,0.0211367073245959,0.0269679039416709,0.0342222323032316,0.0323217961173969,0.0263330957817925,0.0655545403589564,0.0300698456394744,0.0263935401140909,0.0418977692039313,0.0646225186894991,0.0262722567419599,0.0631739987773558,0.0282078496430988,0.0275437751674745,0.0332230218338608,0.0128264026506385
"2017-12-11",0.0682704611162328,0.0159098457916183,0.0324018356007535,0.0197122567093115,0.0290709435746819,0.0325741687526531,0.0289136425463622,0.0330063605152813,0.0379030564054647,0.0233537207497491,0.0254225349089284,0.0545746840952203,0.0196220984541062,0.0164679029103773,0.0211291808455423,0.0241769235479733,0.0320092322875491,0.0332711581286863,0.0264856731554588,0.0736602300747328,0.0298603796013581,0.0240070493465319,0.0391103442709795,0.0680637293379549,0.0233782148120073,0.0663274665493979,0.027390977363343,0.0257983417153408,0.0347693188165974,0.0133582680158058
"2017-12-12",0.0696192724520218,0.0162042361980278,0.0321742287273361,0.0201814640063043,0.0286194647768633,0.0332185959367439,0.0268763235290215,0.0311635938214937,0.0357905920064306,0.0233065447647686,0.0265295423488795,0.0521917060595284,0.0192243017345145,0.015704823328104,0.0222756611990191,0.0247194316945237,0.0320880642301194,0.0348249164740247,0.0276309420643901,0.0765279962517828,0.0315076342750862,0.0235896617630301,0.0410924848659714,0.0670546684999318,0.023040030868155,0.066252818381044,0.0270900224595503,0.0255927059329675,0.0327089128896472,0.0131993584607186
"2017-12-13",0.0712563953429173,0.0164068031623044,0.031042861536441,0.0194952659736801,0.0339200167322753,0.03421888604034,0.027533930037694,0.033211031650278,0.0357232306381262,0.0224511367789674,0.0269673795369051,0.0535422274178182,0.0187237004070687,0.0152991144127845,0.0224283709901356,0.0236179094856221,0.032313095232312,0.0347489916721362,0.0274260238945409,0.0724877654256998,0.0318100721580856,0.0252631569481752,0.0379426621336704,0.0652449130884835,0.0243316578460721,0.0643284841483105,0.0268595487106166,0.0229071742749106,0.0346691526329434,0.0138290416906854
"2017-12-14",0.0733610081645529,0.0168624955683349,0.0317754458000997,0.0194978494752339,0.036974509272948,0.0337544284567517,0.0275463730587517,0.0335877217203818,0.0306543924383912,0.0227081880593333,0.0260272523725465,0.062924921392078,0.0197183396739681,0.015734231781414,0.0213551473721433,0.022050011359548,0.0322899867381446,0.0336880219082839,0.0284695041063841,0.0664549806944476,0.032427915148289,0.0239104675641376,0.0407647073194822,0.0620517105835495,0.02422910517681,0.0620294963458408,0.0256532798258818,0.0255664696425206,0.0347220332687109,0.01321000571104
"2017-12-15",0.0685712733010154,0.0247989034215153,0.0362808806666216,0.0202133036199228,0.0350714869519055,0.0327338066609588,0.0271987953619211,0.0335040333544412,0.0314456934409823,0.0231859349173013,0.0257198153585128,0.0614385057092722,0.0202889380126712,0.0161034293278746,0.0225382206718222,0.0214522938589749,0.0310818557306887,0.031650694416362,0.033739091467495,0.0631837259730589,0.0331851821835249,0.0231788928885798,0.0380092476715359,0.0620669974256311,0.0210273705377693,0.0646141744871708,0.0260790324966865,0.0214978416292575,0.0361836534086436,0.0139569250478827
"2017-12-18",0.072468051456973,0.0223463370424539,0.037970312320629,0.0182058776144246,0.033698477233906,0.0338966391633118,0.0302555380067885,0.034240058621146,0.0338033330981124,0.0191834363196993,0.0250380706393206,0.0675913502681843,0.0171987376014948,0.0161175433760054,0.0206661909815145,0.022166865502908,0.0268647623852391,0.0325462980873522,0.0298141830101652,0.0619106900776181,0.0347166311897405,0.0238960144074127,0.0398260560238927,0.064697026384291,0.0208881230419212,0.0661060746178652,0.0246571746623319,0.0217274121638306,0.0330602587200759,0.0144424759813918
