"","EWG","DTE.DE","ALV.DE","VNA.DE","1COV.DE","VOW3.DE","FME.DE","LIN.DE","BEI.DE","HEN3.DE","DPW.DE","MUV2.DE","DAI.DE","HEI.DE","EOAN.DE","RWE.DE","FRE.DE","ADS.DE","DB1.DE","MRK.DE","BMW.DE","BAS.DE","SIE.DE","CON.DE","DBK.DE","WDI.DE","BAYN.DE","LHA.DE","TKA.DE","SAP.DE","IFX.DE","^GDAXI"
"2017-11-20",0.0188031244848516,0.0163104013794952,0.0396248047155703,0.0252296037287397,0.024090698230204,0.035010489975264,0.0231752842158245,0.0175718791182265,0.0360127043300305,0.0414796866166669,0.0313679748446874,0.0262495528250493,0.0561146077550197,0.019251255069288,0.0337544636236356,0.0315633371598665,0.0238317520753898,0.0228407295986032,0.0205965079306215,0.0226449175953648,0.0424181398289068,0.040904646037926,0.0423135262128905,0.0447458538932854,0.0183117499195591,0.0383048363667925,0.0261648195288926,0.0214615975769863,0.0191796322154302,0.0420922054055667,0.0333964356122749,0.0651827821290896
"2017-11-21",0.0193105758929539,0.0172299372430902,0.0414216795471475,0.0239915183408913,0.0209752497151422,0.0365065206338188,0.021674220199787,0.0174499119475455,0.0389862573192221,0.0431798008220443,0.0348605611947234,0.0265114169459943,0.0572355150392368,0.0186643879819244,0.0314846499825555,0.0307123629543835,0.0229147868842153,0.0243716112634103,0.0212416245726374,0.0217680230574111,0.0447264271704883,0.0415181460930692,0.0399089619080414,0.0466556302532704,0.0177475576691193,0.0372107199094498,0.0280477945072179,0.0235355838243479,0.0177118491898214,0.0394232436845503,0.0303978290992747,0.0626256451532146
"2017-11-22",0.0180401389802347,0.0164032816728487,0.0370043933722181,0.026534697960215,0.0238339389370355,0.0415822406147032,0.0233594685559054,0.0178058757812295,0.0348181158278705,0.0416239397553844,0.0383558633603642,0.025158924020094,0.051242632058208,0.0191143099701205,0.0313114079448761,0.0315182462279534,0.0233407055839831,0.0234554273750807,0.0210080708602634,0.0241795792188222,0.0389383452949619,0.0394108156636125,0.0421636512217923,0.0470463197231629,0.0183870921010548,0.0419837918527678,0.0257849610119038,0.0231291696320708,0.0176833711262808,0.043433263331611,0.0322621673710312,0.0600857935923394
"2017-11-24",0.0174500982535019,0.0160576626874492,0.0401216391524362,0.0253700487050567,0.0254525953391507,0.0428422183394559,0.0235125959178919,0.0175242432327814,0.0353953339919586,0.0402053100960982,0.0357607082121785,0.0250662959344474,0.0536753290753923,0.0180491949207263,0.0303150781330337,0.0318342552955271,0.0228632926494519,0.025571501203697,0.0210696675489842,0.0239601361228636,0.0395562550911926,0.0414030446491711,0.038066205623324,0.0501075553140393,0.0177300685110892,0.0384541852199368,0.0250877027179513,0.0247345002221843,0.0184249778540278,0.0431255452112423,0.0306445264569941,0.0605682283167646
"2017-11-27",0.0171404610159223,0.016143695940929,0.0407546007459017,0.0249408563313551,0.0255537662735264,0.0454594277115285,0.023680659723396,0.0150716200668348,0.0351537320178547,0.0368463449228036,0.0360507840938665,0.0242742610150168,0.0536555520038386,0.0185461325288001,0.0306889085426871,0.0308165753142095,0.0232685928624759,0.0265169503148978,0.0220058828755588,0.0237451716129932,0.0392902234548751,0.0378486448894061,0.0383983762251954,0.0476767635785263,0.0183413468937395,0.040326776880783,0.0267760374092356,0.0248581390108794,0.0188066943762685,0.0423897679123499,0.0309039125292003,0.0640693409251447
"2017-11-28",0.0176477124067641,0.0170060669007727,0.0409304930474553,0.0217646328023062,0.0275221409819382,0.0414806655226124,0.0224590350174035,0.0161847903526393,0.0325516894002707,0.037144991843332,0.0405549770325593,0.0267848462638126,0.051431518664573,0.0188909617865731,0.0322028068142681,0.0308760889179387,0.0268366801212992,0.0272588984532389,0.0214319940484959,0.0228607934500033,0.0379744563506009,0.0389059144944096,0.0375558673919727,0.04568892781511,0.0195147583208841,0.0404309457526804,0.0245696110388932,0.0255145387110674,0.0178784202555882,0.0450418406528893,0.030251329445287,0.0628516059423605
"2017-11-29",0.0187139330905676,0.0170693671069698,0.0397234403058006,0.0207669710241339,0.0270803624397818,0.0426958739448553,0.0230032935730129,0.0160232193917405,0.0350422875459449,0.0360178992035869,0.0405297820563129,0.025707627962742,0.0543524522655087,0.0184300760676628,0.0351906996989396,0.031591503406569,0.0249140391065381,0.0263581823519436,0.0213997814598892,0.021558921442229,0.0393159921746811,0.0392065729218043,0.0406828863280107,0.040178342517598,0.0184275581015996,0.0367047326191317,0.0246861152081861,0.0257226511966343,0.0187935862712154,0.0437058020938863,0.0309776307548715,0.0654284163676522
"2017-11-30",0.0177869532951763,0.0163649992917714,0.0403063833381032,0.019954211398432,0.0297390221999088,0.0421413190001399,0.0226990700316092,0.0157483289581401,0.0366891434352004,0.0364888611324372,0.042991242947199,0.0268297300080117,0.0559640571550067,0.0181323434052808,0.0341676288147874,0.0313373453268257,0.0238456581629317,0.0236579389717678,0.020623494704391,0.0198157623741714,0.0386780166606881,0.040927951706057,0.0417594124267045,0.0383225843317769,0.0174288075453367,0.0354085565666624,0.0230508247477862,0.021683028379437,0.0186598787601782,0.046807361504653,0.0334328626479058,0.0685572207715223
"2017-12-01",0.0142523509855904,0.0176400218004457,0.0479904577072215,0.0181565770611753,0.0249929501301089,0.0336911785526097,0.0227051279488707,0.0152058344543096,0.0418515675167454,0.0319243208355554,0.0435994945251556,0.0316209059670998,0.0570236523978344,0.0173394469634928,0.0332756133868043,0.0281454410799492,0.0217321034839069,0.0225453332997061,0.0206531486705603,0.0184243349606485,0.0439285655092075,0.0424281569959008,0.0438464019750918,0.0379963438136917,0.017101061947864,0.0337715653965224,0.0225316508675965,0.0204233702201184,0.0200300806490131,0.0565091910310514,0.0301447733196943,0.0685189765464573
"2017-12-04",0.0151879692068463,0.0169328845369092,0.0472224650511703,0.017082069139285,0.0247875892061279,0.0310711372616581,0.0224943745216118,0.0157089209472333,0.0428746814404488,0.0353149565314591,0.0504699201335809,0.0295136520142147,0.0580998251249161,0.017374463997896,0.0326562806293865,0.0282565434191953,0.0211303097323769,0.022764979215342,0.0212597491751822,0.0182439588471273,0.0436888461305792,0.044597405246064,0.0375763828668429,0.03809974703023,0.0168180770023265,0.0346671265184468,0.0219588794517264,0.0190534256347569,0.0197314353279611,0.0543916329744486,0.03121747611534,0.0697528355693097
"2017-12-05",0.0156163222207504,0.0162643818984258,0.0443799647207922,0.0168710624856257,0.026142281030426,0.0334475976242642,0.0238250379288927,0.0163074621148445,0.0404192643944147,0.0307280377252517,0.0472138803281785,0.0279055291268766,0.0561453235444667,0.0170231452781573,0.0354962674503069,0.0311560597743245,0.0206388097016368,0.0220214551496406,0.0196969826499112,0.0187077961359428,0.0454714967279694,0.0470191433925528,0.0379047304208213,0.0389502467129668,0.0168947017578071,0.0350943177642575,0.0226910542594866,0.0207704578726666,0.0201092125335685,0.0528658376903478,0.0327883099387256,0.0694338296457003
"2017-12-06",0.0158159126663848,0.0177820019264476,0.0453086546795647,0.0174408400484683,0.0240277847149401,0.0325411156080875,0.0244417684783043,0.0167801932324293,0.038786273137596,0.0315697457630345,0.0461175262321101,0.0297517912902186,0.057862969628178,0.0176919741830011,0.0366367329978432,0.0300989071835559,0.021419232677139,0.0229861209135187,0.0208570611676018,0.0194610254538005,0.044496591828354,0.0443300778387941,0.0367229036498152,0.0404533790313594,0.0167431156639197,0.0342303059562171,0.0224961621721847,0.0207680791791396,0.0206923902783717,0.0517384947664134,0.0317687628233108,0.0681821048298962
"2017-12-07",0.0157440134474284,0.0170445267893806,0.0416176986831354,0.0200240272115712,0.0244265598683512,0.0340849299078888,0.0235394271237709,0.0194327642484575,0.0336179699764475,0.0325482374188247,0.043593742610202,0.0283861687220788,0.0590983239120274,0.017744492280775,0.0356080250157982,0.0307055381206283,0.0211464119312356,0.0227835464594885,0.0203362408420214,0.0199100684841942,0.0472702371270337,0.0468496584489573,0.0390476254896509,0.0393436042441699,0.016076515177505,0.0321175194033534,0.0234922228647255,0.0219359800203549,0.0218553554868855,0.0474233325975416,0.0318615226873032,0.0713337133988139
"2017-12-08",0.0161126000887676,0.0174879631622453,0.0426608139497483,0.0195440217369509,0.0249870045970012,0.0326405219440103,0.024087645371311,0.0207559017905429,0.0359032856378906,0.0326257579402109,0.0448107817432303,0.0292307648930518,0.0590673865823884,0.0181014200168612,0.0326411265438148,0.0306379147885693,0.0200987315944421,0.0234340195476991,0.0200658253638371,0.0205361766364574,0.047004359170912,0.0468723684296301,0.0342566013445637,0.0411537729333894,0.0160911914722455,0.0311840084000178,0.0247512098611774,0.0212135210859964,0.0222694823124438,0.0482425370672621,0.0301063518977069,0.0714249320956242
"2017-12-11",0.0151379062507444,0.018139172290782,0.040703239728132,0.0200336508133375,0.0257106349370251,0.0287755385658167,0.0244965857236449,0.0181902168253314,0.0353698978967734,0.0334854375898251,0.0454264439421571,0.0287994382593557,0.0625971186404094,0.0175706508358047,0.0336106042979894,0.0308111692279285,0.0206485892207024,0.0235606690890593,0.0196318047351123,0.0210262711459607,0.0469133116122389,0.0440334896873561,0.0353018196268024,0.0419111030671568,0.016258578625578,0.0316199494866556,0.0250194629495025,0.0208542132821098,0.0243649633594172,0.0444738720454349,0.0323740339377989,0.0731501623040569
