"","timexxx","coeff"
"1","2017-10-17",0.115770016899688
"2","2017-10-18",0.123440430317893
"3","2017-10-19",0.119447886684843
"4","2017-10-20",0.120130276601927
"5","2017-10-23",0.126563382517235
"6","2017-10-24",0.125681981239523
"7","2017-10-25",0.122435887669919
"8","2017-10-26",0.128532325702681
"9","2017-10-27",0.123038825545552
"10","2017-10-30",0.123625638594091
"11","2017-10-31",0.121772753408782
"12","2017-11-01",0.122726432437285
"13","2017-11-02",0.124732393426579
"14","2017-11-03",0.122555707006176
"15","2017-11-06",0.118212353536214
"16","2017-11-07",0.118939703095198
"17","2017-11-08",0.123312697128589
"18","2017-11-09",0.125649319796896
"19","2017-11-10",0.122253275566854
"20","2017-11-13",0.116119281428737
"21","2017-11-14",0.118604996651076
"22","2017-11-15",0.117605187177873
"23","2017-11-16",0.116627130882645
"24","2017-11-17",0.118214392511957
"25","2017-11-20",0.125456656077202
"26","2017-11-21",0.124148831174691
"27","2017-11-22",0.116683308923197
"28","2017-11-24",0.122766375235868
"29","2017-11-27",0.120469393792287
"30","2017-11-28",0.119165424109495
"31","2017-11-29",0.127113100036527
"32","2017-11-30",0.124070806318331
"33","2017-12-01",0.11884338682389
"34","2017-12-04",0.123071612573016
"35","2017-12-05",0.123030155513757
"36","2017-12-06",0.124401902627949
"37","2017-12-07",0.121098989457835
"38","2017-12-08",0.121505304371888
"39","2017-12-11",0.127880003053733
"40","2017-12-12",0.119752760120799
"41","2017-12-13",0.127201899260235
"42","2017-12-14",0.123211932500677
"43","2017-12-15",0.128177901766773
"44","2017-12-18",0.124056424250801
"45","2017-12-19",0.122472098740709
"46","2017-12-20",0.122370583240054
"47","2017-12-21",0.126135027731101
"48","2017-12-22",0.126885530290095
"49","2017-12-26",0.118477421454713
"50","2017-12-27",0.13022008859201
"51","2017-12-28",0.124732473532248
"52","2017-12-29",0.139880786065901
"53","2018-01-02",0.137449651023033
"54","2018-01-03",0.140310984514293
"55","2018-01-04",0.139605477278168
"56","2018-01-05",0.139047770520693
"57","2018-01-08",0.145793952034265
"58","2018-01-09",0.141479851155728
"59","2018-01-10",0.131307185272632
"60","2018-01-11",0.123232560155577
"61","2018-01-12",0.12107538256401
"62","2018-01-16",0.132167830984571
"63","2018-01-17",0.133375174053625
"64","2018-01-18",0.133708157086364
"65","2018-01-19",0.132554349095435
"66","2018-01-22",0.133562752961914
"67","2018-01-23",0.131202096661603
"68","2018-01-24",0.137669723958344
"69","2018-01-25",0.136217534263916
"70","2018-01-26",0.132836958514242
"71","2018-01-29",0.128829264835456
"72","2018-01-30",0.141167908388147
"73","2018-01-31",0.135223398172831
"74","2018-02-01",0.135250241214589
"75","2018-02-02",0.195502651680358
"76","2018-02-05",0.212137850127904
"77","2018-02-06",0.209993447527624
"78","2018-02-07",0.211569768554378
"79","2018-02-08",0.189688557268282
"80","2018-02-09",0.207897336274753
"81","2018-02-12",0.201660296783389
"82","2018-02-13",0.210596960365185
"83","2018-02-14",0.198156911195872
"84","2018-02-15",0.184222180147661
"85","2018-02-16",0.184181419069189
"86","2018-02-20",0.186631703480554
"87","2018-02-21",0.191481025712522
"88","2018-02-22",0.189410941535793
"89","2018-02-23",0.181641649508214
"90","2018-02-26",0.184369527624864
"91","2018-02-27",0.18831003037066
"92","2018-02-28",0.180931888303369
"93","2018-03-01",0.179832249610973
"94","2018-03-02",0.17942549249575
"95","2018-03-05",0.176397527709094
"96","2018-03-06",0.173444032459119
"97","2018-03-07",0.174566372622813
"98","2018-03-08",0.173472368029568
"99","2018-03-09",0.165418105302015
"100","2018-03-12",0.169411968867574
"101","2018-03-13",0.167808930328464
"102","2018-03-14",0.168098826748973
"103","2018-03-15",0.166159003915953
"104","2018-03-16",0.1699798621365
"105","2018-03-19",0.165673087192397
"106","2018-03-20",0.163099334446018
"107","2018-03-21",0.166640764912982
"108","2018-03-22",0.147174300583547
"109","2018-03-23",0.141147449138365
"110","2018-03-26",0.142666654478616
"111","2018-03-27",0.135463785955288
"112","2018-03-28",0.130580671607803
"113","2018-03-29",0.127682927387969
"114","2018-04-02",0.121191416114839
"115","2018-04-03",0.11373978354496
"116","2018-04-04",0.120876379921928
"117","2018-04-05",0.116400724211603
"118","2018-04-06",0.112715614052899
"119","2018-04-09",0.107937294422145
"120","2018-04-10",0.103117216326933
"121","2018-04-11",0.105333681704285
"122","2018-04-12",0.111553745873026
"123","2018-04-13",0.111962240546202
"124","2018-04-16",0.10183054464662
"125","2018-04-17",0.112452227060881
"126","2018-04-18",0.104772169887151
"127","2018-04-19",0.102583785849985
"128","2018-04-20",0.107301885563899
"129","2018-04-23",0.107504875067478
"130","2018-04-24",0.103647049029101
"131","2018-04-25",0.110691347096154
"132","2018-04-26",0.111537278474914
"133","2018-04-27",0.111598045674144
"134","2018-04-30",0.104442177291992
"135","2018-05-01",0.107730220294045
"136","2018-05-02",0.107893663678207
"137","2018-05-03",0.107990849745838
"138","2018-05-04",0.110739724658759
"139","2018-05-07",0.111423680382281
"140","2018-05-08",0.110338799157319
"141","2018-05-09",0.108505050003365
"142","2018-05-10",0.109840972025832
"143","2018-05-11",0.110860695547152
"144","2018-05-14",0.110053173975148
"145","2018-05-15",0.1135012145585
"146","2018-05-16",0.112586591580079
"147","2018-05-17",0.108182450533857
"148","2018-05-18",0.112063120960142
"149","2018-05-21",0.106072795663122
"150","2018-05-22",0.106073979414099
"151","2018-05-23",0.112950341934
"152","2018-05-24",0.119187599462133
"153","2018-05-25",0.115357710861162
"154","2018-05-29",0.116116642975612
