"","EWN","^AEX","VPK.AS","REN.AS","GTO.AS","RDSA.AS","WKL.AS","UNA.AS","AD.AS","MT.AS","ABN.AS","HEIA.AS","LIGHT.AS","ATC.AS","NN.AS","DSM.AS","ASML.AS","AKZA.AS","URW.AS","PHIA.AS","RAND.AS","AGN.AS","KPN.AS","ASRNL.AS","AALB.AS","GLPG.AS","INGA.AS"
"2017-12-05",0.0229416427844759,0.0368380007561368,0.0301734612098602,0.0501974939965696,0.0240256037090705,0.0223116572504151,0.0524383937534894,0.0498068702276638,0.041885108961852,0.0249081119767182,0.0354632288300236,0.0441871594495255,0.0372899948331507,0.0202136677820865,0.0385930234803727,0.0359137026970612,0.0358586623384359,0.0375714105667362,0.0324132422237121,0.0489042589794074,0.056781023268123,0.0295567083849425,0.0241062919524913,0.0371340643074077,0.0614898331629276,0.0332737742541005,0.0357236088632441
"2017-12-06",0.0225800489888966,0.0360469087629478,0.0299263306360936,0.046071026078778,0.025147457088307,0.0226210610338776,0.0539529455863448,0.052384653562357,0.0408984890784259,0.0247597543728356,0.0348023299874413,0.0468213606480394,0.0357919375332662,0.0219152047599498,0.0394851389963719,0.0360592271170805,0.0365020627358212,0.0350489817067702,0.032987901675792,0.0502068907395566,0.057159990662578,0.0289661069963947,0.0248408449161798,0.036435268540312,0.0620222401319297,0.0328175263059338,0.0337483113577192
"2017-12-07",0.0219877339038765,0.0344967226719923,0.0290247717843817,0.0457071222249003,0.0241431831198188,0.0213607471824676,0.0507236671049456,0.0547019958153129,0.0397853429914547,0.0256348267238881,0.0374775569649259,0.0441562315389997,0.038114583650377,0.0206051856139945,0.0373738162332274,0.0366696502264154,0.0388025454588747,0.0329239481707898,0.0333287883934401,0.0503085748901629,0.0572274380545691,0.0276600945398547,0.031179269957194,0.0361329454838607,0.0605533175196853,0.0348956691010836,0.0350242706795067
"2017-12-08",0.0226029938343081,0.0354454981512438,0.0282170762450433,0.0460336605983105,0.023764175536414,0.0221307915503497,0.0500540842530599,0.0537301079250002,0.0410077482103703,0.0263921595617534,0.0388351437150008,0.0448704845513817,0.0381940407525963,0.0233785890233951,0.0339087174763461,0.03604909485783,0.0381939822372504,0.0329242572817377,0.0324445236863713,0.0483987465914867,0.0561079059404578,0.0284520144769229,0.0295548390846808,0.038009423227606,0.0613832980484877,0.0357336234970556,0.0341830196855401
"2017-12-11",0.0222376971853136,0.0360985104852369,0.0283803578155887,0.044752843359747,0.0260894944653653,0.0245977576753607,0.049305694666201,0.0530828290877711,0.044157778993635,0.0259874875021244,0.0382499741912996,0.0476865194773369,0.037359747599203,0.023799750051438,0.036584062843786,0.0341629945013422,0.0378569989053427,0.0309975497870545,0.0324653621329218,0.0470572267254671,0.0574550010485952,0.02755865186818,0.0292823715483722,0.0404656811180266,0.0555751982848516,0.0329498255501315,0.0358026331303075
"2017-12-12",0.0224023947699625,0.0359458775843327,0.0308133184723051,0.0386116373211702,0.0276335095618896,0.025126546250344,0.0446834372460522,0.0506035467735791,0.0438620841032307,0.0264980610006884,0.0365881587086897,0.0493074489717326,0.0389674406440522,0.0242121147437311,0.0354267509444455,0.0332515593786275,0.0427765080781521,0.0328978782312199,0.0337777922871567,0.0504126433709907,0.0554971671898496,0.0292292811819934,0.029106464140906,0.0409809341564606,0.0547661861218827,0.0320633890886416,0.0345578696779136
"2017-12-13",0.0222782987992066,0.0360961697624077,0.0277650042838923,0.0420917818754257,0.0262632704231277,0.0267954794648251,0.0485740139270642,0.0519813597537325,0.0452017123638832,0.0269173372714163,0.0358273337906727,0.0509807802065338,0.0360563433454551,0.0255471295332462,0.0363036541949705,0.0331933515979777,0.0360534206738372,0.0269527028919276,0.0322200287041825,0.0501400025527838,0.0569386294139354,0.0281907857426925,0.027748602426379,0.0433534240042529,0.0606497786398334,0.0317616332638642,0.0341179710924741
"2017-12-14",0.0225157141154115,0.0339090551656787,0.0293039301876471,0.0423524718773238,0.0257623642744873,0.0262420703814817,0.0509580293903154,0.0608211736317939,0.0431050771908635,0.0252337043045634,0.0349719302905884,0.0512267793825524,0.0372171166908965,0.0251923232335633,0.0353760273599655,0.0326395485162535,0.034743032323272,0.0264387257795148,0.0330243413725223,0.0485490869000701,0.0558891996366691,0.0278689130760445,0.0304415164950263,0.0407159209987958,0.0586268090714393,0.034017973925403,0.0328571644278569
"2017-12-15",0.0234573355063664,0.0349884793508901,0.0278557786703346,0.0436685438738797,0.0276293947654974,0.0247275768608646,0.0472550941420682,0.0572435179120256,0.0426716215366651,0.0270798167041967,0.0334400669276041,0.0477688328255809,0.0386341157658544,0.0248848319679476,0.0333232849162051,0.0343555930370569,0.036442522194699,0.0269218036344268,0.0307490204011612,0.0534807293806804,0.0555263690636873,0.0294988691060337,0.0310371207418874,0.0432284474059577,0.0575876811482775,0.0340563316074017,0.0324872205527496
"2017-12-18",0.0244740752576881,0.0290709726526054,0.0288321202995948,0.0484969687732092,0.0268919671362211,0.0250438257914702,0.0487517558796624,0.0588800513993491,0.0285690828127828,0.0290047351858635,0.0367627402304033,0.0378066247338673,0.0419406206786844,0.024149106402086,0.0338908819079472,0.0336789665098907,0.0416062249558156,0.0279772720135339,0.0321967142008193,0.0456525731428249,0.0534217943732926,0.030920093135242,0.0344548613882962,0.0445285376912746,0.0637073634640155,0.0348173822502037,0.034472687733356
"2017-12-19",0.0237795105480437,0.0254036610741318,0.0274789024553293,0.0440641381085198,0.0255110883324161,0.0248784982480938,0.0497986576796602,0.0567812874208134,0.0305464308293551,0.0297730108867406,0.0364377066458156,0.0367268512293934,0.0419778315848017,0.0232143924217859,0.031808901590599,0.0334186598362607,0.0437345304998147,0.0271559786321282,0.033738509973225,0.0494365604590349,0.0546275773767426,0.0318717427692113,0.0350514150577637,0.0449602703560346,0.0663231985743605,0.0367188104268674,0.034781876983057
"2017-12-20",0.0237710358707411,0.0271716131795437,0.0269744449533691,0.0436787796383506,0.0264014156910332,0.0241571168628198,0.0504992766575902,0.0583486797702884,0.0309414559688513,0.0297528005989047,0.0366781299865365,0.0413903240803303,0.0357900870826627,0.0241479654242045,0.0308794872305061,0.0369493207977935,0.0433739662368829,0.0284401913314026,0.0334218695566757,0.0491079523748077,0.0513134906062439,0.0326531920672429,0.0348397976541933,0.0416608905585989,0.0643017586531632,0.0384852945365407,0.0348696626307222
"2017-12-21",0.0234209196364663,0.0261584616711657,0.0264822058623848,0.0453544045365065,0.025939752455352,0.0270104433179781,0.0475951863164392,0.0579553650114048,0.0319975877792852,0.0292502391710885,0.0346848494831933,0.0404513750743949,0.036756276474664,0.0238825189985253,0.032362758043149,0.0380561813773971,0.0415255876951828,0.0296965417827451,0.0346417112002352,0.0525888605466537,0.0521716058060222,0.0336381192158048,0.0347477260463607,0.0381085354009487,0.0649763274246626,0.0356810942343729,0.0348653654376167
"2017-12-22",0.0244588842462874,0.0274764338931583,0.0274610422393783,0.0460925158004374,0.0266463281975415,0.0270039200490371,0.0470356403263352,0.0556799039232464,0.0305786620807624,0.0292545399336963,0.0361698127980186,0.0411822702344459,0.0350398042221453,0.0243701375768012,0.031937976307274,0.0369829014004536,0.0421100852225409,0.0296670372683129,0.0346149193170985,0.0537808758008786,0.050457837431146,0.0332234509348962,0.0346891916288125,0.0397540288412501,0.0635027103437732,0.0356746789539615,0.0351544110283107
"2017-12-26",0.025166386826678,0.0278063942828371,0.026835625125604,0.0476318464759259,0.0273380547854812,0.0273724487391424,0.0478250377111832,0.0583174590300619,0.0301688100716095,0.0309999494956394,0.035892836707678,0.0396186193698651,0.0381082285556774,0.024752004811166,0.0323935038562465,0.0393752883774262,0.0400159366275213,0.0294537897397013,0.0350259209592202,0.0498160868143033,0.0479322330786026,0.0305971381158506,0.0358908526470513,0.0396874468007791,0.0605660640796336,0.0353844371731212,0.0360275997419939
"2017-12-27",0.0252825107300114,0.0275453407917506,0.027483197194046,0.0510644460854118,0.027440546123441,0.0264294093819033,0.0483157687730378,0.0580689950922918,0.0324605094824272,0.0301137293360859,0.0354349774668316,0.0409052388715266,0.0351950589910263,0.0235975958818017,0.0345757654827257,0.0391105920944678,0.0352980449201258,0.0304091827379368,0.0352513287445135,0.0540802301206807,0.0483264114718268,0.0342215319532792,0.0343461076515998,0.0372418451316808,0.0605592581136737,0.0323036964114489,0.0349386809644474
"2017-12-28",0.0245032689929919,0.0282010415766723,0.0279604903805342,0.049454194052744,0.0278510622148506,0.0269919491857702,0.0476575223452711,0.0591652607807534,0.0310371898298741,0.0271525128652767,0.0359175281978884,0.0402779896379952,0.0365662159615702,0.0244637357839867,0.032939643463091,0.0430905951620439,0.0374765494215253,0.0298880397744976,0.0370663061435399,0.0509275275608453,0.0462815561074012,0.0328040660545762,0.0347284742638086,0.0382075561920657,0.0598830854627333,0.0342176114657318,0.0352890271219614
"2017-12-29",0.0243319551703815,0.0289122176555239,0.0286465896900911,0.0407013096003735,0.0302427533815524,0.0294312404720878,0.0444665238825349,0.0504125761268462,0.0298660932579038,0.0305058249717955,0.0355039557294523,0.0383632849330139,0.0379768226157945,0.0271380001046002,0.0357222869019222,0.0375191022646723,0.0360360521450419,0.0291831095625841,0.0358711228080351,0.0552239084545572,0.0512008660404278,0.0362951557043045,0.0331240928976781,0.0359435726107966,0.0609277934105412,0.0392444184075225,0.0372093711999652
"2018-01-02",0.024117446532228,0.028120449659697,0.0278141452529349,0.0399200166368113,0.0304182057038554,0.0344130153843847,0.046253448425347,0.0513508484765489,0.0299648448452771,0.0285697928530342,0.0326669852885852,0.0388341467579843,0.0378754023076288,0.0279262421283564,0.0329811531441729,0.0395192422771792,0.0387781488547556,0.028382553501347,0.0368571585025586,0.0524822500400783,0.0513666558025425,0.0358679798851098,0.0324498471602344,0.0329068131062614,0.0625353753635985,0.0409516567607231,0.0366761753487654
"2018-01-03",0.0238314849130558,0.0271133001210005,0.0295629289750306,0.0391063363134352,0.0292611369164342,0.0312048654432003,0.0472102537723736,0.0508400869355016,0.0306688161985528,0.0259437252554224,0.0321386825863731,0.0396246061529889,0.0369550239028325,0.0270058746507455,0.0319414223095468,0.0358484409414868,0.0413505152463829,0.0308574839211648,0.0363286841594516,0.0533909289012835,0.0536975185432747,0.0341635583359028,0.0310252170435532,0.0347616865788001,0.0668692809521212,0.0411482544144689,0.0381498865156154
"2018-01-04",0.0245935629055209,0.0264649785179145,0.0313618465485702,0.0381452872344565,0.0283773138539997,0.03051455762561,0.0497263038759876,0.0575522342427851,0.0316935027902774,0.0254957805945308,0.0295147002699559,0.0363291838514889,0.0357859149996299,0.0264415722914279,0.0342395276539281,0.0371091966947448,0.0413704790356389,0.0296338667239043,0.0322445598661321,0.0550779984885402,0.0535951449421855,0.0327364028804741,0.0304312196264954,0.030740200609029,0.0703913386136708,0.0416446939446291,0.0387886313184725
"2018-01-05",0.0239977980983124,0.0252150874056184,0.0322982365340318,0.0387136445059852,0.0271779434707548,0.0304268142719794,0.051302754743304,0.0570351429458985,0.0297949326582125,0.023575685686259,0.0333051424553476,0.0400102510705467,0.0349726027710541,0.0231643888988973,0.0409470188760055,0.0363754025580261,0.0359615719462971,0.0291482684071519,0.0310928810390025,0.0539550033776562,0.0498091957664705,0.0382232382487763,0.0332754704067698,0.0317296735453077,0.064552497398596,0.0432404451931932,0.0406989077205456
"2018-01-08",0.022809772362001,0.0238573056307951,0.034595413848037,0.0379160271012806,0.0267947247437688,0.0302505190780825,0.0541183247585222,0.0592760431885792,0.0278910081791561,0.0236898302858327,0.0360475300896015,0.0399873487938217,0.0318551332406911,0.0239807642999051,0.039363347697701,0.0384737490910131,0.0384158194488049,0.0295936270022252,0.030285010823721,0.0495629681420493,0.0496553217426149,0.0376527043659663,0.0377510134094559,0.0315335686540721,0.0658854162825757,0.0377829018928339,0.0409748058468919
"2018-01-09",0.025187893547673,0.0252766652348286,0.0369164180399105,0.0395728841026494,0.0274366671483701,0.029532727820821,0.0525354102650384,0.0587688120035354,0.0296631488399997,0.0245114922233419,0.0366444523108589,0.0382937957906581,0.0319790928583888,0.0241278423615913,0.0391335149689328,0.0383627018686763,0.0410056520779253,0.026651329842554,0.0321047886347444,0.047565571766777,0.0468589517889777,0.0393761929551038,0.0373394684501327,0.0322266029085605,0.0626761576563418,0.0357135910589757,0.0405381734746329
"2018-01-10",0.025115323951152,0.0240292127837797,0.0367144990982091,0.041440208708472,0.0286199584075478,0.0308308667909581,0.0506920597624497,0.0589524775235749,0.0266148659386893,0.0233207935345155,0.0377952635084384,0.0398645086714845,0.0313727265203705,0.0240116997367435,0.0410715177235915,0.0406556546279961,0.0411410637626674,0.0278974782042313,0.0323013351978318,0.0462725366975774,0.0472154052523345,0.0387218944321704,0.0370002369743742,0.0304452865658134,0.0640238093897815,0.0346534538667436,0.039225862368502
"2018-01-11",0.0258889943300535,0.0248048574981286,0.0386303483341443,0.0391692611720869,0.028318103656628,0.0316528744996486,0.0516796030044904,0.0616824360130459,0.0281948882580539,0.0226731314492192,0.0364644103795912,0.0410220069735933,0.0325223477247043,0.0249292925871957,0.0433625920030501,0.0365681111447419,0.0380229065826212,0.027210450994751,0.0309508909225894,0.0436788687884021,0.0438244084883273,0.0402395254261377,0.0391437176933797,0.0318546016582473,0.0650807361423799,0.0327313991666149,0.0396992351081736
"2018-01-12",0.0271366840294464,0.0234052735067613,0.0374241579351751,0.0395266390354313,0.0289501386816214,0.0333846595738436,0.0495775808541844,0.0619463755171328,0.0273771752477879,0.0232797181252193,0.0367387388931776,0.042901636571075,0.0335393956735539,0.0249904245374034,0.0374972114134581,0.0383141816309886,0.0379342880313227,0.02906127926832,0.0329062919511009,0.0396815080430512,0.0455034872303834,0.0397860511422319,0.0386477609554598,0.0332205493665482,0.06420555288455,0.03426557286549,0.0387976670352819
"2018-01-16",0.024654823571535,0.0244992961285992,0.038460731033725,0.0399816286181245,0.0271053387602396,0.0347170748690194,0.0496493282894514,0.0593180117488267,0.0257808098393593,0.02514698182809,0.0355805124262608,0.0408248015010464,0.0326059389476388,0.0251783118647725,0.0338345926279428,0.0454878199784404,0.037345861468554,0.0281338028105065,0.0322667452013043,0.0398813617744771,0.0484116435250184,0.0402378142675214,0.037961257740088,0.0325493876204129,0.0653497718898645,0.0333522182724029,0.0416841333967782
"2018-01-17",0.0269927599107158,0.0234594066926064,0.0380508608986206,0.0386935388642765,0.0276086624815327,0.0356292042711706,0.0438918634516942,0.0591192492009885,0.0271115755111019,0.0244863937869328,0.0344381110678899,0.0433360634522361,0.0295905070739355,0.0262115676633231,0.0357005155976034,0.0449267900927755,0.0365511484489325,0.0284007565455754,0.0332622662970354,0.045318739188673,0.0483293622087397,0.0372242698893719,0.03696735478364,0.0336314499782159,0.0655483955654386,0.0337727759351937,0.0417464111417803
"2018-01-18",0.0261071372970662,0.0238145671269805,0.0371938181920193,0.0419826752975864,0.0263357713287504,0.0334439225222691,0.044701049930019,0.0593043946350929,0.027882098301677,0.0265585953816436,0.0340162697417774,0.0420573517989474,0.0293078283132157,0.0250168552284735,0.035265383198812,0.0509002783622905,0.0361645236547912,0.0292615403209787,0.0332637242987378,0.0449012361223645,0.0443798957835795,0.0364306345201881,0.0381718882029889,0.0299539652401621,0.0678764532449679,0.0335163282967242,0.0421918136578958
"2018-01-19",0.0249307912692479,0.0239410389576412,0.0405241716373319,0.040946682720077,0.0257142926548649,0.0367327794864326,0.0428819065753057,0.0586856518638382,0.0275277432636901,0.0248198335460881,0.0341814397219437,0.0450442377837271,0.027605012706423,0.0270414406181548,0.0353591354012186,0.0507003726585586,0.034890685300344,0.0317830923336133,0.0311959775033273,0.0451159054893083,0.0419224591889699,0.0373487746626538,0.0401845450102217,0.031806000251639,0.061925198445952,0.0337488694263917,0.0434419615230358
"2018-01-22",0.0258276650174147,0.0233256052147218,0.038742782730287,0.0411976851492034,0.0263125032136482,0.0333896507881765,0.0444909915456947,0.0577467993601005,0.0294133041136333,0.0251740452828606,0.0350454541323921,0.0466934437334439,0.027267952794582,0.0281261668478448,0.0364893723136689,0.0478420067377682,0.033882481024018,0.0337913902014626,0.0326707568311861,0.0458935431426385,0.0397423160387926,0.0358772371797925,0.0408519201014242,0.0329265238011673,0.0600341414877825,0.0323796058378029,0.044864655378492
"2018-01-23",0.0243366335334608,0.0236059771340343,0.0395852515461713,0.0403884805875957,0.026981674574137,0.0325100514772387,0.0467961598682613,0.060474106287962,0.0276401597919586,0.0243565161776665,0.0357296007688213,0.0445295459317752,0.0282590209019952,0.0278402413062984,0.0344253712800534,0.0477749337510744,0.0331092364230575,0.0318763842109929,0.0340763716755428,0.0459292806366281,0.0383078832053311,0.037485973659364,0.0411957087895484,0.0318105244463618,0.0592802415127518,0.0334910204884569,0.0482036500334607
"2018-01-24",0.0248740310325036,0.0250471867401484,0.0384916044361965,0.0448410576754097,0.0274453764178267,0.0331199417657823,0.0511905827016832,0.0606835839873961,0.026018381919126,0.0246946626749749,0.0339755734392587,0.0480089784005045,0.0280452073814859,0.0260124589753525,0.0342685523036592,0.0462795147947587,0.0309689242174363,0.0305776188353911,0.0342072109896025,0.0407575121142146,0.0378631161788988,0.0355349692954721,0.0429581017929025,0.0315536467990538,0.0611180485930793,0.0342461261849144,0.0472180303529678
"2018-01-25",0.0233606240829501,0.0254121020361875,0.0378664175192542,0.0408482842703255,0.0276145880800052,0.0370686813365811,0.0461027616292316,0.0519333317885337,0.0269146376518516,0.0264518133226563,0.0372126419625594,0.0432632469918407,0.0284914593615566,0.0311953221560248,0.0332156856829307,0.0473900475168638,0.0333296919132637,0.0321354146818568,0.035276655273901,0.0439068647758185,0.0366135428854487,0.0391036019409405,0.0413393009674233,0.0333987782710866,0.0540572321583036,0.03401954182731,0.0524777299152946
"2018-01-26",0.0255556868840305,0.0244790359785594,0.0393730721741089,0.0406394999545916,0.0256418760846075,0.0373556788020513,0.0481679515991318,0.0526853041274183,0.0276613096546065,0.0285434964301208,0.0358761006504024,0.0458546669901176,0.0261967108002418,0.0316427792029582,0.0340327030485037,0.0482895583809984,0.0327832710720326,0.0317078404493003,0.0358144701750338,0.0433752472018664,0.0359516248455419,0.0379090775465786,0.0434853196904639,0.0316090247564783,0.0545464688401194,0.0305298134469161,0.0502924112132198
"2018-01-29",0.023032756218539,0.0237846900210509,0.0368931414764538,0.0396227790150698,0.0254773209438725,0.0395715347775686,0.0462533920625642,0.0467401988746047,0.0279128858366591,0.0270340276206397,0.0399949450180762,0.0429010792888167,0.0236679623722826,0.0331081039506881,0.0347428769478154,0.048019744832311,0.0303068676649743,0.0316531534145704,0.0380220597243875,0.0420918087699778,0.0369796765427263,0.0445776974999486,0.044936012200238,0.0339083232559772,0.0492907101739716,0.0324246633166033,0.0570515881796124
"2018-01-30",0.0264677799042757,0.0265583580197715,0.0393649192878734,0.0396131989903401,0.0281087910922799,0.0405463386807445,0.048183508231825,0.0461655555228042,0.0261877762068726,0.0292633211146023,0.037959380767382,0.0422194952279768,0.0248774527312477,0.0346883021261581,0.0349952515723751,0.04377183970266,0.0314967925799654,0.0329055987283463,0.0365913044948753,0.0394326864911989,0.0380000667728577,0.0411940570760124,0.0422141235233287,0.0319380237143037,0.0502300629482528,0.0317626460228795,0.0552633684687907
"2018-01-31",0.028428722632105,0.0299844768454428,0.0353027256523175,0.041119835324581,0.0260333573523395,0.0431888322595931,0.0478941932060477,0.0410397228461325,0.0246666849760685,0.0300372670709776,0.0417270325639469,0.0419558546989757,0.0279225177045186,0.0345669087067812,0.0331654360377747,0.0365358436915325,0.0335123384283767,0.0351869372417461,0.0344586056417245,0.0383592343580449,0.0363497067297966,0.0415578077183733,0.0459481747825468,0.0290170365963936,0.0491450253886676,0.0321172737431457,0.0607784478020495
"2018-02-01",0.0251739167915882,0.0325309161144531,0.0345520659839616,0.0386948375573975,0.0242819753383527,0.0441145511282891,0.0474113884840677,0.0409856326381376,0.0252648363120958,0.0319172302780472,0.0395374193029057,0.0444755551206423,0.027363698808629,0.0349266272019207,0.0316808161106789,0.0384853359804183,0.0373512161880341,0.0373573553566168,0.0354560979272315,0.0414647619371748,0.0426537420396789,0.0379686440133692,0.044234422363897,0.0266920159164763,0.0503337534832472,0.0300846610360268,0.0550065265866619
