"","EWQ","AC.PA","AI.PA","AIR.PA","ATO.PA","CS.PA","BNP.PA","EN.PA","CAP.PA","CA.PA","ML.PA","ACA.PA","BN.PA","ENGI.PA","KER.PA","LHN.PA","LR.PA","OR.PA","MC.PA","NOKIA.PA","ORA.PA","RI.PA","UG.PA","PUB.PA","RNO.PA","SAF.PA","SGO.PA","SAN.PA","SU.PA","GLE.PA","SW.PA","FTI.PA","FP.PA","FR.PA","VIE.PA","DG.PA","VIV.PA","^FCHI"
"2017-12-05",0.0129029614343002,0.0261562506811917,0.031941333780725,0.023699101034804,0.0230637937872588,0.0204827680746576,0.0220403325179526,0.0282055595480751,0.0253209469659355,0.0212761435414122,0.0318988424309817,0.023038412292418,0.0271298929303474,0.0227270258592881,0.0207714222941945,0.0179323267671824,0.0310500636723003,0.0474042524256906,0.033851146103248,0.0192491498672398,0.0221962055027327,0.0283995724089106,0.0219244472669367,0.0198021343283071,0.0343002488912937,0.0283712999347322,0.0255956575162439,0.0247079589364312,0.0342693573950945,0.022829279115605,0.0191238063799019,0.0200567744570297,0.024606747115345,0.0220925730407406,0.0287345911139301,0.0310241740349517,0.0166812840828602,0.0651421624697497
"2017-12-06",0.0124232457403794,0.0239632476087176,0.0323074267736147,0.0260443805791139,0.0254325458873199,0.0196475892920938,0.020657398783431,0.0289779243169324,0.027291000902293,0.0210045122834028,0.0323145666779963,0.0213495353053641,0.0278582822358596,0.0226830807663311,0.0210909710664039,0.0182359225276017,0.0300867874721017,0.048604360495776,0.0335679061428868,0.0207699860774756,0.0210654873462264,0.0279292883964363,0.0211231596162684,0.019956166652814,0.0342228611393558,0.0295151113361124,0.0263271294894689,0.025640048019517,0.0330043581229034,0.023674564477056,0.0188465416910456,0.0210227296197273,0.0236818228760689,0.0230902428283506,0.0274317749164476,0.0286444427756835,0.0170031525023991,0.0635104472590234
"2017-12-07",0.0128510659887843,0.0226052390728033,0.0351107663041983,0.0256758318322536,0.0267058228722972,0.0186755593578045,0.0208951304515074,0.0311732830845119,0.0270957632008047,0.020908957468917,0.0348612950834732,0.0215348343894035,0.0267723341462857,0.0250516296491491,0.0214618746662089,0.0176273679727476,0.0297244397486812,0.0460772654305197,0.0359476588003917,0.0182596510950435,0.0198924802031335,0.0285604133196916,0.0210363129963969,0.0187716220042919,0.0351525566021304,0.0286290690964936,0.024795015198452,0.0233768654281611,0.0341295809629447,0.0229609978813469,0.0190279155250735,0.019580378447968,0.0235575193284987,0.0241241810702988,0.0274733468796295,0.0300035683285735,0.0158942594247288,0.0640181466864004
"2017-12-08",0.0124060654980215,0.0217104993967359,0.0346583548916784,0.0275902804529548,0.0253571130373549,0.0190804220335601,0.0209514187931823,0.0303915756513194,0.0250784963351131,0.0213278755724097,0.0375156011243334,0.0212240844163251,0.0296207835231032,0.0241364967069999,0.0201526657951425,0.016849804146505,0.033030595539237,0.0471901870175929,0.032328920038827,0.017391663272217,0.0208850095374627,0.0245187380495142,0.0211933755664273,0.0182520673835326,0.0353627485953173,0.0300135946483487,0.0256714462246679,0.02647955528664,0.034642204788837,0.0219272514506762,0.0187441259749155,0.0177836551248358,0.023233894374169,0.0245227408980509,0.0274029337795449,0.0298850303258684,0.0153758267670223,0.0661128979815565
"2017-12-11",0.0121205903295612,0.0221476772923149,0.0338197483317414,0.0267416939864975,0.0255513800978991,0.0192951805559567,0.0224108791195797,0.0311574705848932,0.0253168005151699,0.0204338320884586,0.0330565917134501,0.0210289298923529,0.0305982290141826,0.024587443195676,0.0197585792868119,0.0164292943588436,0.0379672028608383,0.0493924459920674,0.0307853246413789,0.017941527401812,0.024162760078921,0.025407130931282,0.0209282300900943,0.0183401194173979,0.0354662874933883,0.027756575653857,0.0224810417105884,0.0267806766950099,0.0320485007740907,0.0224590174425685,0.0174258447042594,0.0186688272239796,0.0277118314076797,0.0235403381882298,0.0255904798966233,0.0298460881435212,0.0141121665048774,0.0667332623841456
"2017-12-12",0.0133911476061507,0.0215586772539936,0.0358829501405686,0.0285353575274816,0.0241416597625409,0.0200723753214194,0.0225105569552199,0.0306974366107441,0.0242972134836533,0.0179441344294235,0.0335659182914507,0.0221191176180291,0.0312465461102818,0.0282649128201502,0.0185709218514604,0.0174533096469176,0.0359680740231543,0.0455012223347401,0.0305116668814577,0.0180888869493026,0.0276981557476902,0.0235493783475953,0.0172321850935972,0.016633601456371,0.0315773517824952,0.0286841211219201,0.0233146572549317,0.0285991220815809,0.0317860070709511,0.0233637261526202,0.0178096816147328,0.0203422816945161,0.0286952553032943,0.0218356432151785,0.0276918067405459,0.0308707765192488,0.0147169395545886,0.0652772236300021
"2017-12-13",0.0126287648573675,0.0213525256198629,0.0383749899830021,0.0297608833133653,0.0238215518210696,0.0210752470049534,0.0223884277332764,0.029020115902133,0.0234605114043279,0.0180063080055446,0.0366802377191667,0.0219738888999048,0.0312394504249936,0.0282066187952042,0.0187090495536977,0.0165444922055593,0.0355063830650231,0.0471181204580154,0.031430767124132,0.0178440647550718,0.0229427876065562,0.0249253482201284,0.0182694500161874,0.0167173936272456,0.0312833282387221,0.029453647109849,0.0233388069723567,0.0289814707804209,0.0307632196536885,0.0234071673271906,0.0172473467863156,0.0218336371227409,0.025977224569681,0.0224576107018342,0.0280860979076833,0.0305189005628906,0.0146272692720355,0.0640268948788019
"2017-12-14",0.0119361206120302,0.0202888744757498,0.0339403624290804,0.027301884328239,0.0187920545784896,0.0206740554240159,0.0213415104110638,0.0287758631522012,0.0210167237562989,0.0163688780238284,0.0364884652676133,0.0209937997535483,0.0310760499850432,0.0317352917625462,0.016378057109895,0.0149489303011162,0.0395674864579741,0.0518592593479206,0.0306387402881483,0.0160200006585406,0.0230106438884195,0.0244685824992569,0.0165792072015865,0.0150560155945404,0.0341657663527297,0.0314830672021903,0.0237066218887978,0.0289276570563001,0.0338946806922949,0.0213641794464596,0.0173142829369755,0.0219180286263838,0.0282557190235094,0.0237587098912309,0.0294802957125985,0.0298925447367763,0.0168119475380779,0.0697696415885294
"2017-12-15",0.0111183699570871,0.0204514386915254,0.0372961705033675,0.0307257753426064,0.0180033373440462,0.0239383153859496,0.0223096411218072,0.026526590495226,0.0222910609043005,0.0157325423417652,0.0335360576729687,0.019929559240062,0.0326839748809619,0.0295592769026453,0.0163080780536418,0.0149096020212727,0.0375062033235941,0.0566210688672358,0.0322135146986105,0.0150948814140255,0.0221859038553484,0.0233175887097251,0.0180121136081318,0.0146705977476489,0.0344991840215788,0.0314481739486701,0.0226993096664542,0.0307160848169577,0.0354546741265389,0.0201462807289906,0.0154623575279034,0.0216542580302721,0.0292270650631351,0.0231663682677961,0.0236170738240898,0.0296585044319395,0.0152913495274295,0.0720176529346903
"2017-12-18",0.0124161028587456,0.021021083095324,0.0471583131401842,0.0326340364015049,0.0195677659326792,0.0236980945812629,0.0212922321617834,0.0283190636947556,0.0233870358391178,0.0158405157034718,0.0326101408680832,0.018656340438191,0.0267872497319606,0.0259435719786269,0.016195370690377,0.0133749765944468,0.0403324746621608,0.0572449714677167,0.0378765075091885,0.0171037150669769,0.0202058608980832,0.0215206634785831,0.0182952794310743,0.0151130007085249,0.0342297178663347,0.0313108245328521,0.0242324308858029,0.0241635793811845,0.0342207144251934,0.0206426746454759,0.0155053271803647,0.0191383832392514,0.0254261394566746,0.0183597119416188,0.0208407103967538,0.0308351800388567,0.013987278509067,0.0805129605677463
"2017-12-19",0.0139105410836192,0.0215495235101207,0.0496240656934091,0.030551695028129,0.0183285097021381,0.0225152714410778,0.0217495798675266,0.0253865192050184,0.025183478098458,0.0190700768407544,0.0274003907653956,0.0195400488930016,0.027504975425502,0.0260892763631141,0.0196952602257732,0.0136624791419407,0.036170345060637,0.0531678429700914,0.0354938512231741,0.0189732889606778,0.0222339030199271,0.0260035647403398,0.0190893919090092,0.017177498674324,0.0346897800768798,0.0282056205372761,0.021918038330436,0.0231155842174319,0.0380659534728211,0.0220286598454223,0.0175751109875894,0.0174942121119598,0.0236867352812864,0.0224349452229693,0.0219564434918986,0.0274835184636709,0.0163248221411422,0.0749491979760575
"2017-12-20",0.0138866183334977,0.0197932403767323,0.0508781449365906,0.0303474348130045,0.0186556651188494,0.0261469378066756,0.0220246909253851,0.029355795117176,0.0233496209238507,0.0185856720074152,0.0267962840531321,0.0206530650838325,0.0253782010998525,0.0259973138701944,0.0218170506710251,0.0146347820862365,0.0339091304157691,0.052332780857162,0.036559119646059,0.018940500921615,0.0203316414784614,0.0241659147063297,0.0199732583121217,0.0177600131252619,0.0330841949009268,0.0275284649910199,0.0249831437400148,0.0240798991065094,0.034074921995151,0.0211120186322359,0.0170791388264628,0.01673765608372,0.0225202575506637,0.0243662001498469,0.0216258213312948,0.0290664999422418,0.0187295882871206,0.0727393177765616
"2017-12-21",0.0139276351495166,0.0199759226576254,0.0494804774907792,0.0312206608662928,0.0175219551688806,0.0261284332461117,0.0236433589983212,0.0279211464760052,0.0225332328308317,0.0189743904876981,0.0295069073039669,0.0206594139584876,0.0254560070712292,0.025939314674506,0.0204209318815636,0.0145182369793166,0.0364477637609567,0.0517452121935525,0.0349340223320458,0.0188925466359596,0.0195105892900254,0.0230861178938341,0.0191818734292913,0.0176192747150876,0.031878603295362,0.0280209091275558,0.0239451660083149,0.0225805066198905,0.0307916070540892,0.0220265615553428,0.017088558878858,0.0183179104360886,0.0244347495533546,0.0237042913738925,0.0217875329272748,0.0302593913698174,0.0204723561663095,0.0754464301419639
"2017-12-22",0.0136674815838669,0.0188281700775352,0.0450425550404931,0.030616175838135,0.0183310659173134,0.0268658515911613,0.0232233638077869,0.0286334998457295,0.021142484629312,0.0174758728869171,0.0323633397691618,0.021586049751432,0.0263357583705404,0.0255254959740862,0.0221901397887554,0.0140261894611307,0.0352197017892836,0.0532493991429422,0.0338551999450572,0.0178904403069335,0.023484040835177,0.0229155790843239,0.0189333093732927,0.0185446696914496,0.0304563533200137,0.0284039027230971,0.023149573863771,0.0248594238511978,0.0286857048450907,0.0224193432918005,0.0168307315353696,0.0176478506978566,0.0251491609890443,0.0239772198515475,0.0218265769497406,0.0284202420760682,0.019488125316134,0.0787399561874518
"2017-12-26",0.0139759518351992,0.0173099094382377,0.0469871814996112,0.0355437340744218,0.0170564055626889,0.023414143578743,0.0243295662052654,0.027821027828517,0.0220781219286404,0.0174091237938439,0.0299055644107452,0.0223840977226633,0.0250690405399332,0.02447184820132,0.0193335398266517,0.0146077653783052,0.0383300789769293,0.0515716800830889,0.0370333197011409,0.0178627520018847,0.0236061166756092,0.0235232380180036,0.0185413826640142,0.0176140147619664,0.0312465838928254,0.0279946318770094,0.0228658274476846,0.0263148711290071,0.0324382571055497,0.0208280618469272,0.0174016184742486,0.0176793069185476,0.0243522455711329,0.0225953340325266,0.0226396268236705,0.0300484637493602,0.0181877463643757,0.0756278200597102
"2017-12-27",0.0135999847375583,0.0172047177274819,0.0520762761330844,0.0348187883610243,0.0173065710491622,0.0231341069205953,0.0245048631812473,0.02717835112001,0.0216810102719012,0.0172502583939322,0.0281158223015893,0.0212253338907728,0.0253701215917007,0.0247205089829254,0.0201160562753714,0.0146725965201621,0.0395436488310231,0.0527668267547141,0.0365543631313851,0.0162088877391083,0.0234946085551954,0.0228891401139997,0.0178342977245555,0.0175055011213644,0.0309892692782483,0.0282552470666099,0.0237697701408921,0.0264316726051283,0.0344542564258459,0.0213766605084774,0.0165901094476614,0.0175016153807649,0.0235826534425166,0.0234244466622099,0.0220574633083777,0.0307177489842539,0.0151843669270412,0.0758920783921079
"2017-12-28",0.0140602844696614,0.016751255206284,0.0500226671644382,0.0357530131119502,0.0183671875755319,0.0203497899679783,0.0272297710117137,0.0217895075233982,0.0250098761775899,0.0172661313554154,0.0293114815773346,0.0217846403285704,0.0271153081766558,0.0247017910361761,0.0195692731435935,0.0143513791448668,0.0369528697594203,0.0575391956126235,0.0348552349531824,0.0167258628351178,0.0206747866485587,0.0219473421231654,0.0174130204698162,0.0180057690295956,0.0287365420778985,0.0271899532024061,0.0266297260028932,0.0317543357645711,0.0342721285296395,0.0217191687669865,0.0154404178980582,0.0183087211085357,0.0275410636158627,0.0235710368934494,0.0223336545651118,0.0228500139751754,0.015860058591132,0.0762457406056417
"2017-12-29",0.0130963062594796,0.0135816642583028,0.0490709161606346,0.0351132630381472,0.0176662252074973,0.0203415261600484,0.0278245894814368,0.0205623429460338,0.0253713102765793,0.0150201506623069,0.0322910818733756,0.0219399672053487,0.0263726531929314,0.027788022988773,0.0192257284932835,0.0150916816042015,0.036540204005628,0.0582413980635332,0.0378261245098424,0.015382357858538,0.0159586207025603,0.017867541245459,0.0173501228818857,0.0157558075563427,0.0296694158157187,0.0289223989968347,0.0282117421344474,0.0338677905191753,0.0376337549432194,0.0229595925239619,0.0143991289406969,0.015322854193615,0.0287227610886032,0.022732134261932,0.0226733422269158,0.022290470435063,0.0156069722476234,0.0817080350400234
"2018-01-02",0.012241319201177,0.0131836838559689,0.0459524339470311,0.0286420197696549,0.0184481429831678,0.0213467979606753,0.0257190976414179,0.0203507428158323,0.0237786787056376,0.0143862008050816,0.0331778739644505,0.021263056745485,0.0245025591485297,0.0278349129858519,0.0196309930031131,0.0147795889610218,0.0362254987660369,0.0582260368418991,0.038769149226014,0.0141706154238389,0.0167610544814343,0.0169288549364632,0.0169122058897152,0.0147527984202974,0.0293767102509353,0.0269480443159322,0.0315341234732745,0.0362577725801421,0.0407923288286866,0.0244173571189616,0.0136424549294254,0.0147874326950925,0.034380644236918,0.0188736318975696,0.0286063233519033,0.0253674169411916,0.0154095700616097,0.0816218728385622
"2018-01-03",0.0115792430096654,0.0131350963734321,0.0446410471934561,0.0288906352352769,0.0186562201681462,0.0215921985838784,0.0262818011384881,0.0211061874412973,0.0241541235567127,0.0123685292585771,0.0354125407316456,0.0220147016115965,0.0239981672364873,0.0274040855013833,0.0188257144524614,0.0149782517910457,0.0360207562541674,0.0543126628935273,0.0344328376513446,0.0145207320165577,0.0173821362159451,0.0176771841546552,0.0179151004037638,0.0152033978936675,0.0280740967246695,0.0260904423449159,0.0318086451312428,0.0357653368459514,0.0453086211951083,0.0235695682226856,0.0149376861169375,0.0139435880733697,0.0324470501038314,0.0207099889385178,0.0324300148054954,0.0248957840393792,0.0134365431889606,0.0840792835017563
"2018-01-04",0.0117822188346512,0.0130553622540206,0.0439634818120241,0.0265589781696639,0.0170161866791887,0.0253252237923178,0.0289496466921406,0.0171514369191763,0.0239944689063416,0.01365030500325,0.0346995781440752,0.0237657540534054,0.0226073663838794,0.0365827154571666,0.0188727078745684,0.01740533846855,0.036660535105456,0.0578989644694603,0.0325485861998365,0.0147729528615781,0.0158084568917532,0.0171194162570813,0.01785900299776,0.0158583027937439,0.0311036594685635,0.0258774258921846,0.0317234068842828,0.0292598735123854,0.0462623667942477,0.0232223339028782,0.0127634408546554,0.0143774437146504,0.034339329916455,0.0226981615420167,0.0269972342342515,0.0231977308540039,0.0142325408931269,0.0800380645152089
"2018-01-05",0.0116167030607009,0.0127352876698368,0.0482682314939582,0.0256619749953241,0.0165140959679056,0.021704915264064,0.0305032257757979,0.0166757509318998,0.0255512033691892,0.0135301397579829,0.0336950855014302,0.0265389326684325,0.0255590326713219,0.0342388227502903,0.0155088446451229,0.0165525107289535,0.0353222566844846,0.058359573116704,0.0327728230546977,0.0146364244982278,0.0199684423272531,0.0162987515986401,0.0188819523805959,0.0173978254340621,0.0331097902486301,0.0259282893710327,0.0321816218317416,0.0287881110866447,0.0437855086742165,0.0256048742571884,0.0126289682012483,0.0134959634239488,0.0322653145848153,0.0213100286629568,0.0263090903479153,0.0230158993666418,0.014169686309183,0.0789140472869609
"2018-01-08",0.0113560569403895,0.0131047911648952,0.0467848207057825,0.0243284869781579,0.0170897501511844,0.0208497159349378,0.0307886032783851,0.0171399061925252,0.0237018365509961,0.013034429767524,0.0332001296487497,0.0278408177970747,0.0273088193900459,0.031847087321687,0.0161803647405139,0.0154568771882569,0.0364988928687862,0.0586272814705203,0.033872371328643,0.0143511261996788,0.0193012100127114,0.0178207685528077,0.0174819265641134,0.0179931110655545,0.0331391914003467,0.0235791754719669,0.0327927542930425,0.0277857919830852,0.0455817566678041,0.0262374392380662,0.0120865623487631,0.013674151822101,0.0319832573509562,0.0222700439826679,0.0264734727263803,0.0250774511548974,0.0143716880286734,0.0789880817173285
"2018-01-09",0.0121623651341438,0.0124077921918863,0.0447324563260594,0.0261526416765255,0.0167172152480252,0.0202505324616619,0.0302496434248035,0.0183492334703942,0.0266173418048206,0.014073952116709,0.0333967439790801,0.0286185507537301,0.0280635886549148,0.0286168691913509,0.0168289463738845,0.016221892609141,0.0383060329487317,0.0477735969507714,0.0315872462642213,0.0156669048437242,0.0183744572257216,0.0164926875097118,0.0190261087710532,0.0178131291701576,0.0356867937811797,0.0315515518825757,0.0325513360786814,0.0282619841734731,0.0461410440613252,0.0259773604740046,0.0124312253749256,0.0125496303440428,0.0297442037212092,0.0187349638736486,0.026345922327371,0.0251417691069668,0.0155698177641243,0.0808124679352481
"2018-01-10",0.0114192975019103,0.0125485783933925,0.0440543099327358,0.0277490044136407,0.0170075805842617,0.0219677244657304,0.0320613871625286,0.016540979320725,0.026230492021954,0.0132628810365268,0.0329382730924115,0.0277070371118271,0.0263825328938039,0.0285573152431704,0.0165955196018692,0.0142958528034739,0.0337250402958324,0.0517823285420879,0.02930569827687,0.016196927348478,0.0190913038401647,0.0162168871372811,0.0184013157972219,0.0167982872503912,0.0369618636978603,0.0318202533548237,0.0319270607340576,0.0307644174253796,0.0439542192381527,0.0265801008180071,0.0129258974647778,0.0117132806375996,0.0330795304555057,0.0198497854301438,0.0254775444836703,0.0260860729802848,0.0155508982367753,0.0824725209746728
"2018-01-11",0.0121186655612758,0.0119080125041211,0.0431446584118051,0.030943766131344,0.0177853354814611,0.0242290567730359,0.0330187011194197,0.0157889304712663,0.0253977176016297,0.0137281842714572,0.0325330530237856,0.0286483289096599,0.0258566306643056,0.0316144769271084,0.0171009125062969,0.0149768702771619,0.0301050436868987,0.0474880896027683,0.0301453140884717,0.0153872398767237,0.0191319805185641,0.0162585058332941,0.0170853955077622,0.0170643596033969,0.0307971763198838,0.034150811169027,0.0290931609535506,0.0307529973666723,0.0459743665601777,0.0277577309764915,0.0130703939462542,0.0126153314848008,0.0408814653236505,0.0184641640571459,0.0288651575155759,0.0257537787531521,0.0150296441789952,0.0753345920416084
"2018-01-12",0.0119472825256762,0.0117797796467235,0.0403369484360691,0.0287827745026479,0.018305321100695,0.0245216141261925,0.0338280283882688,0.0145356900680777,0.0252973340962446,0.0150374233734565,0.0334610100697507,0.0282052655136517,0.0247088388941647,0.0330697379973405,0.0168856502384445,0.0144688840196853,0.0292521568675843,0.0472557147582267,0.0315139974158,0.0165761063201981,0.0187939575116865,0.0165742589899757,0.0176443435707478,0.0156452943410292,0.0315770727732351,0.0358650102314434,0.0314291347069249,0.03005320807049,0.0465766809425742,0.0278022465338679,0.0132633380340624,0.0133183225626708,0.0416380797763718,0.0180204512498631,0.0230748488930713,0.0255993336684694,0.0162934777708756,0.077061382013743
"2018-01-16",0.011494352036014,0.0115754755200416,0.0372517516168438,0.0301232668857089,0.0182121659580236,0.0228081053204048,0.0373512327548042,0.0151016137023954,0.0252186998131642,0.0145913081307798,0.0320864282117578,0.0293575087466685,0.0259524913211213,0.0304182550047851,0.016652616884839,0.0137330994190145,0.0316072167929944,0.0444841921588052,0.0279773613303258,0.0150228470601695,0.0199376706235179,0.0188990120997378,0.0182853976018685,0.016818619641669,0.0338108378469958,0.0369677655411622,0.0315465819058843,0.0294550376148716,0.0460944009319775,0.0294872446405468,0.0126256597250198,0.0143474620249879,0.0395323974137593,0.0185182737548482,0.0252842936024275,0.0254761905549834,0.0164737515282234,0.0754194142788575
