"","MC.PA","ORA.PA","BNP.PA","BMW.DE","BBVA.MC","G.MI","FRE.DE","PHIA.AS","INGA.AS","SU.PA","ENGI.PA","IBE.MC","ALV.DE","AI.PA","OR.PA","DTE.DE","DBK.DE","ABI.BR","BN.PA","BAYN.DE","ENEL.MI","ITX.MC","AIR.PA","DPW.DE","ASML.AS","SAN.PA","CA.PA","ENI.MI","SAF.PA","ADS.DE","AD.AS","CS.PA","SAN.MC","BAS.DE","BMW3.DE","CRG.IR","SGO.PA","DAI.DE","EOAN.DE","ISP.MI","MUV2.DE","NOKIA.HE","SAP.DE","SIE.DE","GLE.PA","TEF.MC","FP.PA","UNA.AS","DG.PA","VIV.PA","VOW3.DE"
"2018-05-25",0.0123182364619415,0.0239466098136633,0.0296646493761741,0.0265798944392642,0.0236509200125717,0.0254872497678685,0.0192278358548033,0.0175487608105907,0.0210192873365551,0.0183226833585483,0.0202367621459864,0.0150589587836743,0.0267879235072484,0.020320324377761,0.0165568052227869,0.0165878208761874,0.0149475256489847,0.0189421636757503,0.0234830270398593,0.0173948239365488,0.0169766696926044,0.0135225748384822,0.0180540060341006,0.018168160910003,0.0170020899867846,0.0174023828613259,0.0176491193643429,0.0273928406455527,0.0196511040142186,0.0211785494402093,0.0144107791759782,0.0199796809336805,0.0269053953067767,0.0202170348393232,0.0256920024320622,0.0132350227234352,0.0170040906800697,0.025053804155258,0.0114520363625757,0.026075668116462,0.0141025790701258,0.0166158995906087,0.015852710926405,0.0193905516345977,0.0286081487681095,0.023729789127258,0.0145564321749786,0.0191368999933774,0.0173163916310856,0.0127184663137083,0.0228668558097316
"2018-05-28",0.012725017181338,0.0230251859578533,0.0302706488856674,0.0252986723965464,0.0254381193703089,0.0247387857551966,0.0172922652169944,0.0188772831322339,0.0215606452769174,0.0191561390510002,0.020037738012018,0.0149015534989934,0.0246152739063869,0.0215753723141642,0.0158513087680405,0.015542433355326,0.0148010437896465,0.0178956469505173,0.0228876278821189,0.0170296337435797,0.0189102726972776,0.0132574784851795,0.0200304425540429,0.0181085568554733,0.0149955931525044,0.0162591822904451,0.0182480486615862,0.0288297578957478,0.0191056191513881,0.0204610690449841,0.0146897016354259,0.0214927267816201,0.0278910721669384,0.0183235710134894,0.0258068583105883,0.0136716228904914,0.0172070004953848,0.0238081786988622,0.0114563192696718,0.0270382211754441,0.0143662584742174,0.0182038204450062,0.0163104923417375,0.0189551703887663,0.029915809049144,0.023073573035398,0.0158775335367889,0.0175933493921566,0.0173805648503177,0.0134303621588806,0.0217813786561932
"2018-05-29",0.0129099013301995,0.0209810671446701,0.0319153061006326,0.0252124997272317,0.0264803316564329,0.0239148255774511,0.0184018389430329,0.0187881137419136,0.0205667467035664,0.0203383298116251,0.0195550356808447,0.0175858790158099,0.0241902867376355,0.0231684851191609,0.0158962018006463,0.0170950916576707,0.0140548626658846,0.0169454790103551,0.0207665428360953,0.0199100625899377,0.0202602021103362,0.013133224372229,0.019322288650987,0.0166675344609783,0.0145975933061671,0.01559837345611,0.0194317396651393,0.0302883251930233,0.0215051352243383,0.0184232993982667,0.013398239161917,0.0212348824059407,0.0281613249426702,0.0188820191152246,0.0257028321828184,0.0140187275711036,0.018064375575941,0.0235113008975416,0.0118816200389903,0.0278341372848852,0.0138395353734856,0.0158710967830476,0.0151562033041232,0.0187169595048221,0.0274284202833464,0.0223258384536801,0.0140950117110576,0.0166414848212057,0.0215922271967515,0.0128127396933073,0.0209264200097684
"2018-05-30",0.0141997790601298,0.0194535232510284,0.0261168590599466,0.0264253825155876,0.0239524728343585,0.0266362652196787,0.016675049550694,0.0196372911271116,0.0194991905810085,0.0184568083567008,0.0193370141524586,0.0186836179316075,0.0279507216581451,0.0214799820411382,0.0152396129322186,0.0180520009362059,0.0155335876351948,0.0156234692908261,0.0209389530466239,0.0224696931194838,0.0225907239671378,0.0142747264503929,0.0197196518115368,0.0163533055702769,0.0162850809577599,0.0153903908827973,0.0181365734575046,0.0267694819131791,0.0188299736795047,0.0175192304805284,0.0130767792937899,0.0213386946448469,0.0264345783848675,0.0198191022848101,0.0261878172428135,0.0141897747513336,0.0173308651125426,0.024785236714593,0.0119913748418817,0.0311324408805281,0.0150066831965897,0.0165122745434283,0.0161975903004024,0.019785980555186,0.0248108078125272,0.0211523820851271,0.0152015451180849,0.0174608374831222,0.0198459371542113,0.0138533227572461,0.0216555613713026
"2018-05-31",0.0150997757818668,0.0182344168433661,0.0259253762008839,0.0266320518141497,0.0249903896145863,0.0260107843881871,0.0169048226363026,0.0199864328235179,0.0190959558250081,0.0183089374783858,0.0185951810561703,0.0172003669578666,0.02791512513372,0.0235975436456198,0.0166316656336842,0.018102264610542,0.015028119209119,0.0158769159922357,0.0205386462766463,0.0230855883082306,0.0221102057206968,0.014080751306974,0.0192839200108342,0.0168732443273491,0.0164706867083414,0.0158798329527889,0.0197003674845919,0.0258264623323616,0.0178195471251686,0.0181795962022177,0.0125973332032183,0.0192259766976405,0.0265343882508019,0.0202442911570865,0.0248933854557712,0.0134463646855013,0.0178050604339353,0.0240891999089893,0.0116287909008558,0.0307441969051178,0.0159352501698903,0.0161812822503565,0.0162959146336419,0.0205677771631372,0.0256440614575426,0.0217393802203361,0.0151774907825502,0.0179585789931598,0.0198000945032773,0.0144992486013139,0.0210069592244633
"2018-06-01",0.0147734347506703,0.0172162090291122,0.0285853875649344,0.0267166867489922,0.0249364422882732,0.0250464707196659,0.0175128385632358,0.0199271929020351,0.0189499588735436,0.0188335183077282,0.0154216313314094,0.0174681448198832,0.0277337907685071,0.0228247663328966,0.0150782862349021,0.0181286257076551,0.016876717089062,0.0144961165415083,0.0201029448155639,0.0259328623873113,0.0229317446174705,0.013638706278439,0.0177176561060156,0.0188915215832703,0.0138338203806578,0.0135893527054343,0.0176013796242832,0.0270948416678115,0.0173348829372846,0.0218407584584587,0.013027526999593,0.019622083976156,0.0249616495204005,0.0220279372605513,0.0257461586145504,0.0149194030187372,0.0190070182490466,0.0229818399729958,0.0122621228182995,0.0297100676192496,0.0181462292698601,0.0149796137673593,0.0169669162056125,0.0226080138853532,0.0252772538875867,0.0196267085364639,0.0153600812840378,0.0165284948778961,0.020556536274822,0.013478560389361,0.0211690934360523
"2018-06-04",0.0147334339708521,0.0170227456115161,0.0271661019159786,0.0278621092890006,0.0256091858376268,0.0244011716945885,0.0175777509308177,0.0205279072025666,0.0189465726029398,0.0184652990836792,0.0156841986387742,0.0185009157200476,0.0262626868114852,0.0223374860938731,0.0144661094533352,0.0191868296719583,0.0156382636320927,0.0140158272998413,0.0206293447506241,0.0270163499412474,0.0216418171955028,0.0151504648595517,0.0178536699186511,0.0175657322843485,0.0128593298335764,0.0151746450128995,0.0171307762635898,0.0252860480477361,0.0167817017419225,0.0203533876699816,0.0132835619259839,0.0214807618586969,0.0248832050016257,0.0226784937800077,0.0264017909707356,0.0156334455825375,0.0188159130993568,0.0231651206351599,0.0120773584054656,0.0303231436088412,0.0165513076130548,0.0152751610626235,0.0156314265271702,0.0248251456355738,0.0255115488882473,0.0210357899510945,0.0155856554489203,0.0165602529726797,0.0195321322903968,0.0133671578538687,0.0215337639073541
"2018-06-05",0.0142736785474462,0.0161969733332769,0.0275136954901659,0.0301717978637105,0.0250957555611017,0.0235206905269354,0.0184432469583381,0.0202508190438427,0.0197205377785718,0.0179648728332555,0.0163962701658812,0.0183378093820938,0.0266526874977812,0.0203475988749772,0.0145645474236782,0.0196307137759978,0.0156915643096919,0.0142806144520987,0.0207963495106267,0.0268158333988665,0.0201050661417762,0.0141669057227586,0.0191809992089666,0.0181397217569737,0.0127933609471421,0.0152662460112229,0.0187152527451773,0.0230568294679775,0.0171836996060225,0.019971593420115,0.0129668017145476,0.0224837168678789,0.0239784337635737,0.0230564152807349,0.0256057320345033,0.0159004147605499,0.0185089929030135,0.0252625832480949,0.0118338491562501,0.0264462993317331,0.0178592528305894,0.015660619525761,0.0152071159729694,0.0257025510019708,0.0278662825734174,0.019256601368156,0.0153256875961908,0.0153176121732756,0.0199121244657872,0.0143145113639233,0.0222886703106088
"2018-06-06",0.0148308000231414,0.0168061331249958,0.02772681008812,0.0300217409212447,0.0265579518729559,0.0239790730157374,0.0182672001164834,0.020578446137625,0.0196389265864249,0.0189011522119866,0.01563649384407,0.0176482302949383,0.0260340284787095,0.0213641956296672,0.0147292413469642,0.0196531035999546,0.01594818644212,0.0140539714450872,0.0218121829105614,0.0221584169939159,0.0202794987381839,0.0146543135331654,0.0193720751279249,0.0171254208508139,0.0135219202100328,0.0135071314928327,0.0189453180927034,0.0226054440672933,0.0175714735137622,0.0208487951624604,0.0129475450087384,0.0203408856757113,0.0243049779838451,0.0231569281322949,0.0260535924045585,0.0154974784302259,0.0184794146525837,0.0263226483599528,0.0117813077861799,0.02817755670214,0.017704944596556,0.0160040373992073,0.0158203802553552,0.025872341812415,0.0257628266367268,0.0197564508955537,0.0150720044003851,0.0155543715066549,0.0202327645904472,0.0130369376981639,0.0233429291984279
"2018-06-07",0.0143243860952898,0.0163992969918373,0.0277572327488962,0.0312831723376528,0.0272196376695504,0.0228522171638145,0.0167506530956604,0.020706807748889,0.0211497411580569,0.0172642096038528,0.0159415382763675,0.0197063055652182,0.0260445988711574,0.020170918207848,0.0160544435302825,0.021308936084872,0.0154980256672036,0.014094240435667,0.0215821238103238,0.0231863137132691,0.0219002122163187,0.0155514263827358,0.018878833403615,0.015770536425458,0.0139613682955278,0.013046531215493,0.0191760809271504,0.0218544888215729,0.016050907987828,0.0200806148668018,0.0132242628981333,0.0209230192533277,0.0248983489592048,0.0227073215537286,0.0256340863983561,0.01552180886786,0.0191249634256897,0.0242423173441824,0.0123274526727575,0.0280505705508182,0.0177423840282299,0.0143612280758776,0.0165117711525812,0.0260350145140274,0.0264923198262945,0.0196818903293533,0.0153135580902384,0.0157911083141458,0.0196315353457695,0.0132943330943846,0.0229249059868291
"2018-06-08",0.0123044681354715,0.0166945482442128,0.0275024943223018,0.0302587220930128,0.028725345818825,0.0233443281589464,0.0160991762543108,0.0191968290118792,0.0219999688296312,0.0166034561373349,0.0168481820623317,0.021047357746483,0.0257730901273219,0.019520578921291,0.0154347922111646,0.0203548353490455,0.0167084722169028,0.0144072521791925,0.0223062058738662,0.0208114627798725,0.0211948311759334,0.0162504844832125,0.0171727437418548,0.0172897911962755,0.0135148580624481,0.0129303190155868,0.0224739083603514,0.0230608818970987,0.0164382527295695,0.0188641896520639,0.0120371471585304,0.021604571958691,0.0249838556949097,0.0228179151465342,0.0269352417149915,0.0156973496019787,0.0192107288492504,0.0254274925428982,0.0118790300703511,0.0261831009819229,0.0172766605282281,0.0155837059044786,0.0157380714483069,0.0243306410457423,0.0251826846059979,0.0207206918261847,0.015968283355028,0.0155662151945464,0.0194844737764769,0.0135165796973148,0.0247237321098444
"2018-06-11",0.0123368168775591,0.0157345447389005,0.0288682889116361,0.0311404918159176,0.0288475692194097,0.0225832670279582,0.0153697067749304,0.0200222755897362,0.0219903540996126,0.0161240507196586,0.0166822522637832,0.0203093671987913,0.0252635420169924,0.019352490113706,0.0152109655536388,0.0198208259872503,0.0154370375837094,0.0154017238722103,0.0216611956538875,0.0212090385169329,0.0215998372749442,0.0195527537351805,0.0181478754198315,0.01714325123306,0.0148189347903071,0.0130651570949168,0.021662240429957,0.0227627643529309,0.0158717684295797,0.0167273356411166,0.01460791981801,0.0219619496501885,0.0260048077800217,0.022142100706027,0.027444136006805,0.0165066976227451,0.0170036521105687,0.0250343377207786,0.0117268428870522,0.0249784763369334,0.017181320398588,0.0145432632678341,0.0158043092657066,0.0224699086139948,0.0268111230303017,0.0232208812190504,0.0147398303743581,0.0152645990059662,0.0184551686339696,0.0138055798712397,0.0255753727418152
"2018-06-12",0.0125127828978743,0.0164144717233628,0.0278113678513136,0.0303487374127538,0.0284619014502131,0.0228603589238661,0.0160006522425069,0.0200849619607081,0.0214180273223267,0.0162746050806463,0.0164002140803525,0.0206038506275732,0.025319876075177,0.0203936050348593,0.0150155750841437,0.0213227083687621,0.0159770565128167,0.0151882138704298,0.0227472903762109,0.017930395684611,0.023097769198371,0.0187253955309724,0.0180906031159033,0.0158944789187364,0.0149903295362222,0.0135864853821187,0.0200500599035043,0.0251206025348717,0.014997434172733,0.0160014084209018,0.0151658681400128,0.0224616757981422,0.0251546973001455,0.0228389774619213,0.027606824871025,0.0170801710679535,0.0165194328607772,0.023972795085398,0.0125459993140848,0.0265255429934539,0.0186333890027705,0.0153496523512298,0.0157268983355231,0.0235124428927295,0.0266881999212271,0.0212106726667661,0.0148243707513926,0.0153062975285918,0.0180078710765994,0.0137770620765654,0.0234499392088479
"2018-06-13",0.0141575329526905,0.0173695801730598,0.025952356895251,0.0302552057100491,0.0308588487113233,0.0226289334827209,0.0153693687504209,0.0199159875009159,0.0221549497388845,0.0166762750476157,0.0155719379300351,0.019595234574361,0.0246436813059324,0.0192913631923301,0.0153615650766178,0.0198434517631723,0.0178224596225428,0.0153925560698855,0.0224869464355573,0.0167098450049889,0.0224907936818413,0.0179174923712331,0.0181298010327199,0.0156004910137848,0.0155055648385589,0.0140812819265337,0.0192107286825178,0.0243628424916121,0.0152038084956455,0.0167518896034261,0.0147619922006277,0.0223341845038179,0.0260773763067625,0.0233001026420512,0.0279920318732797,0.0178791274523016,0.0169236605624792,0.0220313189998909,0.0126956652854451,0.0267519950789334,0.0183094995365992,0.0147343908504675,0.016340756940609,0.0234136508372445,0.0248155114996295,0.0223563825583461,0.014217608720943,0.0143683652904911,0.0186188239371294,0.0144310820094124,0.026333698837311
"2018-06-14",0.0142839828748712,0.0173318943831929,0.0254542565670239,0.0300114131954007,0.0295650307457577,0.022563194971406,0.0159905700300125,0.0225976120986327,0.0187097669072702,0.0180762256762951,0.0166166044972069,0.0203771001250798,0.0243769262444421,0.0200646068251744,0.0159257790867697,0.0206564397221756,0.0157631773197544,0.0147200242293567,0.0260035284952796,0.0165100962720752,0.0210654031290142,0.0175180057821882,0.0153517725131442,0.0155261900828195,0.0148645213939806,0.0145408896865986,0.0198230281706699,0.0232616531704185,0.015018785823108,0.0166241601328323,0.0175007819225148,0.0204601944055677,0.0268786867075138,0.0198849191650231,0.0280768183637785,0.0206735976413535,0.017244153660983,0.0221129075920776,0.0113950262445421,0.0259986567378709,0.0183405485375893,0.0152646869270872,0.0156100302024017,0.0214637507493181,0.0255083767126358,0.0241814848686851,0.0168870747279173,0.0149016380476181,0.0194106945649387,0.0149837150468755,0.0240296170217567
"2018-06-15",0.0148762627190134,0.0183661134983016,0.0253207922466714,0.0314657481037622,0.0302490897522113,0.0212120015720523,0.0161331680497817,0.0245864592146626,0.0210839568650373,0.0174781167702849,0.0155310111649053,0.0208239692453428,0.0254386898202908,0.0216445386812373,0.0148941985756665,0.0209379573358737,0.0158038246341093,0.0139780824829019,0.0241912498955772,0.0172993008553847,0.021839522508647,0.0168415845773658,0.0170486589043634,0.0157598314140301,0.0155636984455141,0.0131107629042948,0.0186220285884852,0.0212197197887999,0.0146908711039749,0.0172401543510525,0.015918387291761,0.0200405380827864,0.0256513929602449,0.0217575254718687,0.0274134989526543,0.021515784460498,0.0170572427014967,0.0232733268987429,0.0117178085292672,0.0234333202882951,0.0195340920900406,0.0142314981965042,0.0165694273244085,0.0215682563363809,0.0233029920083252,0.0226805599023039,0.01571757685175,0.0140106081943742,0.0194900999034737,0.0158856236554598,0.0259790758297678
"2018-06-18",0.0158284747786308,0.0189411816752571,0.0244923020552474,0.0289136623595027,0.0287210518090633,0.0214367825619521,0.0163806029437474,0.024631245427294,0.018082504586346,0.0181118726560514,0.0155269785639018,0.0197507079619369,0.0249407921156676,0.0220943094432235,0.0149687658844333,0.0209581758460144,0.0152768471254895,0.0144162821101715,0.0244676393210124,0.0169640644373991,0.0206152450299562,0.0169712618532525,0.0163281099595237,0.0152992930538621,0.0164775788355563,0.0139275823357885,0.0185932410037649,0.0219829986089591,0.0164693710829846,0.0169628970223992,0.0169964983724558,0.0210022988173781,0.0260477031475192,0.0212360513598866,0.0273070678210579,0.021739380301415,0.0167353893143375,0.0234037890428171,0.0111143505932319,0.0239259425103664,0.0202860935581182,0.0144272995085267,0.0163716619419375,0.0244272332981483,0.0241812754998044,0.0232476983815673,0.0140340761413004,0.0141676659159024,0.0202297727443541,0.0154420370818248,0.025144892199661
"2018-06-19",0.0174570585479889,0.0184373710558268,0.0243361249623351,0.0283797034379513,0.0271605594485225,0.0220697385408911,0.0165883844023243,0.0263021316262481,0.016671624306891,0.0196607584662482,0.0162672248976575,0.0207091533406449,0.025709873312957,0.0277508411106879,0.0159898180603337,0.0217764542816758,0.0137913249484164,0.0138588467592133,0.021750448278515,0.016976917582495,0.021894340649314,0.0157460077722452,0.0186586279068235,0.0141387471592742,0.0163958599896855,0.0126379510351027,0.0183682733283116,0.0223862414961292,0.0182071015040387,0.0166623174985177,0.0168635121238155,0.0193439749966129,0.0244108462692074,0.0229119736360952,0.0243311121486103,0.0228296093626588,0.0170835036132429,0.0230537249814878,0.0112732886295274,0.0233362516999011,0.0204470998890202,0.0157184730750385,0.0160822298420444,0.0253821729417591,0.0231539303682126,0.0220363666905217,0.0136539125846969,0.013731935699261,0.0179541137701097,0.0166331591627673,0.0230289828081427
