"","timexxx","coeff"
"1","2017-11-15",0.424137105819134
"2","2017-11-16",0.426326944198489
"3","2017-11-17",0.406158093384134
"4","2017-11-20",0.406375976146362
"5","2017-11-21",0.413982622444165
"6","2017-11-22",0.429155932655948
"7","2017-11-23",0.425519612245417
"8","2017-11-24",0.333270035307181
"9","2017-11-27",0.322814574361063
"10","2017-11-28",0.325423123547953
"11","2017-11-29",0.329351231213736
"12","2017-11-30",0.325850710454038
"13","2017-12-01",0.33167902394955
"14","2017-12-04",0.315730348763173
"15","2017-12-05",0.30446873302162
"16","2017-12-06",0.297200004448533
"17","2017-12-07",0.31869386896832
"18","2017-12-08",0.332496992652153
"19","2017-12-11",0.292817869148473
"20","2017-12-12",0.290622887923794
"21","2017-12-13",0.325362120010004
"22","2017-12-14",0.313160625850334
"23","2017-12-15",0.346364686752706
"24","2017-12-18",0.351433549014081
"25","2017-12-19",0.331790678764856
"26","2017-12-20",0.341802796243988
"27","2017-12-21",0.336567874632086
"28","2017-12-22",0.332960903662838
"29","2017-12-27",0.327615206953673
"30","2017-12-28",0.322813593223377
"31","2017-12-29",0.336198311610003
"32","2018-01-02",0.334788162674168
"33","2018-01-03",0.351634575751803
"34","2018-01-04",0.370052917257614
"35","2018-01-05",0.376138055783004
"36","2018-01-08",0.378482059800437
"37","2018-01-09",0.379876242972898
"38","2018-01-10",0.359492945262568
"39","2018-01-11",0.364153885437719
"40","2018-01-12",0.393659492484555
"41","2018-01-15",0.371042751382052
"42","2018-01-16",0.346844802987802
"43","2018-01-17",0.365688806809092
"44","2018-01-18",0.373728089843445
"45","2018-01-19",0.370805838490195
"46","2018-01-22",0.379234174944078
"47","2018-01-23",0.38182090035632
"48","2018-01-24",0.472607351206912
"49","2018-01-25",0.465951374422898
"50","2018-01-26",0.483275775855718
"51","2018-01-29",0.462167087419646
"52","2018-01-30",0.457227911927069
"53","2018-01-31",0.437886051284827
"54","2018-02-01",0.424933689815954
"55","2018-02-02",0.437002741206704
"56","2018-02-05",0.418370502726491
"57","2018-02-06",0.398629256874891
"58","2018-02-07",0.42749812056331
"59","2018-02-08",0.416614973619693
"60","2018-02-09",0.420201803654883
"61","2018-02-12",0.383901400863697
"62","2018-02-13",0.390284325423098
"63","2018-02-14",0.369715023272249
"64","2018-02-15",0.381413803994252
"65","2018-02-16",0.389957860344205
"66","2018-02-19",0.384691716238834
"67","2018-02-20",0.370180527723941
"68","2018-02-21",0.372162358355259
"69","2018-02-22",0.376170471120325
"70","2018-02-23",0.367350484791636
"71","2018-02-26",0.35834951686554
"72","2018-02-27",0.357616878354451
"73","2018-02-28",0.365861888540505
"74","2018-03-01",0.38029475876581
"75","2018-03-02",0.327756665543547
"76","2018-03-05",0.346818518101207
"77","2018-03-06",0.366961085293762
"78","2018-03-07",0.402117748369872
"79","2018-03-08",0.36760996796548
"80","2018-03-09",0.368028182736217
"81","2018-03-12",0.373690640544495
"82","2018-03-13",0.371141495965948
"83","2018-03-14",0.373359292538848
"84","2018-03-15",0.321217581541702
"85","2018-03-16",0.33735751743935
"86","2018-03-19",0.332959424851552
"87","2018-03-20",0.325147362757474
"88","2018-03-21",0.338116921743665
"89","2018-03-22",0.336406232853475
"90","2018-03-23",0.352163856287054
"91","2018-03-26",0.355098717961522
"92","2018-03-27",0.353229936887036
"93","2018-03-28",0.36253652718886
"94","2018-03-29",0.347000857616123
"95","2018-04-03",0.34913104032098
"96","2018-04-04",0.334415566930425
"97","2018-04-05",0.309763923391931
"98","2018-04-06",0.298210545061068
"99","2018-04-09",0.317485130938338
"100","2018-04-10",0.332591527158802
"101","2018-04-11",0.309634499985844
"102","2018-04-12",0.283582356507808
"103","2018-04-13",0.329068942740986
"104","2018-04-16",0.304376720400512
"105","2018-04-17",0.305679343125554
"106","2018-04-18",0.297223836977805
"107","2018-04-19",0.312747250409237
"108","2018-04-20",0.316288280277266
"109","2018-04-23",0.308822256161522
"110","2018-04-24",0.348274360499249
"111","2018-04-25",0.370981043962443
"112","2018-04-26",0.35344402404177
"113","2018-04-27",0.34588788244938
"114","2018-04-30",0.350968604909173
"115","2018-05-01",0.341069689044342
"116","2018-05-02",0.332545008188887
"117","2018-05-03",0.373011183840276
"118","2018-05-04",0.350418206401942
"119","2018-05-08",0.341694586139652
"120","2018-05-09",0.345783983893949
"121","2018-05-10",0.33731328390088
"122","2018-05-11",0.318614921782438
"123","2018-05-14",0.329220783956481
"124","2018-05-15",0.301585947564372
"125","2018-05-16",0.322518085328158
"126","2018-05-17",0.311224102362077
"127","2018-05-18",0.350238827323793
"128","2018-05-21",0.331714727182767
"129","2018-05-22",0.347499414688377
"130","2018-05-23",0.329954032420124
"131","2018-05-24",0.344212092717162
"132","2018-05-25",0.331935306911223
"133","2018-05-29",0.318890232945211
"134","2018-05-30",0.352604495759049
"135","2018-05-31",0.334500487790439
"136","2018-06-01",0.368409958265309
"137","2018-06-04",0.347911758447444
"138","2018-06-05",0.36551248134058
"139","2018-06-06",0.376051305608911
"140","2018-06-07",0.384951734179031
"141","2018-06-08",0.392710846530318
"142","2018-06-11",0.374647172975245
"143","2018-06-12",0.345950920983431
"144","2018-06-13",0.38343081982424
"145","2018-06-14",0.371479347000507
"146","2018-06-15",0.363562160105053
"147","2018-06-18",0.338544565720323
"148","2018-06-19",0.360289556230957
"149","2018-06-20",0.345023701515946
"150","2018-06-21",0.344301346228783
"151","2018-06-22",0.312709657122133
"152","2018-06-25",0.31842990212527
"153","2018-06-26",0.323601121799535
"154","2018-06-27",0.315081654112642
