"","StationaryDistribution","Membership","QuantileSR.10","QuantileSR.25","QuantileSR.35","QuantileSR.45","QuantileSR.50","QuantileSR.65","QuantileSR.75","QuantileSR.85","QuantileSR.95","Name","Exchange","Category.Name","Country"
"RFC.V",0.006,1,-0.018,-0.01,-0.006,-0.003,0,0.003,0.006,0.011,0.024,"RIFCO Inc.","VAN","Credit Services","Canada"
"SSC.V",0.008,1,-0.115,-0.016,-0.009,0,0,0,0.009,0.013,0.023,"SmartCool Systems Inc.","VAN","Diversified Electronics","Canada"
"TD.TO",0.012,1,-0.02,-0.009,0,0.005,0.008,0.017,0.025,0.04,0.058,"The Toronto-Dominion Bank","TOR","Money Center Banks","Canada"
"THO.TO",0.006,1,-0.021,-0.013,-0.009,-0.005,-0.003,0.002,0.006,0.01,0.022,"Tahoe Resources Inc.","TOR","Industrial Metals & Minerals","Canada"
"TSP.V",0.007,1,-0.205,-0.148,-0.116,-0.016,-0.016,-0.009,0,0.011,0.016,"TitanStar Properties Inc.","VAN","Real Estate Development","Canada"
"VRX.TO",0.009,1,-0.024,-0.013,-0.005,0.006,0.009,0.017,0.023,0.031,0.04,"Valeant Pharmaceuticals International, Inc.","TOR","Drugs - Generic","Canada"
"WJX.TO",0.008,1,-0.024,-0.01,-0.004,0,0.003,0.009,0.015,0.02,0.03,"Wajax Corporation","TOR","Industrial Equipment Wholesale","Canada"
"WRN.TO",0.007,1,-0.029,-0.013,-0.008,-0.004,-0.002,0.003,0.008,0.015,0.024,"Western Copper and Gold Corporation","TOR","Copper","Canada"
"XTC.TO",0.007,1,-0.028,-0.015,-0.009,-0.006,-0.004,0.002,0.008,0.014,0.026,"Exco Technologies Limited","TOR","Auto Parts","Canada"
"X.TO",0.007,1,-0.018,-0.009,-0.003,0.001,0.003,0.009,0.015,0.022,0.035,"TMX Group Limited","TOR","Asset Management","Canada"
"ZKL.V",0.008,1,-0.176,-0.122,-0.11,-0.016,-0.016,-0.01,0,0.011,0.016,"China Keli Electric Company Ltd","VAN","Diversified Electronics","Canada"
"BBD-B.TO",0.007,1,-0.02,-0.009,-0.002,0.004,0.007,0.015,0.018,0.027,0.035,"Bombardier Inc.","TOR","Aerospace/Defense - Major Diversified","Canada"
"^GSPTSE",0.016,1,-0.016,-0.005,-0.001,0.004,0.006,0.013,0.022,0.032,0.052,"-","-","-","-"
"IFC.TO",0.007,1,-0.026,-0.012,-0.008,-0.002,0.002,0.009,0.014,0.024,0.046,"Intact Financial Corporation","TOR","Property & Casualty Insurance","Canada"
"WTE.TO",0.007,1,-0.023,-0.009,-0.004,0.002,0.004,0.012,0.015,0.021,0.034,"Westshore Terminals Investment Corporation","TOR","Industrial Metals & Minerals","Canada"
"TCN.TO",0.006,1,-0.024,-0.017,-0.012,-0.007,-0.004,0.005,0.01,0.014,0.021,"Tricon Capital Group Inc.","TOR","Property Management","Canada"
"EVT.TO",0.007,1,-0.023,-0.012,-0.006,0,0,0.007,0.013,0.019,0.028,"Economic Investment Trust Limited","TOR","","Canada"
"IPL.TO",0.009,1,-0.024,-0.012,-0.007,-0.002,0.001,0.006,0.012,0.023,0.044,"Inter Pipeline Ltd.","TOR","Oil & Gas Pipelines","Canada"
"CSU.TO",0.009,1,-0.018,-0.003,0.001,0.005,0.007,0.015,0.02,0.028,0.042,"Constellation Software Inc.","TOR","Technical & System Software","Canada"
"TVL.V",0.008,1,-0.025,-0.012,-0.008,-0.005,-0.003,0.002,0.005,0.01,0.02,"Traverse Energy Ltd.","VAN","Independent Oil & Gas","Canada"
"IFP.TO",0.008,1,-0.017,-0.005,0.002,0.006,0.007,0.012,0.016,0.021,0.037,"Interfor Corporation","TOR","Industrial Metals & Minerals","Canada"
"KXS.TO",0.007,1,-0.024,-0.009,-0.003,0.001,0.004,0.009,0.012,0.018,0.031,"Kinaxis Inc.","TOR","Technical & System Software","Canada"
"CU.TO",0.007,1,-0.029,-0.018,-0.015,-0.01,-0.007,-0.001,0.006,0.014,0.026,"Canadian Utilities Limited","TOR","Gold","Canada"
"CCA.TO",0.007,1,-0.025,-0.014,-0.01,-0.006,-0.003,0.006,0.012,0.018,0.025,"Cogeco Communications Inc.","TOR","CATV Systems","Canada"
"FR.TO",0.007,1,-0.016,-0.007,-0.002,0.001,0.002,0.007,0.011,0.014,0.022,"First Majestic Silver Corp.","TOR","Rental & Leasing Services","Canada"
"AVX.V",0.006,1,-0.041,-0.017,-0.016,-0.011,-0.01,0,0,0,0.009,"Altair Resources Inc.","VAN","","Canada"
"EMP-A.TO",0.007,1,-0.025,-0.012,-0.006,0.001,0.005,0.011,0.015,0.021,0.03,"Empire Company Limited","TOR","Gold","Canada"
"CAR-UN.TO",0.008,1,-0.019,-0.006,-0.002,0.004,0.006,0.012,0.018,0.024,0.033,"Canadian Apartment Properties Real Estate Investment Trust","TOR","REIT - Residential","Canada"
"IGM.TO",0.009,1,-0.024,-0.011,-0.006,-0.001,0.002,0.01,0.014,0.019,0.039,"IGM Financial Inc.","TOR","Asset Management","Canada"
"BEI-UN.TO",0.007,1,-0.023,-0.013,-0.008,-0.003,0.001,0.011,0.015,0.024,0.035,"Boardwalk Real Estate Investment Trust","TOR","REIT - Residential","Canada"
"CAS.TO",0.007,1,-0.029,-0.016,-0.011,-0.006,-0.003,0.009,0.012,0.018,0.032,"Cascades Inc.","TOR","Industrial Metals & Minerals","Canada"
"PKI.TO",0.008,1,-0.021,-0.013,-0.009,-0.002,0.002,0.011,0.015,0.022,0.032,"Parkland Fuel Corporation","TOR","Oil & Gas Refining & Marketing","Canada"
"AIF.TO",0.008,1,-0.027,-0.016,-0.01,-0.001,0.002,0.01,0.015,0.022,0.041,"Altus Group Limited","TOR","Property Management","Canada"
"ENF.TO",0.009,1,-0.026,-0.012,-0.006,-0.002,0,0.007,0.01,0.015,0.027,"Enbridge Income Fund Holdings Inc.","TOR","Independent Oil & Gas","Canada"
"HR-UN.TO",0.006,1,-0.032,-0.015,-0.011,-0.007,-0.005,0.002,0.007,0.013,0.019,"H&R Real Estate Investment Trust","TOR","REIT - Diversified","Canada"
"MRE.TO",0.006,1,-0.019,-0.008,-0.002,0.003,0.004,0.012,0.015,0.02,0.031,"Martinrea International Inc.","TOR","Auto Parts","Canada"
"HCG.TO",0.007,1,-0.025,-0.013,-0.007,-0.002,0,0.009,0.013,0.019,0.031,"Home Capital Group Inc.","TOR","Mortgage Investment","Canada"
"GMV.V",0.005,1,-0.021,-0.011,-0.008,-0.004,-0.002,0,0.004,0.01,0.016,"GMV Minerals Inc","VAN","Gold","Canada"
"CCL-B.TO",0.008,1,-0.026,-0.013,-0.01,-0.006,-0.004,0.005,0.013,0.022,0.031,"CCL Industries Inc.","TOR","Packaging & Containers","Canada"
"GIL.TO",0.007,1,-0.02,-0.012,-0.007,-0.003,-0.001,0.006,0.011,0.016,0.033,"Gildan Activewear Inc.","TOR","Textile - Apparel Clothing","Canada"
"NPI.TO",0.006,1,-0.019,-0.008,-0.004,-0.001,0.001,0.007,0.012,0.017,0.029,"Northland Power Inc.","TOR","Diversified Utilities","Canada"
"RUS.TO",0.006,1,-0.017,-0.007,-0.003,0,0.002,0.009,0.013,0.018,0.028,"Russel Metals Inc.","TOR","Steel & Iron","Canada"
"ECI.TO",0.008,1,-0.025,-0.012,-0.007,-0.002,-0.001,0.005,0.01,0.016,0.025,"EnerCare Inc.","TOR","Rental & Leasing Services","Canada"
"BAD.TO",0.008,1,-0.023,-0.009,-0.005,0.003,0.005,0.011,0.017,0.025,0.039,"Badger Daylighting Ltd.","TOR","General Contractors","Canada"
"ACD.TO",0.007,2,-0.022,-0.009,-0.004,0,0,0.005,0.011,0.016,0.022,"Accord Financial Corp.","TOR","Credit Services","Canada"
"ATH.TO",0.013,2,-0.023,-0.013,-0.007,-0.003,0,0.009,0.015,0.023,0.034,"Athabasca Oil Corporation","TOR","Independent Oil & Gas","Canada"
"BTE.TO",0.017,2,-0.029,-0.015,-0.006,-0.001,0.001,0.011,0.016,0.024,0.048,"Baytex Energy Corp.","TOR","Independent Oil & Gas","Canada"
"CFW.TO",0.014,2,-0.026,-0.014,-0.004,0.004,0.007,0.016,0.026,0.035,0.047,"Calfrac Well Services Ltd.","TOR","Independent Oil & Gas","Canada"
"CNQ.TO",0.015,2,-0.028,-0.012,-0.006,0,0.002,0.009,0.014,0.023,0.036,"Canadian Natural Resources Limited","TOR","Independent Oil & Gas","Canada"
"CPG.TO",0.018,2,-0.032,-0.021,-0.015,-0.008,-0.004,0.004,0.012,0.023,0.038,"Crescent Point Energy Corp.","TOR","Independent Oil & Gas","Canada"
"CVE.TO",0.017,2,-0.032,-0.016,-0.007,0,0.002,0.012,0.02,0.028,0.039,"Cenovus Energy Inc.","TOR","Major Integrated Oil & Gas","Canada"
"ECA.TO",0.017,2,-0.022,-0.012,-0.004,0.002,0.003,0.011,0.015,0.023,0.038,"Encana Corporation","TOR","Independent Oil & Gas","Canada"
"ESI.TO",0.009,2,-0.021,-0.011,-0.008,-0.005,-0.003,0.002,0.008,0.014,0.035,"Ensign Energy Services Inc.","TOR","Diversified Electronics","Canada"
"ESN.TO",0.009,2,-0.02,-0.012,-0.008,-0.005,-0.004,0,0.005,0.012,0.021,"Essential Energy Services Ltd.","TOR","Oil & Gas Equipment & Services","Canada"
"MEG.TO",0.013,2,-0.021,-0.01,-0.005,0,0.003,0.013,0.021,0.033,0.049,"MEG Energy Corp.","TOR","Independent Oil & Gas","Canada"
"PD.TO",0.016,2,-0.028,-0.017,-0.009,-0.006,-0.003,0.005,0.014,0.023,0.039,"Precision Drilling Corporation","TOR","Oil & Gas Equipment & Services","Canada"
"PEY.TO",0.008,2,-0.036,-0.023,-0.017,-0.011,-0.009,-0.002,0.004,0.011,0.02,"Peyto Exploration & Development Corp","TOR","Independent Oil & Gas","Canada"
"PGF.TO",0.013,2,-0.029,-0.019,-0.013,-0.009,-0.007,0.001,0.01,0.019,0.029,"Pengrowth Energy Corporation","TOR","Independent Oil & Gas","Canada"
"PPL.TO",0.013,2,-0.027,-0.016,-0.009,-0.002,0.001,0.007,0.013,0.022,0.043,"Pembina Pipeline Corporation","TOR","Oil & Gas Pipelines","Canada"
"SU.TO",0.018,2,-0.026,-0.012,-0.006,0.004,0.007,0.018,0.026,0.033,0.046,"Suncor Energy Inc.","TOR","Major Integrated Oil & Gas","Canada"
"TCW.TO",0.013,2,-0.028,-0.015,-0.009,-0.004,-0.002,0.005,0.011,0.019,0.034,"Trican Well Service Ltd.","TOR","Oil & Gas Equipment & Services","Canada"
"POU.TO",0.011,2,-0.033,-0.016,-0.01,-0.006,-0.003,0.007,0.014,0.024,0.036,"Paramount Resources Ltd.","TOR","Independent Oil & Gas","Canada"
"RRX.TO",0.022,2,-0.035,-0.02,-0.013,-0.007,-0.004,0.008,0.015,0.023,0.039,"Raging River Exploration Inc.","TOR","Independent Oil & Gas","Canada"
"MTL.TO",0.008,2,-0.021,-0.013,-0.009,-0.004,-0.002,0.005,0.009,0.015,0.034,"Mullen Group Ltd.","TOR","Oil & Gas Equipment & Services","Canada"
"ABX.TO",0.008,3,-0.025,-0.016,-0.009,-0.004,-0.002,0.004,0.009,0.015,0.025,"Barrick Gold Corporation","TOR","Gold","Canada"
"AEM.TO",0.01,3,-0.021,-0.011,-0.006,0,0.003,0.009,0.013,0.018,0.027,"Agnico Eagle Mines Limited","TOR","Gold","Canada"
"FM.TO",0.009,3,-0.016,-0.009,-0.003,0.001,0.005,0.015,0.021,0.027,0.036,"First Quantum Minerals Ltd.","TOR","Industrial Metals & Minerals","Canada"
"HBM.TO",0.011,3,-0.023,-0.012,-0.004,-0.001,0.001,0.009,0.014,0.02,0.033,"Hudbay Minerals Inc.","TOR","Industrial Metals & Minerals","Canada"
"K.TO",0.008,3,-0.021,-0.01,-0.008,-0.004,-0.001,0.007,0.012,0.019,0.028,"Kinross Gold Corporation","TOR","","Canada"
"LUN.TO",0.009,3,-0.017,-0.009,-0.004,0.001,0.002,0.01,0.014,0.021,0.035,"Lundin Mining Corporation","TOR","Industrial Metals & Minerals","Canada"
"YRI.TO",0.009,3,-0.02,-0.009,-0.004,-0.001,0.002,0.007,0.011,0.016,0.027,"Yamana Gold Inc.","TOR","Gold","Canada"
"BMO.TO",0.015,4,-0.019,-0.01,-0.004,0.005,0.009,0.023,0.03,0.043,0.06,"Bank of Montreal","TOR","Money Center Banks","Canada"
"CM.TO",0.014,4,-0.021,-0.012,-0.003,0.004,0.008,0.015,0.021,0.029,0.054,"Canadian Imperial Bank of Commerce","TOR","Money Center Banks","Canada"
"MFC.TO",0.012,4,-0.021,-0.009,-0.005,-0.001,0.002,0.01,0.017,0.024,0.031,"Manulife Financial Corporation","TOR","Life Insurance","Canada"
"NA.TO",0.013,4,-0.02,-0.006,0,0.007,0.009,0.021,0.027,0.036,0.047,"National Bank of Canada","TOR","Money Center Banks","Canada"
"RY.TO",0.015,4,-0.02,-0.011,-0.004,0.002,0.005,0.011,0.02,0.041,0.059,"Royal Bank of Canada","TOR","Money Center Banks","Canada"
