"","StationaryDistribution","GOP","Membership","QuantileDR.10","QuantileDR.25","QuantileDR.35","QuantileDR.45","QuantileDR.50","QuantileDR.65","QuantileDR.75","QuantileDR.85","QuantileDR.95","Ticker","Name"
"EL4Y.DE",0.001,0.006,1,-0.008,-0.002,0,0,0,0.001,0.003,0.005,0.009,"EL4Y.DE","Deka STOXX Europe 50 UCITS ETF"
"EXSH.F",0.003,0.012,1,-0.007,-0.004,-0.002,-0.001,0,0.002,0.004,0.005,0.009,"EXSH.F","iShares STOXX Europe Select Dividend 30 UCITS ETF (DE)"
"C060.F",0.01,0.034,1,-0.009,-0.002,-0.002,0,0,0.003,0.004,0.007,0.009,"C060.F","ComStage - STOXX Europe 600 NR UCITS ETF"
"EHDV.F",0.004,0.014,1,-0.008,-0.003,-0.002,-0.001,0,0.002,0.003,0.005,0.01,"EHDV.F","PowerShares Global Funds Ireland plc - PowerShares EURO STOXX High Dividend Low Volatility UCITS ETF"
"C061.F",0.002,0.007,1,-0.019,-0.006,-0.004,-0.002,-0.001,0.002,0.005,0.008,0.02,"C061.F","ComStage - STOXX Europe 600 Automobiles & Parts NR UCITS ETF"
"EXV4.F",0.003,0.008,2,-0.009,-0.003,-0.001,0,0.001,0.003,0.004,0.007,0.012,"EXV4.F","iShares (DE) I - iShares STOXX Europe 600 Health Care UCITS ETF (DE)"
"EXH6.F",0.002,0.006,2,-0.009,-0.003,-0.001,0,0.001,0.003,0.005,0.006,0.01,"EXH6.F","iShares (DE) I - iShares STOXX Europe 600 Media UCITS ETF (DE)"
"EXH8.F",0.002,0.006,2,-0.01,-0.005,-0.003,0,0.001,0.003,0.005,0.009,0.012,"EXH8.F","iShares (DE) I - iShares STOXX Europe 600 Retail UCITS ETF (DE)"
"C068.F",0.003,0.009,2,-0.008,-0.003,-0.001,0,0.002,0.003,0.004,0.006,0.011,"C068.F","ComStage - STOXX Europe 600 Health Care NR UCITS ETF"
"C067.F",0.002,0.007,2,-0.007,-0.002,-0.001,0,0,0.003,0.005,0.007,0.01,"C067.F","ComStage - STOXX Europe 600 Food & Beverage NR UCITS ETF"
"EXV9.F",0.002,0.006,2,-0.008,-0.005,-0.002,0,0,0.003,0.004,0.006,0.011,"EXV9.F","iShares (DE) I - iShares STOXX Europe 600 Travel & Leisure UCITS ETF (DE)"
"CB1E50.SW",0,0,2,0,0,0,0,0,0,0,0,0,"CB1E50.SW","ComStage 1 - EURO STOXX 50 UCITS ETF"
"C073.F",0.003,0.009,2,-0.009,-0.004,-0.001,0.001,0.001,0.003,0.005,0.007,0.012,"C073.F","ComStage - STOXX Europe 600 Personal & Household Goods NR UCITS ETF"
"C068.DE",0.002,0.007,2,-0.009,-0.003,-0.001,0,0.001,0.003,0.005,0.008,0.01,"C068.DE","ComStage - STOXX Europe 600 Health Care NR UCITS ETF"
"C075.F",0.002,0.007,2,-0.01,-0.004,-0.003,-0.001,0,0.002,0.005,0.008,0.013,"C075.F","ComStage - STOXX Europe 600 Retail NR UCITS ETF"
"C078.F",0.002,0.006,2,-0.009,-0.003,-0.002,0,0,0.003,0.004,0.006,0.011,"C078.F","ComStage - STOXX Europe 600 Travel & Leisure NR UCITS ETF"
"EXH3.F",0.002,0.006,2,-0.008,-0.003,-0.001,0,0,0.003,0.004,0.006,0.01,"EXH3.F","iShares (DE) I - iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE)"
"EXH7.F",0.002,0.008,2,-0.009,-0.004,-0.002,0.001,0.001,0.003,0.004,0.007,0.011,"EXH7.F","iShares (DE) I - iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE)"
"C071.F",0.002,0.006,2,-0.008,-0.003,-0.002,0,0.001,0.003,0.005,0.006,0.01,"C071.F","ComStage - STOXX Europe 600 Media NR UCITS ETF"
"C074.F",0.001,0.005,2,-0.008,-0.004,-0.002,0,0,0.002,0.004,0.006,0.01,"C074.F","ComStage - STOXX Europe 600 Real Estate NR UCITS ETF"
"^SPEUP",0.001,0.007,3,-0.009,-0.003,-0.001,0,0,0.003,0.004,0.006,0.008,"-","-"
"SXEPEX.SW",0.001,0.004,3,-0.007,0,0,0,0,0,0.001,0.008,0.015,"SXEPEX.SW","iShares (DE) I - iShares STOXX Europe 600 Oil & Gas UCITS ETF (DE)"
"SX6PEX.SW",0,0.002,3,-0.002,0,0,0,0,0,0,0,0.006,"SX6PEX.SW","iShares (DE) I - iShares STOXX Europe 600 Utilities UCITS ETF (DE)"
"SX7PEX.SW",0.001,0.004,3,-0.016,-0.005,0,0,0,0,0,0.004,0.019,"SX7PEX.SW","iShares (DE) I - iShares STOXX Europe 600 Banks UCITS ETF (DE)"
"SC01.DE",0.001,0.003,3,-0.003,0,0,0,0,0,0,0.004,0.009,"SC01.DE","Source Markets plc - Source STOXX Europe 600 Optimised Construction & Materials UCITS ETF"
"S7XE.SW",0,0.002,3,-0.003,0,0,0,0,0,0,0,0.01,"S7XE.SW","Source Markets plc - Source EURO STOXX Optimised Banks UCITS ETF"
"SC0R.DE",0.001,0.004,3,-0.008,0,0,0,0,0,0,0.003,0.01,"SC0R.DE","Source Markets plc - Source STOXX Europe 600 Optimised Travel & Leisure UCITS ETF"
"EUHD.L",0.001,0.003,3,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0,0,"EUHD.L","PowerShares Global Funds Ireland plc - PowerShares EURO STOXX High Dividend Low Volatility UCITS ETF"
"SC0Y.DE",0,0.002,3,-0.002,0,0,0,0,0,0,0.001,0.007,"SC0Y.DE","Source Markets plc - Source STOXX Europe 600 Optimised Insurance UCITS ETF"
"SC06.DE",0,0.001,3,0,0,0,0,0,0,0,0,0.01,"SC06.DE","Source Markets plc - Source STOXX Europe 600 Optimised Media UCITS ETF"
"S600.L",0.001,0.002,3,-0.007,0,0,0,0,0,0,0.003,0.01,"S600.L","Source Markets plc - Source STOXX Europe 600 UCITS ETF"
"S6X0.DE",0.001,0.004,3,-0.007,0,0,0,0,0,0,0.001,0.008,"S6X0.DE","Source Markets plc - Source EURO STOXX 50 UCITS ETF"
"SX7EEX.SW",0.001,0.005,3,-0.017,-0.011,-0.007,-0.002,-0.001,0,0.007,0.01,0.02,"SX7EEX.SW","iShares EURO STOXX Banks 30-15 UCITS ETF (DE)"
"CBBANK.SW",0,0.002,3,-0.011,0,0,0,0,0,0,0,0,"CBBANK.SW","ComStage - STOXX Europe 600 Banks NR UCITS ETF"
"ELOW.L",0.002,0.005,3,0,0,0,0,0,0,0,0,0.001,"ELOW.L","SSgA SPDR ETFs Europe II Public Limited Company - SPDR EURO STOXX Low Volatility UCITS ETF"
"SC0Z.DE",0.001,0.003,3,-0.005,0,0,0,0,0,0,0,0.006,"SC0Z.DE","Source Markets plc - Source STOXX Europe 600 Optimised Utilities UCITS ETF"
"BNK.MI",0.002,0.006,3,-0.014,-0.007,-0.003,0,0,0.003,0.005,0.007,0.014,"BNK.MI","LYXOR UCITS ETF STOXX EUROPE 60"
"C075.DE",0.001,0.003,3,-0.007,0,0,0,0,0,0,0.004,0.014,"C075.DE","ComStage - STOXX Europe 600 Retail NR UCITS ETF"
"SC02.DE",0,0.002,3,0,0,0,0,0,0,0,0,0.005,"SC02.DE","Source Markets plc - Source STOXX Europe 600 Optimised Financial Services UCITS ETF"
"SXPIEX.SW",0.001,0.006,3,-0.011,-0.003,-0.001,0,0,0.002,0.004,0.007,0.01,"SXPIEX.SW","iShares STOXX Europe 600 UCITS ETF (DE)"
"H50E.SW",0.001,0.002,3,-0.004,0,0,0,0,0,0,0,0,"H50E.SW","HSBC ETFs Public Limited Company - HSBC EURO STOXX 50 UCITS ETF"
"X7PP.L",0.001,0.005,3,-0.033,-0.005,-0.005,-0.004,-0.003,0,0.002,0.021,0.065,"X7PP.L","Source Markets plc - Source STOXX Europe 600 Optimised Banks UCITS ETF"
"SX5E.SW",0.002,0.007,3,-0.008,-0.003,0,0,0,0.003,0.004,0.005,0.011,"SX5E.SW","Source Markets plc - Source EURO STOXX 50 UCITS ETF"
"SC0F.DE",0,0.002,3,-0.004,0,0,0,0,0,0,0.002,0.006,"SC0F.DE","Source Markets plc - Source STOXX Europe Small 200 UCITS ETF"
"SXPPEX.SW",0.001,0.003,3,-0.014,0,0,0,0,0,0,0,0.029,"SXPPEX.SW","iShares (DE) I - iShares STOXX Europe 600 Basic Resources UCITS ETF (DE)"
"CSSX5E.SW",0.002,0.007,3,-0.01,-0.005,-0.003,0,0,0.003,0.005,0.007,0.01,"CSSX5E.SW","iShares VII Public Limited Company - iShares Core EURO STOXX 50 UCITS ETF"
"SC03.DE",0.001,0.004,3,-0.004,0,0,0,0,0,0,0.003,0.009,"SC03.DE","Source Markets plc - Source STOXX Europe 600 Optimised Food & Beverage UCITS ETF"
"S600.SW",0.001,0.004,3,-0.007,0,0,0,0,0,0.003,0.004,0.009,"S600.SW","Source Markets plc - Source STOXX Europe 600 UCITS ETF"
"C079.DE",0.001,0.003,3,-0.009,-0.001,0,0,0,0,0,0.005,0.013,"C079.DE","ComStage - STOXX Europe 600 Utilities NR UCITS ETF"
"SXDPEX.SW",0,0.002,3,0,0,0,0,0,0,0,0,0.015,"SXDPEX.SW","iShares (DE) I - iShares STOXX Europe 600 Health Care UCITS ETF (DE)"
"XD5F.L",0.001,0.003,3,-0.005,0,0,0,0,0,0,0.004,0.012,"XD5F.L","db x-trackers - EURO STOXX 50 ex Financials UCITS ETF (DR)"
"X7PS.L",0.001,0.005,3,-0.021,-0.009,-0.002,-0.001,0,0.003,0.005,0.008,0.105,"X7PS.L","Source Markets plc - Source STOXX Europe 600 Optimised Banks UCITS ETF"
"CHM.MI",0.001,0.004,3,-0.01,0,0,0,0,0,0.003,0.007,0.013,"CHM.MI","LYXOR UCITS ETF STOXX EURO 600"
