"","DAAA","DBAA","DGS30","FF","MORTGAGE30US","WAAA","WBAA","WGS10YR","WGS1YR","WGS2YR","WGS30YR","WGS3YR","WGS5YR","WGS7YR","WTB3MS","WTB6MS"
"2013-12-12",0.0790611183791493,0.0673308504320044,0.0900246918712885,0.0165773190870573,0.0769045773771119,0.0912209628564089,0.0845394587369945,0.0887702081156495,0.00280371943507173,0.0275878014427058,0.0913381587977656,0.0871393856093975,0.0932192627212701,0.0939539784781969,0.00451492134941953,0.00501358531050847
"2013-12-19",0.0759716095911827,0.0706585907018934,0.0919880538870198,0.0161834103251446,0.0923427200954396,0.0912072301460335,0.0877401928594329,0.0881919424484689,0.00264249249946347,0.0241541233847262,0.0804273516529363,0.0849027176682259,0.0940842256704736,0.0912953853728558,0.00388102048238138,0.00432893321432203
"2013-12-26",0.0742124351169877,0.0680770852176903,0.0909892717840905,0.0160973388777877,0.0946738229274223,0.0878026644887455,0.0797998552084085,0.0869717780529574,0.00325656660245812,0.0297503236983832,0.0842810845885874,0.0823514590786357,0.097216376275316,0.0946734328970874,0.00452272334642481,0.00532378183901744
"2014-01-02",0.0874390975492213,0.0705916493296378,0.099349638193217,0.0168141817256923,0.0840080355974796,0.0949182899146246,0.0819610380969952,0.0792441179233624,0.00315945786872381,0.0236806877210493,0.082983015723622,0.0869099567848447,0.0934876521981451,0.0870761256429327,0.00409684856463826,0.00428020716581391
"2014-01-09",0.0721758769625242,0.0605928102274515,0.093981763673408,0.0206788851849857,0.0742899286007436,0.0932689143924359,0.0937382420380876,0.0894040074702684,0.00309209448524873,0.0222990764852933,0.087956128342875,0.0860003340427589,0.102946768823786,0.0905977411965083,0.00439625165054205,0.00458117642308286
"2014-01-16",0.075474785074545,0.0575597974481543,0.0947659029727211,0.014419734607327,0.0840084511839792,0.0893534600691575,0.0742564131406957,0.0894748626486953,0.00312117387290243,0.0246596268037019,0.0882380877457836,0.0898916721799455,0.10487758357723,0.10054190403589,0.00440515038769961,0.0049513942515725
"2014-01-23",0.0700873460937231,0.0574410279551414,0.0831177928514796,0.0131595066595677,0.0762474968575676,0.0945606287326354,0.0861383588077463,0.0905377245219051,0.0041748242499163,0.0312468615418913,0.0920487634624157,0.0935567299686062,0.0978826066028684,0.098592364431228,0.00528398113597406,0.00592398612733379
"2014-01-30",0.0713969543511053,0.040595383833627,0.0888313487209306,0.0112768120516386,0.0757968213211503,0.0923752700330585,0.0894083837780913,0.093893450854101,0.00415884775136507,0.0294651523122294,0.0909969815975442,0.0947735148831068,0.105412845179291,0.0994637574699305,0.00542324111615455,0.00673123474667602
"2014-02-06",0.0722575224122499,0.0389003468932301,0.0934971976132183,0.0179361566362726,0.0824809104828268,0.0946007678420375,0.0666144831181147,0.0918721739735419,0.00395858888248948,0.0295188892767214,0.091770179537973,0.092860986910609,0.11082670547787,0.101357154711791,0.00537341327871084,0.00617452295234368
"2014-02-13",0.0686555666696834,0.0401014306983654,0.087459024161348,0.0139195339288838,0.0672777190202091,0.0961479029293902,0.0750064985493948,0.101204315614355,0.00400886238703833,0.0311062467984533,0.0977511711356571,0.0963664230133086,0.10804348286335,0.102002782031882,0.00506091068097547,0.00588812951770607
"2014-02-20",0.0725392916506114,0.0420213246926865,0.0971555191345446,0.0219035397055051,0.0720070874481344,0.0909093682187909,0.0661167696573486,0.0920689241361971,0.00424510731413957,0.0335708667041882,0.0958809968847162,0.0922445020685943,0.109137029375728,0.0985471695751188,0.00538802754447286,0.00626447588922399
"2014-02-27",0.0777096751948288,0.0376708805369454,0.0952368370354932,0.0194373338874898,0.079581690905311,0.0921020468291124,0.0640997925526399,0.0913148082856147,0.00413877925108749,0.0269104474511135,0.0933073340060588,0.0920145867104214,0.109609983852737,0.105569756378056,0.00539159113342634,0.00590445598966493
"2014-03-06",0.0756701024122277,0.0408975524905295,0.0930194760592168,0.0260334285653768,0.0820298119497386,0.0915772888745077,0.0638591670295846,0.093972167987447,0.0047716802580939,0.0309790036641922,0.0886449371273674,0.0900285675066992,0.105740565332965,0.0993196885796297,0.00623408668391096,0.00722247547851298
"2014-03-13",0.0783687032085438,0.0415971276375995,0.0966915474105999,0.0237770131016027,0.0773694655080939,0.0927399856030147,0.067015888955232,0.0912639032130295,0.00489452751177452,0.0274872979584974,0.0918129169717434,0.0897311569219686,0.102996681063314,0.101666860966397,0.00598145369153374,0.00660547027705484
"2014-03-20",0.0755779863165595,0.0419725044508848,0.0944190631920677,0.0214498541944534,0.0766052666332811,0.0943534337739079,0.069032674919859,0.0906969755406767,0.00531360991661181,0.0305522658503817,0.0921393629944324,0.0873296990337728,0.105555987961971,0.0978965280799321,0.00765176578560105,0.00945302135560725
