"","DGS2","DGS3","DGS5","DGS7","DGS10","DGS20","DGS30","DGS1MO","DGS3MO","DGS6MO","DAAA","DBAA","DGS1","DJIA","SP500","NASDAQCOM","WILL5000INDFC","DJCA","DJUA","WILL5000PR","WILL4500PR","WILLSMLCAPPR","WILLMIDCAPVAL","WILLLRGCAPGRPR","NASDAQ100"
"2023-02-22",0.00710207620354286,0.0197527368001078,0.0343024162431957,0.0398488321933688,0.0425994382531893,0.0463526338199667,0.0475554765210279,0.0304921115489686,0.0269657664736212,0.0281664992886985,0.046115632888014,0.0355127522423043,0.00563046858058876,0.00909406055262914,0.0203395478922015,0.0541350369703866,0.0805756957102027,0.0166565239486668,0.0129490611555923,0.0771238274833906,0.0767827112496364,0.0737493980841917,0.0694157479132041,0.0502389621669844,0.0485425858163195
"2023-02-23",0.00707355742141605,0.0187841148450265,0.0320859127096157,0.0365913192125598,0.0384024503728059,0.0414710868799313,0.0423290454458702,0.0293895405902357,0.0246040570160289,0.027094229549866,0.0399581404985692,0.0322521705891495,0.00621393640317273,0.00826489542273342,0.0205970707926043,0.0591575086444039,0.0855891707374083,0.0157701254410166,0.0116409631395399,0.081947918908085,0.0814573957689203,0.0792156474526184,0.0723042885536338,0.0548104222581399,0.0529950313466488
"2023-02-24",0.0071937412650909,0.017631574897606,0.029331591655841,0.0349287851936814,0.0355845583560718,0.0354968512881265,0.0391381202605093,0.0298384524051356,0.0242980387436767,0.0249044486011835,0.0346082402972616,0.0252845725893766,0.00673434019845034,0.0071015256436445,0.0199877458616265,0.0636568812766527,0.0908259188468388,0.0140644931282219,0.00913512523366953,0.0830002195281213,0.0892868653008914,0.085903358400551,0.0768151934041812,0.0589870674407397,0.0562622901828506
"2023-02-27",0.00765608139497638,0.0193374494798348,0.0317250237558258,0.0367365840414894,0.0366518992901407,0.0345568775667851,0.0376333007945385,0.0271711959933294,0.0224077542529746,0.0234170904111411,0.0345009033114716,0.0225387658594917,0.00741331871673937,0.00671109106335534,0.0192542891538958,0.0655478031439743,0.0915951290158763,0.012054154160001,0.00770760492419722,0.0833459826523733,0.0904850360295689,0.0856441946746125,0.0759178822465265,0.0619363428034267,0.0580542452634535
"2023-02-28",0.00787735245416349,0.018250962036009,0.0306060939240868,0.0367481832003137,0.0378625880788676,0.0335805184757491,0.0357200755939025,0.0249618503042118,0.0207793836775025,0.0219114939590525,0.0341195917522664,0.0219174396388589,0.00810034888987177,0.0061874315023272,0.0169791676857058,0.0698103091110429,0.0907703167721585,0.0101313487834118,0.00692542305762129,0.0826296556001948,0.0940593728475389,0.0875103764944803,0.0743510502996586,0.0658632469081623,0.0623464189528416
"2023-03-01",0.00826817633235622,0.0187526072161224,0.0297193008380618,0.0344223348502341,0.0361566343682909,0.0300663903595041,0.0324058318649337,0.0243809713524923,0.0208268171980489,0.0211207365723734,0.0318245677985911,0.0185842442818286,0.00864937429056641,0.0060100027327978,0.0165374672953629,0.0795020038003855,0.0912818291735804,0.00992759375243281,0.00660823065856304,0.0831463256506964,0.0903842035765311,0.0847555055960743,0.0712828445309176,0.0753329349599516,0.0700530709493025
"2023-03-02",0.00917233489678186,0.0188929920836434,0.0321727605464508,0.0356525302513836,0.0338547909683456,0.0296432878253535,0.0312155925322105,0.0236471283544858,0.019876611368958,0.0197864384405716,0.0320054781768015,0.0186269475887876,0.0086998144901793,0.00553884424342095,0.0162675251779283,0.0835823598028284,0.0902953218125537,0.00946029668084741,0.0067231247701044,0.0829330737133657,0.0893988276068711,0.0822974100881341,0.0697118192131322,0.0790742258781466,0.0714704634887139
